target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
HVO_RS04040	HVO_RS00550	0.997940	0.000000	0.075383	0.032112	0.047705	0.045039	0.000000	1.000000	0.739908
HVO_RS07475	HVO_RS03230	0.997937	0.000000	0.075294	0.032112	0.047675	0.045023	0.000000	1.000000	0.739816
HVO_RS06740	HVO_RS05500	0.997935	0.000000	0.075206	0.032112	0.047645	0.045007	0.000000	1.000000	0.739641
HVO_RS11950	HVO_RS08420	0.997933	0.000000	0.075117	0.032112	0.047615	0.044991	0.000000	1.000000	0.739637
HVO_RS07615	HVO_RS07610	0.997930	0.000000	0.075029	0.032112	0.047586	0.044975	0.000000	1.000000	0.739515
HVO_RS04380	HVO_RS02330	0.997928	0.000000	0.074941	0.032112	0.047556	0.044960	0.000000	1.000000	0.739372
HVO_RS05180	HVO_RS16010	0.997926	0.000000	0.074854	0.032112	0.047526	0.044944	0.000000	-1.000000	0.739360
HVO_RS09350	HVO_RS12155	0.997923	0.000000	0.074766	0.032112	0.047497	0.044928	0.000000	1.000000	0.739340
HVO_RS16220	HVO_RS13945	0.997921	0.000000	0.074679	0.032112	0.047467	0.044912	0.000000	-1.000000	0.739300
HVO_RS10520	HVO_RS16795	0.997918	0.000000	0.074592	0.032112	0.047438	0.044897	0.000000	1.000000	0.738930
HVO_RS00580	HVO_RS00550	0.997916	0.000000	0.074505	0.032112	0.047408	0.044881	0.000000	1.000000	0.738840
HVO_RS04535	HVO_RS07610	0.997914						0.000000	1.000000	0.738495
HVO_RS12385	HVO_RS00950	0.997911	0.000000	0.074419	0.032112	0.047379	0.044865	0.000000	1.000000	0.738169
HVO_RS04160	HVO_RS03090	0.997909	0.000000	0.074332	0.032112	0.047350	0.044849	0.000000	1.000000	0.738126
HVO_RS04175	HVO_RS00550	0.997907	0.000000	0.074246	0.032112	0.047320	0.044834	0.000000	1.000000	0.738041
HVO_RS00605	HVO_RS00665	0.997904	0.000000	0.074160	0.032112	0.047291	0.044818	0.000000	1.000000	0.738040
HVO_RS09480	HVO_RS17680	0.997902	0.000000	0.074074	0.032112	0.047262	0.044802	0.000000	1.000000	0.738025
HVO_RS05370	HVO_RS07610	0.997900	0.000000	0.073988	0.032112	0.047233	0.044787	0.000000	1.000000	0.737836
HVO_RS09160	HVO_RS10420	0.997897	0.000000	0.073903	0.032112	0.047204	0.044771	0.000000	1.000000	0.737563
HVO_RS11340	HVO_RS08155	0.997895	0.000000	0.073818	0.032112	0.047174	0.044755	0.000000	-1.000000	0.737378
HVO_RS16365	HVO_RS03500	0.997893	0.000000	0.073733	0.032112	0.047145	0.044740	0.000000	1.000000	0.737189
HVO_RS20250	HVO_RS00550	0.997890						0.000000	1.000000	0.737169
HVO_RS01290	HVO_RS07610	0.997888	0.000000	0.073648	0.032112	0.047117	0.044724	0.000000	1.000000	0.737105
HVO_RS03525	HVO_RS14935	0.997886	0.000000	0.073563	0.032112	0.047088	0.044708	0.000000	1.000000	0.736842
HVO_RS16915	HVO_RS09860	0.997883	0.000000	0.073479	0.032112	0.047059	0.044693	0.000000	1.000000	0.736610
HVO_RS17635	HVO_RS12155	0.997881	0.000000	0.073394	0.032112	0.047030	0.044677	0.000000	1.000000	0.736578
HVO_RS12080	HVO_RS07185	0.997878	0.000000	0.073310	0.032112	0.047001	0.044662	0.000000	1.000000	0.736492
HVO_RS08005	HVO_RS00320	0.997876	0.000000	0.073227	0.032112	0.046973	0.044646	0.000000	1.000000	0.736358
HVO_RS01455	HVO_RS00780	0.997874	0.000000	0.073143	0.032112	0.046944	0.044630	0.000000	1.000000	0.736301
HVO_RS09235	HVO_RS18430	0.997871	0.000000	0.073059	0.032112	0.046915	0.044615	0.000000	-1.000000	0.736175
HVO_RS04195	HVO_RS10420	0.997869	0.000000	0.072976	0.032112	0.046887	0.044599	0.000000	1.000000	0.735943
HVO_RS00035	HVO_RS00550	0.997867	0.000000	0.072893	0.032112	0.046858	0.044584	0.000000	1.000000	0.735726
HVO_RS05620	HVO_RS04485	0.997864	0.000000	0.072810	0.032112	0.046830	0.044568	0.000000	1.000000	0.735709
HVO_RS09255	HVO_RS05595	0.997862	0.000000	0.072727	0.032112	0.046801	0.044553	0.000000	1.000000	0.735625
HVO_RS19330	HVO_RS06330	0.997860	0.000000	0.072645	0.032112	0.046773	0.044537	0.000000	-1.000000	0.735564
HVO_RS02855	HVO_RS11210	0.997857	0.000000	0.072562	0.032112	0.046745	0.044522	0.000000	-1.000000	0.735425
HVO_RS03530	HVO_RS14935	0.997855	0.000000	0.072480	0.032112	0.046716	0.044506	0.000000	1.000000	0.734740
HVO_RS02270	HVO_RS02330	0.997853	0.000000	0.072398	0.032112	0.046688	0.044491	0.000000	1.000000	0.734499
HVO_RS13480	HVO_RS14665	0.997850	0.000000	0.072316	0.032112	0.046660	0.044475	0.000000	1.000000	0.734306
HVO_RS07560	HVO_RS18865	0.997848	0.000000	0.072235	0.032112	0.046632	0.044460	0.000000	-1.000000	0.734093
HVO_RS05185	HVO_RS05530	0.997845	0.000000	0.072153	0.032112	0.046604	0.044444	0.000000	1.000000	0.734054
HVO_RS03000	HVO_RS03390	0.997843	0.000000	0.072072	0.032112	0.046576	0.044429	0.000000	1.000000	0.733819
HVO_RS18840	HVO_RS02330	0.997841	0.000000	0.071991	0.032112	0.046548	0.044414	0.000000	1.000000	0.733470
HVO_RS07245	HVO_RS00550	0.997838	0.000000	0.071910	0.032112	0.046520	0.044398	0.000000	1.000000	0.733423
HVO_RS03305	HVO_RS13405	0.997836	0.000000	0.071829	0.032112	0.046492	0.044383	0.000000	1.000000	0.732914
HVO_RS00160	HVO_RS03390	0.997834	0.000000	0.071749	0.032112	0.046464	0.044367	0.000000	1.000000	0.732833
HVO_RS04630	HVO_RS16870	0.997831	0.000000	0.071669	0.032112	0.046436	0.044352	0.000000	1.000000	0.732759
HVO_RS00885	HVO_RS03230	0.997829	0.000000	0.071588	0.032112	0.046408	0.044337	0.000000	1.000000	0.732735
HVO_RS15110	HVO_RS15900	0.997827	0.000000	0.071508	0.032112	0.046381	0.044321	0.000000	1.000000	0.732703
HVO_RS01160	HVO_RS01380	0.997824	0.000000	0.071429	0.032112	0.046353	0.044306	0.000000	1.000000	0.732665
HVO_RS10735	HVO_RS01745	0.997822	0.000000	0.071349	0.032112	0.046325	0.044291	0.000000	1.000000	0.732635
HVO_RS00585	HVO_RS00575	0.997820	1.000000	0.072383	0.032614	0.047047	0.044967	1.000000	1.000000	0.732428
HVO_RS04700	HVO_RS06620	0.997817	0.000000	0.072303	0.032614	0.047019	0.044952	0.000000	1.000000	0.732399
HVO_RS19325	HVO_RS11360	0.997815	0.000000	0.072222	0.032614	0.046991	0.044936	0.000000	1.000000	0.732136
HVO_RS16575	HVO_RS05530	0.997813	0.000000	0.072142	0.032614	0.046963	0.044921	0.000000	1.000000	0.732085
HVO_RS00260	HVO_RS00320	0.997810	0.000000	0.072062	0.032614	0.046935	0.044905	0.000000	1.000000	0.731972
HVO_RS11780	HVO_RS01380	0.997808	0.000000	0.071982	0.032614	0.046907	0.044890	0.000000	1.000000	0.731532
HVO_RS11745	HVO_RS10070	0.997805	0.000000	0.071903	0.032614	0.046880	0.044874	0.000000	1.000000	0.731356
HVO_RS08135	HVO_RS05805	0.997803	0.000000	0.071823	0.032614	0.046852	0.044859	0.000000	1.000000	0.731082
HVO_RS03920	HVO_RS00550	0.997801	0.000000	0.071744	0.032614	0.046824	0.044843	0.000000	1.000000	0.730678
HVO_RS19055	HVO_RS04530	0.997798	0.000000	0.071665	0.032614	0.046797	0.044828	0.000000	1.000000	0.730638
HVO_RS04170	HVO_RS03090	0.997796	0.000000	0.071586	0.032614	0.046769	0.044812	0.000000	1.000000	0.730475
HVO_RS11525	HVO_RS01745	0.997794	0.000000	0.071507	0.032614	0.046742	0.044797	0.000000	1.000000	0.730459
HVO_RS13405	HVO_RS01380	0.997791	0.000000	0.071429	0.032614	0.046714	0.044781	0.000000	1.000000	0.730456
HVO_RS07185	HVO_RS04505	0.997789	0.000000	0.071350	0.032614	0.046687	0.044766	0.000000	1.000000	0.730156
HVO_RS15015	HVO_RS00550	0.997787	0.000000	0.071272	0.032614	0.046659	0.044750	0.000000	1.000000	0.730120
HVO_RS05965	HVO_RS06725	0.997784	0.000000	0.071194	0.032614	0.046632	0.044735	0.000000	-1.000000	0.729945
HVO_RS15215	HVO_RS00990	0.997782	0.000000	0.071116	0.032614	0.046605	0.044720	0.000000	1.000000	0.729907
HVO_RS20215	HVO_RS07085	0.997780						0.000000	1.000000	0.729641
HVO_RS10600	HVO_RS05575	0.997777	0.000000	0.071038	0.032614	0.046578	0.044704	0.000000	-1.000000	0.729385
HVO_RS16040	HVO_RS16360	0.997775	0.000000	0.070961	0.032614	0.046550	0.044689	0.000000	1.000000	0.729156
HVO_RS00600	HVO_RS07610	0.997772	0.000000	0.070883	0.032614	0.046523	0.044674	0.000000	1.000000	0.728979
HVO_RS07245	HVO_RS19825	0.997770	0.000000	0.070806	0.032614	0.046496	0.044658	0.000000	1.000000	0.728770
HVO_RS14430	HVO_RS01535	0.997768	0.000000	0.070729	0.032614	0.046469	0.044643	0.000000	-1.000000	0.728745
HVO_RS13465	HVO_RS05680	0.997765	0.000000	0.070652	0.032614	0.046442	0.044628	0.000000	1.000000	0.728541
HVO_RS15570	HVO_RS04530	0.997763	0.000000	0.070575	0.032614	0.046415	0.044612	0.000000	1.000000	0.728538
HVO_RS13775	HVO_RS00550	0.997761	0.000000	0.070499	0.032614	0.046388	0.044597	0.000000	1.000000	0.728532
HVO_RS13740	HVO_RS04485	0.997758	0.000000	0.070423	0.032614	0.046361	0.044582	0.000000	1.000000	0.728531
HVO_RS06530	HVO_RS02330	0.997756	0.000000	0.070346	0.032614	0.046334	0.044566	0.000000	1.000000	0.728100
HVO_RS07555	HVO_RS03990	0.997754	0.000000	0.070270	0.032614	0.046308	0.044551	0.000000	1.000000	0.728046
HVO_RS01230	HVO_RS07610	0.997751	0.000000	0.070194	0.032614	0.046281	0.044536	0.000000	1.000000	0.728015
HVO_RS06010	HVO_RS02330	0.997749	0.000000	0.070119	0.032614	0.046254	0.044521	0.000000	1.000000	0.727926
HVO_RS16205	HVO_RS01745	0.997747	0.000000	0.070043	0.032614	0.046227	0.044505	0.000000	1.000000	0.727454
HVO_RS09745	HVO_RS18865	0.997744	0.000000	0.069968	0.032614	0.046201	0.044490	0.000000	1.000000	0.727449
HVO_RS00115	HVO_RS03390	0.997742	0.000000	0.069892	0.032614	0.046174	0.044475	0.000000	-1.000000	0.727388
HVO_RS06055	HVO_RS19825	0.997740	0.000000	0.069817	0.032614	0.046148	0.044460	0.000000	1.000000	0.727293
HVO_RS14905	HVO_RS00550	0.997737	0.000000	0.069742	0.032614	0.046121	0.044444	0.000000	1.000000	0.726846
HVO_RS05445	HVO_RS02330	0.997735	0.000000	0.069668	0.032614	0.046095	0.044429	0.000000	1.000000	0.726662
HVO_RS16380	HVO_RS02040	0.997732	0.000000	0.069593	0.032614	0.046068	0.044414	0.000000	1.000000	0.726625
HVO_RS16385	HVO_RS03390	0.997730	0.000000	0.069519	0.032614	0.046042	0.044399	0.000000	1.000000	0.726381
HVO_RS13725	HVO_RS05500	0.997728	0.000000	0.069444	0.032614	0.046015	0.044384	0.000000	1.000000	0.726048
HVO_RS03150	HVO_RS01530	0.997725	0.000000	0.069370	0.032614	0.045989	0.044369	0.000000	1.000000	0.725977
HVO_RS04390	HVO_RS02330	0.997723	0.000000	0.069296	0.032614	0.045963	0.044353	0.000000	1.000000	0.725768
HVO_RS13045	HVO_RS05500	0.997721	0.000000	0.069223	0.032614	0.045937	0.044338	0.000000	1.000000	0.725734
HVO_RS05325	HVO_RS19070	0.997718	0.000000	0.069149	0.032614	0.045910	0.044323	0.000000	1.000000	0.725721
HVO_RS14930	HVO_RS01530	0.997716	0.000000	0.069075	0.032614	0.045884	0.044308	0.000000	-1.000000	0.724467
HVO_RS14010	HVO_RS06620	0.997714	0.000000	0.069002	0.032614	0.045858	0.044293	0.000000	1.000000	0.724347
HVO_RS18840	HVO_RS02855	0.997711	0.000000	0.068929	0.032614	0.045832	0.044278	0.000000	1.000000	0.724225
HVO_RS04385	HVO_RS07610	0.997709	0.000000	0.068856	0.032614	0.045806	0.044263	0.000000	1.000000	0.724098
HVO_RS12985	HVO_RS06535	0.997707	0.000000	0.068783	0.032614	0.045780	0.044248	0.000000	-1.000000	0.723996
HVO_RS05740	HVO_RS03700	0.997704	0.000000	0.068710	0.032614	0.045754	0.044233	0.000000	1.000000	0.723748
HVO_RS14435	HVO_RS04055	0.997702	0.000000	0.068638	0.032614	0.045728	0.044218	0.000000	1.000000	0.723484
HVO_RS10645	HVO_RS08420	0.997699	0.000000	0.068565	0.032614	0.045702	0.044203	0.000000	1.000000	0.723436
HVO_RS09560	HVO_RS05500	0.997697	0.000000	0.068493	0.032614	0.045677	0.044188	0.000000	1.000000	0.723032
HVO_RS11430	HVO_RS00780	0.997695	0.000000	0.068421	0.032614	0.045651	0.044173	0.000000	1.000000	0.723006
HVO_RS11150	HVO_RS04055	0.997692	0.000000	0.068349	0.032614	0.045625	0.044158	0.000000	1.000000	0.722855
HVO_RS11975	HVO_RS00990	0.997690	0.000000	0.068277	0.032614	0.045599	0.044143	0.000000	1.000000	0.722757
HVO_RS02055	HVO_RS00550	0.997688						0.000000	1.000000	0.722460
HVO_RS07120	HVO_RS15335	0.997685	0.000000	0.068206	0.032614	0.045574	0.044128	0.000000	1.000000	0.722265
HVO_RS05815	HVO_RS08155	0.997683	0.000000	0.068134	0.032614	0.045548	0.044113	0.000000	1.000000	0.722017
HVO_RS02110	HVO_RS04530	0.997681	0.000000	0.068063	0.032614	0.045523	0.044098	0.000000	1.000000	0.721947
HVO_RS18165	HVO_RS01240	0.997678	0.000000	0.067992	0.032614	0.045497	0.044083	0.000000	-1.000000	0.721611
HVO_RS02010	HVO_RS15650	0.997676	0.000000	0.067921	0.032614	0.045471	0.044068	0.000000	1.000000	0.721500
HVO_RS18705	HVO_RS05530	0.997674	0.000000	0.067850	0.032614	0.045446	0.044053	0.000000	1.000000	0.721374
HVO_RS02115	HVO_RS19825	0.997671	0.000000	0.067779	0.032614	0.045421	0.044038	0.000000	1.000000	0.720730
HVO_RS07265	HVO_RS14485	0.997669	0.000000	0.067708	0.032614	0.045395	0.044023	0.000000	1.000000	0.720712
HVO_RS00395	HVO_RS20005	0.997667	0.000000	0.067638	0.032614	0.045370	0.044008	0.000000	1.000000	0.720588
HVO_RS09170	HVO_RS01380	0.997664	0.000000	0.067568	0.032614	0.045345	0.043993	0.000000	1.000000	0.720272
HVO_RS00555	HVO_RS07610	0.997662	0.000000	0.067497	0.032614	0.045319	0.043978	0.000000	1.000000	0.720150
HVO_RS15005	HVO_RS08420	0.997659	0.000000	0.067427	0.032614	0.045294	0.043963	0.000000	1.000000	0.720046
HVO_RS01005	HVO_RS03390	0.997657	0.000000	0.067358	0.032614	0.045269	0.043949	0.000000	-1.000000	0.719719
HVO_RS07275	HVO_RS14485	0.997655	0.000000	0.067288	0.032614	0.045244	0.043934	0.000000	1.000000	0.719494
HVO_RS09775	HVO_RS01840	0.997652	0.000000	0.067218	0.032614	0.045219	0.043919	0.000000	1.000000	0.719396
HVO_RS15130	HVO_RS06270	0.997650	0.000000	0.067149	0.032614	0.045194	0.043904	0.000000	1.000000	0.719045
HVO_RS13770	HVO_RS19470	0.997648	0.000000	0.067079	0.032614	0.045168	0.043889	0.000000	-1.000000	0.718280
HVO_RS12485	HVO_RS18865	0.997645	0.000000	0.067010	0.032614	0.045143	0.043874	0.000000	1.000000	0.718161
HVO_RS05985	HVO_RS01750	0.997643	0.000000	0.066941	0.032614	0.045118	0.043860	0.000000	1.000000	0.718103
HVO_RS16325	HVO_RS00190	0.997641	0.000000	0.066872	0.032614	0.045094	0.043845	0.000000	1.000000	0.718018
HVO_RS04025	HVO_RS07610	0.997638	0.000000	0.066804	0.032614	0.045069	0.043830	0.000000	1.000000	0.717838
HVO_RS03580	HVO_RS00550	0.997636	0.000000	0.066735	0.032614	0.045044	0.043815	0.000000	1.000000	0.717441
HVO_RS10460	HVO_RS15045	0.997634	0.000000	0.066667	0.032614	0.045019	0.043801	0.000000	1.000000	0.717141
HVO_RS01610	HVO_RS00490	0.997631	0.000000	0.066598	0.032614	0.044994	0.043786	0.000000	1.000000	0.717110
HVO_RS04695	HVO_RS04195	0.997629	0.000000	0.066530	0.032614	0.044969	0.043771	0.000000	1.000000	0.717058
HVO_RS17415	HVO_RS01840	0.997626	0.000000	0.066462	0.032614	0.044945	0.043756	0.000000	1.000000	0.716668
HVO_RS06605	HVO_RS06270	0.997624	0.000000	0.066394	0.032614	0.044920	0.043742	0.000000	1.000000	0.716528
HVO_RS05115	HVO_RS02330	0.997622	0.000000	0.066327	0.032614	0.044895	0.043727	0.000000	1.000000	0.715380
HVO_RS09120	HVO_RS15970	0.997619	0.000000	0.066259	0.032614	0.044871	0.043712	0.000000	1.000000	0.715204
HVO_RS13765	HVO_RS14935	0.997617	0.000000	0.066191	0.032614	0.044846	0.043697	0.000000	1.000000	0.715034
HVO_RS00425	HVO_RS03340	0.997615	0.000000	0.066124	0.032614	0.044822	0.043683	0.000000	1.000000	0.714882
HVO_RS00120	HVO_RS03390	0.997612	0.000000	0.066057	0.032614	0.044797	0.043668	0.000000	1.000000	0.714839
HVO_RS14740	HVO_RS08420	0.997610	0.000000	0.065990	0.032614	0.044773	0.043653	0.000000	1.000000	0.714201
HVO_RS17450	HVO_RS02855	0.997608	0.000000	0.065923	0.032614	0.044748	0.043639	0.000000	1.000000	0.714134
HVO_RS15425	HVO_RS02585	0.997605	0.000000	0.065856	0.032614	0.044724	0.043624	0.000000	1.000000	0.714026
HVO_RS00345	HVO_RS14935	0.997603	0.000000	0.065789	0.032614	0.044700	0.043610	0.000000	1.000000	0.713169
HVO_RS01975	HVO_RS06620	0.997601	0.000000	0.065723	0.032614	0.044675	0.043595	0.000000	1.000000	0.713102
HVO_RS04625	HVO_RS09860	0.997598	0.000000	0.065657	0.032614	0.044651	0.043580	0.000000	1.000000	0.712894
HVO_RS04800	HVO_RS01840	0.997596	0.000000	0.065590	0.032614	0.044627	0.043566	0.000000	1.000000	0.712816
HVO_RS02365	HVO_RS15650	0.997594	0.000000	0.065524	0.032614	0.044603	0.043551	0.000000	1.000000	0.712566
HVO_RS15800	HVO_RS02585	0.997591	0.000000	0.065458	0.032614	0.044579	0.043537	0.000000	1.000000	0.711926
HVO_RS04945	HVO_RS04055	0.997589	0.000000	0.065392	0.032614	0.044554	0.043522	0.000000	1.000000	0.711901
HVO_RS18040	HVO_RS04485	0.997586	0.000000	0.065327	0.032614	0.044530	0.043507	0.000000	1.000000	0.711379
HVO_RS06920	HVO_RS01840	0.997584	0.000000	0.065261	0.032614	0.044506	0.043493	0.000000	1.000000	0.711209
HVO_RS08855	HVO_RS14760	0.997582	0.000000	0.065196	0.032614	0.044482	0.043478	0.000000	1.000000	0.711093
HVO_RS00775	HVO_RS02330	0.997579	0.000000	0.065130	0.032614	0.044458	0.043464	0.000000	1.000000	0.711088
HVO_RS09590	HVO_RS05530	0.997577	0.000000	0.065065	0.032614	0.044434	0.043449	0.000000	1.000000	0.710963
HVO_RS16215	HVO_RS19825	0.997575	0.000000	0.065000	0.032614	0.044410	0.043435	0.000000	1.000000	0.710760
HVO_RS02090	HVO_RS02330	0.997572	0.000000	0.064935	0.032614	0.044387	0.043420	0.000000	1.000000	0.710757
HVO_RS09545	HVO_RS04485	0.997570	0.000000	0.064870	0.032614	0.044363	0.043406	0.000000	1.000000	0.710364
HVO_RS12190	HVO_RS17275	0.997568	0.000000	0.064806	0.032614	0.044339	0.043391	0.000000	1.000000	0.710357
HVO_RS19550	HVO_RS00490	0.997565	0.000000	0.064741	0.032614	0.044315	0.043377	0.000000	1.000000	0.710254
HVO_RS14825	HVO_RS03390	0.997563	0.000000	0.064677	0.032614	0.044291	0.043362	0.000000	1.000000	0.710092
HVO_RS09985	HVO_RS04530	0.997561	0.000000	0.064612	0.032614	0.044268	0.043348	0.000000	1.000000	0.709998
HVO_RS06085	HVO_RS04505	0.997558	0.000000	0.064548	0.032614	0.044244	0.043333	0.000000	1.000000	0.709676
HVO_RS05605	HVO_RS09745	0.997556	0.000000	0.064484	0.032614	0.044220	0.043319	0.000000	1.000000	0.709479
HVO_RS07655	HVO_RS06330	0.997554	0.000000	0.064420	0.032614	0.044197	0.043304	0.000000	-1.000000	0.709420
HVO_RS13685	HVO_RS17275	0.997551	0.000000	0.064356	0.032614	0.044173	0.043290	0.000000	1.000000	0.709358
HVO_RS18245	HVO_RS15650	0.997549	0.000000	0.064293	0.032614	0.044150	0.043276	0.000000	1.000000	0.708014
HVO_RS00590	HVO_RS02330	0.997546	0.000000	0.064229	0.032614	0.044126	0.043261	0.000000	1.000000	0.707769
HVO_RS19560	HVO_RS03390	0.997544	0.000000	0.064166	0.032614	0.044103	0.043247	0.000000	1.000000	0.707654
HVO_RS19530	HVO_RS04530	0.997542	0.000000	0.064103	0.032614	0.044079	0.043232	0.000000	1.000000	0.707559
HVO_RS09710	HVO_RS01745	0.997539	0.000000	0.064039	0.032614	0.044056	0.043218	0.000000	1.000000	0.707441
HVO_RS19385	HVO_RS09935	0.997537						0.000000	1.000000	0.707395
HVO_RS13555	HVO_RS07430	0.997535						0.000000	-1.000000	0.707374
HVO_RS05285	HVO_RS10420	0.997532	0.000000	0.063976	0.032614	0.044033	0.043204	0.000000	1.000000	0.707306
HVO_RS08195	HVO_RS19070	0.997530	0.000000	0.063913	0.032614	0.044009	0.043189	0.000000	1.000000	0.707217
HVO_RS02745	HVO_RS00550	0.997528	0.000000	0.063851	0.032614	0.043986	0.043175	0.000000	1.000000	0.706685
HVO_RS08895	HVO_RS19825	0.997525	0.000000	0.063788	0.032614	0.043963	0.043161	0.000000	1.000000	0.706545
HVO_RS11505	HVO_RS16010	0.997523	0.000000	0.063725	0.032614	0.043939	0.043146	0.000000	-1.000000	0.706471
HVO_RS10615	HVO_RS06620	0.997521	0.000000	0.063663	0.032614	0.043916	0.043132	0.000000	1.000000	0.705977
HVO_RS04225	HVO_RS03020	0.997518	0.000000	0.063601	0.032614	0.043893	0.043118	0.000000	1.000000	0.705888
HVO_RS09800	HVO_RS11360	0.997516	0.000000	0.063539	0.032614	0.043870	0.043103	0.000000	1.000000	0.705872
HVO_RS13560	HVO_RS02465	0.997513	0.000000	0.063477	0.032614	0.043847	0.043089	0.000000	1.000000	0.705829
HVO_RS16380	HVO_RS20130	0.997511	0.000000	0.063415	0.032614	0.043824	0.043075	0.000000	-1.000000	0.705409
HVO_RS15045	HVO_RS15900	0.997509	0.000000	0.063353	0.032614	0.043801	0.043061	0.000000	1.000000	0.704861
HVO_RS00085	HVO_RS10420	0.997506	0.000000	0.063291	0.032614	0.043778	0.043046	0.000000	1.000000	0.704778
HVO_RS15850	HVO_RS16360	0.997504	0.000000	0.063230	0.032614	0.043755	0.043032	0.000000	1.000000	0.704755
HVO_RS13960	HVO_RS04055	0.997502	0.000000	0.063168	0.032614	0.043732	0.043018	0.000000	1.000000	0.704489
HVO_RS04225	HVO_RS00550	0.997499	0.000000	0.063107	0.032614	0.043709	0.043004	0.000000	1.000000	0.704422
HVO_RS02210	HVO_RS15650	0.997497	0.000000	0.063046	0.032614	0.043686	0.042989	0.000000	1.000000	0.704365
HVO_RS04110	HVO_RS00550	0.997495	0.000000	0.062984	0.032614	0.043663	0.042975	0.000000	1.000000	0.704076
HVO_RS04135	HVO_RS00550	0.997492	0.000000	0.062924	0.032614	0.043641	0.042961	0.000000	1.000000	0.703899
HVO_RS00940	HVO_RS01370	0.997490	0.000000	0.062863	0.032614	0.043618	0.042947	0.000000	1.000000	0.703817
HVO_RS18625	HVO_RS01380	0.997488	0.000000	0.062802	0.032614	0.043595	0.042933	0.000000	1.000000	0.703350
HVO_RS14440	HVO_RS07085	0.997485	0.000000	0.062741	0.032614	0.043572	0.042918	0.000000	1.000000	0.703307
HVO_RS14375	HVO_RS04055	0.997483	0.000000	0.062681	0.032614	0.043550	0.042904	0.000000	1.000000	0.703039
HVO_RS20425	HVO_RS04530	0.997481						0.000000	1.000000	0.702923
HVO_RS03995	HVO_RS04055	0.997478	0.000000	0.062620	0.032614	0.043527	0.042890	0.000000	1.000000	0.702892
HVO_RS10650	HVO_RS14665	0.997476	0.000000	0.062560	0.032614	0.043504	0.042876	0.000000	1.000000	0.702652
HVO_RS03405	HVO_RS03230	0.997473	0.000000	0.062500	0.032614	0.043482	0.042862	0.000000	-1.000000	0.702386
HVO_RS20175	HVO_RS04485	0.997471	0.000000	0.062440	0.032614	0.043459	0.042848	0.000000	1.000000	0.702164
HVO_RS09110	HVO_RS07610	0.997469	0.000000	0.062380	0.032614	0.043437	0.042834	0.000000	1.000000	0.702136
HVO_RS04505	HVO_RS04460	0.997466	0.000000	0.062320	0.032614	0.043414	0.042819	0.000000	1.000000	0.702131
HVO_RS02085	HVO_RS02465	0.997464	0.000000	0.062261	0.032614	0.043392	0.042805	0.000000	1.000000	0.702045
HVO_RS14590	HVO_RS16870	0.997462	0.000000	0.062201	0.032614	0.043369	0.042791	0.000000	1.000000	0.701887
HVO_RS12815	HVO_RS19825	0.997459	0.000000	0.062141	0.032614	0.043347	0.042777	0.000000	1.000000	0.701617
HVO_RS09930	HVO_RS05500	0.997457	0.000000	0.062082	0.032614	0.043325	0.042763	0.000000	1.000000	0.701124
HVO_RS14025	HVO_RS12280	0.997455	0.000000	0.062023	0.032614	0.043302	0.042749	0.000000	1.000000	0.701118
HVO_RS00910	HVO_RS04505	0.997452	0.000000	0.061964	0.032614	0.043280	0.042735	0.000000	1.000000	0.701029
HVO_RS08600	HVO_RS04485	0.997450	0.000000	0.061905	0.032614	0.043258	0.042721	0.000000	1.000000	0.700412
HVO_RS00915	HVO_RS10375	0.997448	0.000000	0.061846	0.032614	0.043236	0.042707	0.000000	-1.000000	0.700131
HVO_RS16060	HVO_RS03340	0.997445	0.000000	0.061787	0.032614	0.043213	0.042693	0.000000	1.000000	0.699899
HVO_RS08195	HVO_RS00780	0.997443	0.000000	0.061728	0.032614	0.043191	0.042679	0.000000	1.000000	0.699848
HVO_RS02135	HVO_RS07610	0.997440	0.000000	0.061670	0.032614	0.043169	0.042665	0.000000	1.000000	0.699741
HVO_RS05340	HVO_RS00550	0.997438	0.000000	0.061611	0.032614	0.043147	0.042651	0.000000	1.000000	0.699688
HVO_RS20110	HVO_RS00550	0.997436						0.000000	1.000000	0.699566
HVO_RS06340	HVO_RS00550	0.997433	0.000000	0.061553	0.032614	0.043125	0.042637	0.000000	1.000000	0.699397
HVO_RS04040	HVO_RS02330	0.997431	0.000000	0.061495	0.032614	0.043103	0.042623	0.000000	1.000000	0.699380
HVO_RS16205	HVO_RS16010	0.997429	0.000000	0.061437	0.032614	0.043081	0.042609	0.000000	-1.000000	0.699259
HVO_RS15210	HVO_RS04485	0.997426	0.000000	0.061379	0.032614	0.043059	0.042595	0.000000	1.000000	0.699148
HVO_RS18375	HVO_RS04055	0.997424	0.000000	0.061321	0.032614	0.043037	0.042581	0.000000	1.000000	0.699083
HVO_RS11020	HVO_RS10420	0.997422	0.000000	0.061263	0.032614	0.043015	0.042567	0.000000	1.000000	0.698938
HVO_RS03535	HVO_RS14935	0.997419	0.000000	0.061205	0.032614	0.042993	0.042553	0.000000	1.000000	0.698835
HVO_RS07575	HVO_RS07085	0.997417	0.000000	0.061148	0.032614	0.042971	0.042539	0.000000	1.000000	0.698682
HVO_RS03385	HVO_RS07610	0.997415						0.000000	1.000000	0.698664
