target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	beta.sign.sum	var.exp.median
HVO_RS04630	HVO_RS16870	0.499689	0.000000	0.072684	0.081178	0.076271	0.076696	1.000000	0.366380
VNG_RS11845	VNG_RS07155	0.499688	0.000000	0.072626	0.081178	0.076240	0.076664	1.000000	0.045458
HVO_RS00885	HVO_RS03230	0.499688	0.000000	0.072568	0.081178	0.076209	0.076632	1.000000	0.366368
VNG_RS10490	VNG_RS05640	0.499688	0.000000	0.072510	0.081178	0.076179	0.076599	-1.000000	0.045439
HVO_RS15110	HVO_RS15900	0.499688	0.000000	0.072452	0.081178	0.076148	0.076567	1.000000	0.366351
VNG_RS09085	VNG_RS09875	0.499687	0.000000	0.072395	0.081178	0.076117	0.076535	1.000000	0.045399
HVO_RS01160	HVO_RS01380	0.499687	0.000000	0.072337	0.081178	0.076086	0.076503	1.000000	0.366332
VNG_RS02910	VNG_RS01165	0.499687	0.000000	0.072280	0.081178	0.076056	0.076471	1.000000	0.045345
HVO_RS10735	HVO_RS01745	0.499687	0.000000	0.072222	0.081178	0.076025	0.076438	1.000000	0.366318
VNG_RS00080	VNG_RS05785	0.499686	0.000000	0.072165	0.081178	0.075994	0.076406	-1.000000	0.045179
HVO_RS00585	HVO_RS00575	0.499686	0.000000	0.072108	0.081178	0.075964	0.076374	1.000000	0.366214
VNG_RS07830	VNG_RS12310	0.499686	0.000000	0.072051	0.081178	0.075933	0.076342	1.000000	0.045146
HVO_RS04700	HVO_RS06620	0.499686	0.000000	0.071994	0.081178	0.075903	0.076310	1.000000	0.366199
VNG_RS13260	VNG_RS05030	0.499686	0.000000	0.071937	0.081178	0.075872	0.076278	-1.000000	0.044999
HVO_RS19325	HVO_RS11360	0.499685	0.000000	0.071880	0.081178	0.075842	0.076246	1.000000	0.366068
VNG_RS13190	VNG_RS06030	0.499685	0.000000	0.071823	0.081178	0.075812	0.076214	1.000000	0.044950
HVO_RS16575	HVO_RS05530	0.499685	0.000000	0.071767	0.081178	0.075781	0.076183	1.000000	0.366043
VNG_RS12325	VNG_RS00725	0.499685	0.000000	0.071710	0.081178	0.075751	0.076151	-1.000000	0.044939
HVO_RS00260	HVO_RS00320	0.499684	0.000000	0.071654	0.081178	0.075721	0.076119	1.000000	0.365986
VNG_RS11680	VNG_RS11535	0.499684	0.000000	0.071597	0.081178	0.075690	0.076087	1.000000	0.044860
HVO_RS11780	HVO_RS01380	0.499684	0.000000	0.071541	0.081178	0.075660	0.076055	1.000000	0.365766
VNG_RS11135	VNG_RS11535	0.499684	0.000000	0.071485	0.081178	0.075630	0.076023	1.000000	0.044851
HVO_RS11745	HVO_RS10070	0.499683	0.000000	0.071429	0.081178	0.075600	0.075992	1.000000	0.365678
VNG_RS13340	VNG_RS02845	0.499683	0.000000	0.071373	0.081178	0.075570	0.075960	1.000000	0.044659
HVO_RS08135	HVO_RS05805	0.499683	0.000000	0.071317	0.081178	0.075540	0.075928	1.000000	0.365541
VNG_RS09340	VNG_RS07890	0.499683	0.000000	0.071261	0.081178	0.075510	0.075897	-1.000000	0.044637
HVO_RS03920	HVO_RS00550	0.499682	0.000000	0.071205	0.081178	0.075480	0.075865	1.000000	0.365339
VNG_RS04600	VNG_RS11535	0.499682	0.000000	0.071149	0.081178	0.075450	0.075833	1.000000	0.044607
HVO_RS19055	HVO_RS04530	0.499682	0.000000	0.071094	0.081178	0.075420	0.075802	1.000000	0.365319
VNG_RS00875	VNG_RS06930	0.499682	0.000000	0.071038	0.081178	0.075390	0.075770	1.000000	0.044602
HVO_RS04170	HVO_RS03090	0.499681	0.000000	0.070983	0.081178	0.075360	0.075739	1.000000	0.365238
VNG_RS12330	VNG_RS02095	0.499681	0.000000	0.070928	0.081178	0.075330	0.075707	1.000000	0.044571
HVO_RS11525	HVO_RS01745	0.499681	0.000000	0.070872	0.081178	0.075301	0.075676	1.000000	0.365230
VNG_RS04060	VNG_RS07155	0.499681	0.000000	0.070817	0.081178	0.075271	0.075644	-1.000000	0.044499
HVO_RS13405	HVO_RS01380	0.499680	0.000000	0.070762	0.081178	0.075241	0.075613	1.000000	0.365228
VNG_RS09750	VNG_RS05640	0.499680	0.000000	0.070707	0.081178	0.075211	0.075581	1.000000	0.044499
HVO_RS07185	HVO_RS04505	0.499680	0.000000	0.070652	0.081178	0.075182	0.075550	1.000000	0.365078
VNG_RS12665	VNG_RS07310	0.499680	0.000000	0.070597	0.081178	0.075152	0.075519	1.000000	0.044444
HVO_RS15015	HVO_RS00550	0.499679	0.000000	0.070543	0.081178	0.075123	0.075487	1.000000	0.365060
VNG_RS11890	VNG_RS00150	0.499679	0.000000	0.070488	0.081178	0.075093	0.075456	1.000000	0.044287
HVO_RS05965	HVO_RS06725	0.499679	0.000000	0.070433	0.081178	0.075063	0.075425	-1.000000	0.364973
VNG_RS07355	VNG_RS07385	0.499679	0.000000	0.070379	0.081178	0.075034	0.075394	1.000000	0.044262
HVO_RS15215	HVO_RS00990	0.499678	0.000000	0.070325	0.081178	0.075005	0.075362	1.000000	0.364953
VNG_RS07885	VNG_RS11895	0.499678	0.000000	0.070270	0.081178	0.074975	0.075331	-1.000000	0.044092
HVO_RS20215	HVO_RS07085	0.499678						1.000000	0.364821
VNG_RS12905	VNG_RS05640	0.499678	0.000000	0.070216	0.081178	0.074946	0.075300	1.000000	0.043877
HVO_RS10600	HVO_RS05575	0.499677	0.000000	0.070162	0.081178	0.074916	0.075269	-1.000000	0.364692
VNG_RS08280	VNG_RS00150	0.499677	0.000000	0.070108	0.081178	0.074887	0.075238	1.000000	0.043871
HVO_RS16040	HVO_RS16360	0.499677	0.000000	0.070054	0.081178	0.074858	0.075207	1.000000	0.364578
VNG_RS09250	VNG_RS10230	0.499677	0.000000	0.070000	0.081178	0.074829	0.075176	-1.000000	0.043687
HVO_RS00600	HVO_RS07610	0.499677	0.000000	0.069946	0.081178	0.074799	0.075145	1.000000	0.364490
VNG_RS02440	VNG_RS03570	0.499676	1.000000	0.070661	0.082070	0.075598	0.075939	1.000000	0.043653
HVO_RS07245	HVO_RS19825	0.499676	0.000000	0.070606	0.082070	0.075569	0.075908	1.000000	0.364385
VNG_RS09850	VNG_RS03275	0.499676	0.000000	0.070552	0.082070	0.075540	0.075876	1.000000	0.043587
HVO_RS14430	HVO_RS01535	0.499676	0.000000	0.070498	0.082070	0.075510	0.075845	-1.000000	0.364372
VNG_RS13280	VNG_RS02845	0.499675	0.000000	0.070444	0.082070	0.075481	0.075814	1.000000	0.043432
HVO_RS13465	HVO_RS05680	0.499675	0.000000	0.070390	0.082070	0.075452	0.075783	1.000000	0.364271
VNG_RS06505	VNG_RS08410	0.499675	0.000000	0.070336	0.082070	0.075422	0.075751	1.000000	0.043390
HVO_RS15570	HVO_RS04530	0.499675	0.000000	0.070283	0.082070	0.075393	0.075720	1.000000	0.364269
VNG_RS02395	VNG_RS05365	0.499674	0.000000	0.070229	0.082070	0.075364	0.075689	-1.000000	0.043320
HVO_RS13775	HVO_RS00550	0.499674	0.000000	0.070175	0.082070	0.075335	0.075658	1.000000	0.364266
VNG_RS01905	VNG_RS12735	0.499674	0.000000	0.070122	0.082070	0.075305	0.075627	1.000000	0.043234
HVO_RS13740	HVO_RS04485	0.499674	0.000000	0.070069	0.082070	0.075276	0.075596	1.000000	0.364266
VNG_RS05390	VNG_RS08410	0.499673	0.000000	0.070015	0.082070	0.075247	0.075565	-1.000000	0.043183
HVO_RS06530	HVO_RS02330	0.499673	0.000000	0.069962	0.082070	0.075218	0.075534	1.000000	0.364050
VNG_RS00145	VNG_RS00795	0.499673	0.000000	0.069909	0.082070	0.075189	0.075503	1.000000	0.043163
HVO_RS07555	HVO_RS03990	0.499673	0.000000	0.069856	0.082070	0.075160	0.075472	1.000000	0.364023
VNG_RS01145	VNG_RS01250	0.499672	0.000000	0.069803	0.082070	0.075131	0.075441	1.000000	0.043145
HVO_RS01230	HVO_RS07610	0.499672	0.000000	0.069750	0.082070	0.075102	0.075410	1.000000	0.364007
VNG_RS09495	VNG_RS01005	0.499672	0.000000	0.069697	0.082070	0.075073	0.075379	1.000000	0.043128
HVO_RS06010	HVO_RS02330	0.499672	0.000000	0.069644	0.082070	0.075045	0.075348	1.000000	0.363963
VNG_RS05560	VNG_RS08410	0.499671	0.000000	0.069592	0.082070	0.075016	0.075317	-1.000000	0.043042
HVO_RS16205	HVO_RS01745	0.499671	0.000000	0.069539	0.082070	0.074987	0.075286	1.000000	0.363727
VNG_RS09495	VNG_RS08745	0.499671	0.000000	0.069486	0.082070	0.074958	0.075256	1.000000	0.043007
HVO_RS09745	HVO_RS18865	0.499671	0.000000	0.069434	0.082070	0.074929	0.075225	1.000000	0.363724
VNG_RS10295	VNG_RS01835	0.499670	0.000000	0.069382	0.082070	0.074901	0.075194	1.000000	0.042932
HVO_RS00115	HVO_RS03390	0.499670	0.000000	0.069329	0.082070	0.074872	0.075163	-1.000000	0.363694
VNG_RS00275	VNG_RS02950	0.499670	0.000000	0.069277	0.082070	0.074843	0.075133	1.000000	0.042923
HVO_RS06055	HVO_RS19825	0.499670	0.000000	0.069225	0.082070	0.074815	0.075102	1.000000	0.363647
VNG_RS03615	VNG_RS08510	0.499669	0.000000	0.069173	0.082070	0.074786	0.075071	1.000000	0.042896
HVO_RS14905	HVO_RS00550	0.499669	0.000000	0.069121	0.082070	0.074758	0.075041	1.000000	0.363423
VNG_RS00065	VNG_RS02585	0.499669	0.000000	0.069069	0.082070	0.074729	0.075010	1.000000	0.042776
HVO_RS05445	HVO_RS02330	0.499669	0.000000	0.069017	0.082070	0.074701	0.074980	1.000000	0.363331
VNG_RS08935	VNG_RS08410	0.499668	0.000000	0.068966	0.082070	0.074672	0.074949	-1.000000	0.042650
HVO_RS16380	HVO_RS02040	0.499668	0.000000	0.068914	0.082070	0.074644	0.074919	1.000000	0.363312
VNG_RS13540	VNG_RS08510	0.499668	0.000000	0.068862	0.082070	0.074616	0.074888	-1.000000	0.042577
HVO_RS16385	HVO_RS03390	0.499668	0.000000	0.068811	0.082070	0.074587	0.074858	1.000000	0.363191
VNG_RS01060	VNG_RS03570	0.499668	0.000000	0.068759	0.082070	0.074559	0.074827	1.000000	0.042561
HVO_RS13725	HVO_RS05500	0.499667	0.000000	0.068708	0.082070	0.074531	0.074797	1.000000	0.363024
VNG_RS13565	VNG_RS03395	0.499667	0.000000	0.068657	0.082070	0.074502	0.074766	-1.000000	0.042552
HVO_RS03150	HVO_RS01530	0.499667	0.000000	0.068606	0.082070	0.074474	0.074736	1.000000	0.362988
VNG_RS11575	VNG_RS01780	0.499667	0.000000	0.068554	0.082070	0.074446	0.074706	1.000000	0.042513
HVO_RS04390	HVO_RS02330	0.499666	0.000000	0.068503	0.082070	0.074418	0.074675	1.000000	0.362884
VNG_RS12310	VNG_RS07825	0.499666	0.000000	0.068452	0.082070	0.074390	0.074645	-1.000000	0.042478
HVO_RS13045	HVO_RS05500	0.499666	0.000000	0.068401	0.082070	0.074362	0.074615	1.000000	0.362867
VNG_RS02835	VNG_RS05870	0.499666	0.000000	0.068351	0.082070	0.074334	0.074585	1.000000	0.042449
HVO_RS05325	HVO_RS19070	0.499665	0.000000	0.068300	0.082070	0.074305	0.074554	1.000000	0.362861
VNG_RS02995	VNG_RS08410	0.499665	0.000000	0.068249	0.082070	0.074277	0.074524	1.000000	0.042418
HVO_RS14930	HVO_RS01530	0.499665	0.000000	0.068199	0.082070	0.074249	0.074494	-1.000000	0.362233
VNG_RS05155	VNG_RS05455	0.499665	0.000000	0.068148	0.082070	0.074222	0.074464	1.000000	0.042411
HVO_RS14010	HVO_RS06620	0.499664	0.000000	0.068098	0.082070	0.074194	0.074434	1.000000	0.362173
VNG_RS04085	VNG_RS03275	0.499664	0.000000	0.068047	0.082070	0.074166	0.074404	1.000000	0.042373
HVO_RS18840	HVO_RS02855	0.499664	0.000000	0.067997	0.082070	0.074138	0.074373	1.000000	0.362112
VNG_RS06785	VNG_RS03570	0.499664	1.000000	0.068685	0.082962	0.074922	0.075152	1.000000	0.042361
HVO_RS04385	HVO_RS07610	0.499663	0.000000	0.068635	0.082962	0.074894	0.075121	1.000000	0.362049
VNG_RS10215	VNG_RS04015	0.499663	1.000000	0.069322	0.083854	0.075678	0.075898	1.000000	0.042330
HVO_RS12985	HVO_RS06535	0.499663	0.000000	0.069270	0.083854	0.075649	0.075868	-1.000000	0.361998
VNG_RS12280	VNG_RS01005	0.499663	0.000000	0.069219	0.083854	0.075621	0.075837	-1.000000	0.042315
HVO_RS05740	HVO_RS03700	0.499662	0.000000	0.069169	0.083854	0.075593	0.075806	1.000000	0.361874
VNG_RS03985	VNG_RS05455	0.499662	0.000000	0.069118	0.083854	0.075565	0.075776	-1.000000	0.042245
HVO_RS14435	HVO_RS04055	0.499662	0.000000	0.069067	0.083854	0.075536	0.075745	1.000000	0.361742
VNG_RS02625	VNG_RS07115	0.499662	0.000000	0.069016	0.083854	0.075508	0.075715	-1.000000	0.042241
HVO_RS10645	HVO_RS08420	0.499661	0.000000	0.068966	0.083854	0.075480	0.075684	1.000000	0.361718
VNG_RS11360	VNG_RS11535	0.499661	0.000000	0.068915	0.083854	0.075452	0.075654	1.000000	0.042226
HVO_RS09560	HVO_RS05500	0.499661	0.000000	0.068864	0.083854	0.075424	0.075623	1.000000	0.361516
VNG_RS08565	VNG_RS07420	0.499661	0.000000	0.068814	0.083854	0.075396	0.075593	1.000000	0.042212
HVO_RS11430	HVO_RS00780	0.499660	0.000000	0.068764	0.083854	0.075368	0.075563	1.000000	0.361503
VNG_RS06825	VNG_RS08745	0.499660	0.000000	0.068713	0.083854	0.075340	0.075532	1.000000	0.042203
HVO_RS11150	HVO_RS04055	0.499660	0.000000	0.068663	0.083854	0.075312	0.075502	1.000000	0.361428
VNG_RS01370	VNG_RS00640	0.499660	0.000000	0.068613	0.083854	0.075284	0.075472	1.000000	0.042139
HVO_RS11975	HVO_RS00990	0.499659	0.000000	0.068563	0.083854	0.075256	0.075441	1.000000	0.361379
VNG_RS11225	VNG_RS07385	0.499659	0.000000	0.068513	0.083854	0.075228	0.075411	-1.000000	0.042045
HVO_RS02055	HVO_RS00550	0.499659						1.000000	0.361230
VNG_RS04620	VNG_RS08885	0.499659	0.000000	0.068463	0.083854	0.075200	0.075381	-1.000000	0.041924
HVO_RS07120	HVO_RS15335	0.499659	0.000000	0.068413	0.083854	0.075173	0.075351	1.000000	0.361133
VNG_RS00695	VNG_RS06030	0.499658	0.000000	0.068364	0.083854	0.075145	0.075321	1.000000	0.041838
HVO_RS05815	HVO_RS08155	0.499658	0.000000	0.068314	0.083854	0.075117	0.075290	1.000000	0.361008
VNG_RS13245	VNG_RS07155	0.499658	0.000000	0.068264	0.083854	0.075089	0.075260	1.000000	0.041799
HVO_RS02110	HVO_RS04530	0.499658	0.000000	0.068215	0.083854	0.075062	0.075230	1.000000	0.360974
VNG_RS12430	VNG_RS07385	0.499657	0.000000	0.068165	0.083854	0.075034	0.075200	-1.000000	0.041794
HVO_RS18165	HVO_RS01240	0.499657	0.000000	0.068116	0.083854	0.075007	0.075170	-1.000000	0.360806
VNG_RS05690	VNG_RS05800	0.499657	1.000000	0.068791	0.084746	0.075783	0.075939	1.000000	0.041592
HVO_RS02010	HVO_RS15650	0.499657	0.000000	0.068741	0.084746	0.075755	0.075909	1.000000	0.360750
VNG_RS05685	VNG_RS01005	0.499656	0.000000	0.068691	0.084746	0.075727	0.075879	1.000000	0.041534
HVO_RS18705	HVO_RS05530	0.499656	0.000000	0.068642	0.084746	0.075700	0.075848	1.000000	0.360687
VNG_RS09750	VNG_RS02845	0.499656	0.000000	0.068592	0.084746	0.075672	0.075818	-1.000000	0.041533
HVO_RS02115	HVO_RS19825	0.499656	0.000000	0.068543	0.084746	0.075644	0.075788	1.000000	0.360365
VNG_RS12320	VNG_RS07115	0.499655	0.000000	0.068493	0.084746	0.075616	0.075758	-1.000000	0.041265
HVO_RS07265	HVO_RS14485	0.499655	0.000000	0.068444	0.084746	0.075589	0.075727	1.000000	0.360356
VNG_RS06990	VNG_RS05805	0.499655	0.000000	0.068395	0.084746	0.075561	0.075697	1.000000	0.041237
HVO_RS00395	HVO_RS20005	0.499655	0.000000	0.068345	0.084746	0.075534	0.075667	1.000000	0.360294
VNG_RS01495	VNG_RS08745	0.499654	0.000000	0.068296	0.084746	0.075506	0.075637	1.000000	0.041074
HVO_RS09170	HVO_RS01380	0.499654	0.000000	0.068247	0.084746	0.075478	0.075607	1.000000	0.360136
VNG_RS03370	VNG_RS00150	0.499654	0.000000	0.068198	0.084746	0.075451	0.075577	-1.000000	0.040992
HVO_RS00555	HVO_RS07610	0.499654	0.000000	0.068149	0.084746	0.075423	0.075547	1.000000	0.360075
VNG_RS05175	VNG_RS05640	0.499653	0.000000	0.068100	0.084746	0.075396	0.075517	-1.000000	0.040910
HVO_RS15005	HVO_RS08420	0.499653	0.000000	0.068052	0.084746	0.075369	0.075487	1.000000	0.360023
VNG_RS09435	VNG_RS03875	0.499653	0.000000	0.068003	0.084746	0.075341	0.075457	1.000000	0.040882
HVO_RS01005	HVO_RS03390	0.499653	0.000000	0.067954	0.084746	0.075314	0.075427	-1.000000	0.359859
VNG_RS03135	VNG_RS04845	0.499652	0.000000	0.067906	0.084746	0.075286	0.075397	1.000000	0.040846
HVO_RS07275	HVO_RS14485	0.499652	0.000000	0.067857	0.084746	0.075259	0.075367	1.000000	0.359747
VNG_RS04970	VNG_RS02325	0.499652	0.000000	0.067809	0.084746	0.075232	0.075337	-1.000000	0.040845
HVO_RS09775	HVO_RS01840	0.499652	0.000000	0.067760	0.084746	0.075205	0.075307	1.000000	0.359698
VNG_RS12730	VNG_RS07890	0.499651	0.000000	0.067712	0.084746	0.075177	0.075277	1.000000	0.040803
HVO_RS15130	HVO_RS06270	0.499651	0.000000	0.067664	0.084746	0.075150	0.075248	1.000000	0.359523
VNG_RS04665	VNG_RS03875	0.499651	0.000000	0.067616	0.084746	0.075123	0.075218	1.000000	0.040797
HVO_RS13770	HVO_RS19470	0.499651	0.000000	0.067568	0.084746	0.075096	0.075188	-1.000000	0.359140
VNG_RS11170	VNG_RS00150	0.499650	0.000000	0.067520	0.084746	0.075069	0.075158	1.000000	0.040751
HVO_RS12485	HVO_RS18865	0.499650	0.000000	0.067472	0.084746	0.075042	0.075129	1.000000	0.359081
VNG_RS12470	VNG_RS08410	0.499650	0.000000	0.067424	0.084746	0.075015	0.075099	1.000000	0.040702
HVO_RS05985	HVO_RS01750	0.499650	0.000000	0.067376	0.084746	0.074987	0.075069	1.000000	0.359051
VNG_RS12665	VNG_RS07155	0.499649	0.000000	0.067328	0.084746	0.074960	0.075039	1.000000	0.040669
HVO_RS16325	HVO_RS00190	0.499649	0.000000	0.067280	0.084746	0.074934	0.075010	1.000000	0.359009
VNG_RS04600	VNG_RS07155	0.499649	0.000000	0.067233	0.084746	0.074907	0.074980	-1.000000	0.040616
HVO_RS04025	HVO_RS07610	0.499649	0.000000	0.067185	0.084746	0.074880	0.074951	1.000000	0.358919
VNG_RS13280	VNG_RS04845	0.499649	0.000000	0.067138	0.084746	0.074853	0.074921	1.000000	0.040602
HVO_RS03580	HVO_RS00550	0.499648	0.000000	0.067090	0.084746	0.074826	0.074892	1.000000	0.358721
VNG_RS09335	VNG_RS00795	0.499648	0.000000	0.067043	0.084746	0.074799	0.074862	-1.000000	0.040585
HVO_RS10460	HVO_RS15045	0.499648	0.000000	0.066996	0.084746	0.074772	0.074833	1.000000	0.358570
VNG_RS04615	VNG_RS08840	0.499648	0.000000	0.066949	0.084746	0.074745	0.074803	1.000000	0.040436
HVO_RS01610	HVO_RS00490	0.499647	0.000000	0.066901	0.084746	0.074719	0.074774	1.000000	0.358555
VNG_RS02615	VNG_RS08410	0.499647	0.000000	0.066854	0.084746	0.074692	0.074744	-1.000000	0.040272
HVO_RS04695	HVO_RS04195	0.499647	0.000000	0.066807	0.084746	0.074665	0.074715	1.000000	0.358529
VNG_RS07825	VNG_RS12745	0.499647	0.000000	0.066760	0.084746	0.074639	0.074686	-1.000000	0.040222
HVO_RS17415	HVO_RS01840	0.499646	0.000000	0.066713	0.084746	0.074612	0.074656	1.000000	0.358334
VNG_RS04080	VNG_RS05365	0.499646	0.000000	0.066667	0.084746	0.074585	0.074627	-1.000000	0.040141
HVO_RS06605	HVO_RS06270	0.499646	0.000000	0.066620	0.084746	0.074559	0.074598	1.000000	0.358264
VNG_RS00590	VNG_RS05785	0.499646	0.000000	0.066573	0.084746	0.074532	0.074568	-1.000000	0.040079
HVO_RS05115	HVO_RS02330	0.499645	0.000000	0.066527	0.084746	0.074506	0.074539	1.000000	0.357690
VNG_RS05695	VNG_RS03875	0.499645	1.000000	0.067180	0.085638	0.075270	0.075294	1.000000	0.040041
HVO_RS09120	HVO_RS15970	0.499645	0.000000	0.067133	0.085638	0.075243	0.075265	1.000000	0.357602
VNG_RS13630	VNG_RS02575	0.499645	0.000000	0.067086	0.085638	0.075216	0.075235	-1.000000	0.040026
HVO_RS13765	HVO_RS14935	0.499644	0.000000	0.067039	0.085638	0.075190	0.075206	1.000000	0.357517
VNG_RS11985	VNG_RS11535	0.499644	0.000000	0.066992	0.085638	0.075163	0.075176	1.000000	0.039963
HVO_RS00425	HVO_RS03340	0.499644	0.000000	0.066946	0.085638	0.075136	0.075147	1.000000	0.357441
VNG_RS01630	VNG_RS07040	0.499644	0.000000	0.066899	0.085638	0.075110	0.075117	-1.000000	0.039905
HVO_RS00120	HVO_RS03390	0.499643	0.000000	0.066852	0.085638	0.075083	0.075088	1.000000	0.357419
VNG_RS11130	VNG_RS08410	0.499643	0.000000	0.066806	0.085638	0.075057	0.075059	1.000000	0.039856
HVO_RS14740	HVO_RS08420	0.499643	0.000000	0.066759	0.085638	0.075030	0.075029	1.000000	0.357100
VNG_RS12305	VNG_RS11640	0.499643	0.000000	0.066713	0.085638	0.075004	0.075000	1.000000	0.039818
HVO_RS17450	HVO_RS02855	0.499642	0.000000	0.066667	0.085638	0.074977	0.074971	1.000000	0.357067
VNG_RS13340	VNG_RS05785	0.499642	0.000000	0.066620	0.085638	0.074951	0.074941	-1.000000	0.039808
HVO_RS15425	HVO_RS02585	0.499642	0.000000	0.066574	0.085638	0.074924	0.074912	1.000000	0.357013
VNG_RS11310	VNG_RS00725	0.499642	0.000000	0.066528	0.085638	0.074898	0.074883	-1.000000	0.039729
HVO_RS00345	HVO_RS14935	0.499641	0.000000	0.066482	0.085638	0.074872	0.074854	1.000000	0.356584
VNG_RS06740	VNG_RS04605	0.499641	0.000000	0.066436	0.085638	0.074845	0.074825	-1.000000	0.039711
HVO_RS01975	HVO_RS06620	0.499641	0.000000	0.066390	0.085638	0.074819	0.074795	1.000000	0.356551
VNG_RS11365	VNG_RS07155	0.499641	0.000000	0.066344	0.085638	0.074793	0.074766	1.000000	0.039675
HVO_RS04625	HVO_RS09860	0.499640	0.000000	0.066298	0.085638	0.074767	0.074737	1.000000	0.356447
VNG_RS08280	VNG_RS05555	0.499640	0.000000	0.066253	0.085638	0.074740	0.074708	1.000000	0.039541
HVO_RS04800	HVO_RS01840	0.499640	0.000000	0.066207	0.085638	0.074714	0.074679	1.000000	0.356408
VNG_RS12290	VNG_RS01005	0.499640	0.000000	0.066161	0.085638	0.074688	0.074650	-1.000000	0.039502
HVO_RS02365	HVO_RS15650	0.499640	0.000000	0.066116	0.085638	0.074662	0.074621	1.000000	0.356283
VNG_RS03205	VNG_RS11535	0.499639	0.000000	0.066070	0.085638	0.074636	0.074592	1.000000	0.039456
HVO_RS15800	HVO_RS02585	0.499639	0.000000	0.066025	0.085638	0.074610	0.074563	1.000000	0.355963
VNG_RS07115	VNG_RS00590	0.499639	0.000000	0.065979	0.085638	0.074584	0.074534	1.000000	0.039456
HVO_RS04945	HVO_RS04055	0.499639	0.000000	0.065934	0.085638	0.074557	0.074505	1.000000	0.355950
VNG_RS13310	VNG_RS07115	0.499638	0.000000	0.065889	0.085638	0.074531	0.074476	-1.000000	0.039432
HVO_RS18040	HVO_RS04485	0.499638	0.000000	0.065844	0.085638	0.074505	0.074447	1.000000	0.355689
VNG_RS04665	VNG_RS01795	0.499638	0.000000	0.065798	0.085638	0.074480	0.074419	1.000000	0.039386
HVO_RS06920	HVO_RS01840	0.499638	0.000000	0.065753	0.085638	0.074454	0.074390	1.000000	0.355605
VNG_RS07895	VNG_RS05785	0.499637	0.000000	0.065708	0.085638	0.074428	0.074361	1.000000	0.039290
HVO_RS08855	HVO_RS14760	0.499637	0.000000	0.065663	0.085638	0.074402	0.074332	1.000000	0.355546
VNG_RS04060	VNG_RS05030	0.499637	0.000000	0.065619	0.085638	0.074376	0.074303	1.000000	0.039204
HVO_RS00775	HVO_RS02330	0.499637	0.000000	0.065574	0.085638	0.074350	0.074275	1.000000	0.355544
VNG_RS13380	VNG_RS00275	0.499636	0.000000	0.065529	0.085638	0.074324	0.074246	1.000000	0.039177
HVO_RS09590	HVO_RS05530	0.499636	0.000000	0.065484	0.085638	0.074299	0.074217	1.000000	0.355481
VNG_RS01595	VNG_RS10085	0.499636	0.000000	0.065440	0.085638	0.074273	0.074189	1.000000	0.039125
HVO_RS16215	HVO_RS19825	0.499636	0.000000	0.065395	0.085638	0.074247	0.074160	1.000000	0.355380
VNG_RS02015	VNG_RS12485	0.499635	0.000000	0.065351	0.085638	0.074221	0.074131	1.000000	0.039086
HVO_RS02090	HVO_RS02330	0.499635	0.000000	0.065306	0.085638	0.074196	0.074103	1.000000	0.355379
VNG_RS01015	VNG_RS03480	0.499635	0.000000	0.065262	0.085638	0.074170	0.074074	1.000000	0.039068
HVO_RS09545	HVO_RS04485	0.499635	0.000000	0.065217	0.085638	0.074145	0.074046	1.000000	0.355182
VNG_RS12230	VNG_RS02975	0.499634	0.000000	0.065173	0.085638	0.074119	0.074017	-1.000000	0.039052
HVO_RS12190	HVO_RS17275	0.499634	0.000000	0.065129	0.085638	0.074093	0.073988	1.000000	0.355179
VNG_RS05135	VNG_RS06275	0.499634	0.000000	0.065085	0.085638	0.074068	0.073960	-1.000000	0.039051
HVO_RS19550	HVO_RS00490	0.499634	0.000000	0.065041	0.085638	0.074042	0.073931	1.000000	0.355127
VNG_RS01145	VNG_RS00275	0.499633	0.000000	0.064997	0.085638	0.074017	0.073903	-1.000000	0.038939
HVO_RS14825	HVO_RS03390	0.499633	0.000000	0.064953	0.085638	0.073991	0.073875	1.000000	0.355046
VNG_RS01715	VNG_RS03570	0.499633	0.000000	0.064909	0.085638	0.073966	0.073846	1.000000	0.038875
HVO_RS09985	HVO_RS04530	0.499633	0.000000	0.064865	0.085638	0.073941	0.073818	1.000000	0.354999
VNG_RS01370	VNG_RS02000	0.499632	0.000000	0.064821	0.085638	0.073915	0.073789	-1.000000	0.038871
HVO_RS06085	HVO_RS04505	0.499632	0.000000	0.064777	0.085638	0.073890	0.073761	1.000000	0.354838
VNG_RS00195	VNG_RS05825	0.499632	0.000000	0.064734	0.085638	0.073865	0.073733	1.000000	0.038865
HVO_RS05605	HVO_RS09745	0.499632	0.000000	0.064690	0.085638	0.073839	0.073704	1.000000	0.354739
VNG_RS07285	VNG_RS08745	0.499631	0.000000	0.064646	0.085638	0.073814	0.073676	-1.000000	0.038820
HVO_RS07655	HVO_RS06330	0.499631	0.000000	0.064603	0.085638	0.073789	0.073648	-1.000000	0.354710
VNG_RS06910	VNG_RS06930	0.499631	0.000000	0.064560	0.085638	0.073763	0.073620	1.000000	0.038809
HVO_RS13685	HVO_RS17275	0.499631	0.000000	0.064516	0.085638	0.073738	0.073591	1.000000	0.354679
VNG_RS01590	VNG_RS08510	0.499631	0.000000	0.064473	0.085638	0.073713	0.073563	1.000000	0.038802
