target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	beta.sign.sum	var.exp.median
HVO_RS00405	HVO_RS00990	0.500066	0.000000	0.000000	0.000000	-0.000201	0.000000	1.000000	0.458497
HVO_RS09610	HVO_RS10345	0.500065	0.000000	0.000000	0.000000	-0.000201	0.000000	1.000000	0.458490
HVO_RS02520	HVO_RS02530	0.500065	0.000000	0.000000	0.000000	-0.000202	0.000000	1.000000	0.458347
HVO_RS14880	HVO_RS07610	0.500064	0.000000	0.000000	0.000000	-0.000203	0.000000	1.000000	0.458325
HVO_RS19265	HVO_RS10345	0.500064	0.000000	0.000000	0.000000	-0.000203	0.000000	1.000000	0.457973
HVO_RS15900	HVO_RS05530	0.500063	0.000000	0.000000	0.000000	-0.000204	0.000000	1.000000	0.457942
HVO_RS01075	HVO_RS00550	0.500063	0.000000	0.000000	0.000000	-0.000205	0.000000	1.000000	0.457762
HVO_RS17215	HVO_RS12155	0.500062	0.000000	0.000000	0.000000	-0.000205	0.000000	1.000000	0.457704
HVO_RS01660	HVO_RS07610	0.500062	0.000000	0.000000	0.000000	-0.000206	0.000000	1.000000	0.457695
HVO_RS00515	HVO_RS00550	0.500061	0.000000	0.000000	0.000000	-0.000207	0.000000	1.000000	0.457655
HVO_RS12605	HVO_RS10420	0.500061	0.000000	0.000000	0.000000	-0.000207	0.000000	1.000000	0.457562
HVO_RS04930	HVO_RS04890	0.500060	0.000000	0.000000	0.000000	-0.000208	0.000000	1.000000	0.457528
HVO_RS13700	HVO_RS10345	0.500060	0.000000	0.000000	0.000000	-0.000209	0.000000	1.000000	0.457400
HVO_RS14910	HVO_RS14935	0.500059	0.000000	0.000000	0.000000	-0.000209	0.000000	1.000000	0.457085
HVO_RS03185	HVO_RS00665	0.500059	0.000000	0.000000	0.000000	-0.000210	0.000000	1.000000	0.456699
HVO_RS04465	HVO_RS04460	0.500059	0.000000	0.000000	0.000000	-0.000211	0.000000	1.000000	0.456393
HVO_RS10240	HVO_RS15335	0.500058	0.000000	0.000000	0.000000	-0.000211	0.000000	1.000000	0.456279
HVO_RS07620	HVO_RS02245	0.500058	0.000000	0.000000	0.000000	-0.000212	0.000000	1.000000	0.456259
HVO_RS04130	HVO_RS00550	0.500057	0.000000	0.000000	0.000000	-0.000213	0.000000	1.000000	0.455546
HVO_RS03935	HVO_RS10345	0.500057	0.000000	0.000000	0.000000	-0.000213	0.000000	1.000000	0.455527
HVO_RS01400	HVO_RS07885	0.500056	0.000000	0.000000	0.000000	-0.000214	0.000000	1.000000	0.455432
HVO_RS01000	HVO_RS02245	0.500056	0.000000	0.000000	0.000000	-0.000214	0.000000	1.000000	0.455269
HVO_RS07850	HVO_RS01745	0.500055	0.000000	0.000000	0.000000	-0.000215	0.000000	1.000000	0.454842
HVO_RS01145	HVO_RS03390	0.500055	0.000000	0.000000	0.000000	-0.000216	0.000000	1.000000	0.454662
HVO_RS01100	HVO_RS00990	0.500054	0.000000	0.000000	0.000000	-0.000216	0.000000	1.000000	0.454612
HVO_RS02250	HVO_RS03390	0.500054	0.000000	0.000000	0.000000	-0.000217	0.000000	1.000000	0.454349
HVO_RS01200	HVO_RS03340	0.500053	0.000000	0.000000	0.000000	-0.000218	0.000000	1.000000	0.454279
HVO_RS03820	HVO_RS17680	0.500053	0.000000	0.000000	0.000000	-0.000218	0.000000	1.000000	0.454162
HVO_RS17700	HVO_RS10420	0.500052	0.000000	0.000000	0.000000	-0.000219	0.000000	1.000000	0.454025
HVO_RS00115	HVO_RS00665	0.500052	0.000000	0.000000	0.000000	-0.000220	0.000000	1.000000	0.454010
HVO_RS10640	HVO_RS10420	0.500051	0.000000	0.000000	0.000000	-0.000220	0.000000	1.000000	0.453934
HVO_RS01115	HVO_RS00550	0.500051	0.000000	0.000000	0.000000	-0.000221	0.000000	1.000000	0.453881
HVO_RS10065	HVO_RS07065	0.500050	0.000000	0.000000	0.000000	-0.000221	0.000000	1.000000	0.453837
HVO_RS01480	HVO_RS02330	0.500050	0.000000	0.000000	0.000000	-0.000222	0.000000	1.000000	0.453811
HVO_RS00465	HVO_RS00990	0.500049	0.000000	0.000000	0.000000	-0.000223	0.000000	1.000000	0.453758
HVO_RS14855	HVO_RS00550	0.500049	0.000000	0.000000	0.000000	-0.000223	0.000000	1.000000	0.452874
HVO_RS03025	HVO_RS00990	0.500048	0.000000	0.000000	0.000000	-0.000224	0.000000	1.000000	0.452682
HVO_RS04425	HVO_RS07610	0.500048	0.000000	0.000000	0.000000	-0.000224	0.000000	1.000000	0.452665
HVO_RS17995	HVO_RS00550	0.500047	0.000000	0.000000	0.000000	-0.000225	0.000000	1.000000	0.452503
HVO_RS01030	HVO_RS00550	0.500047	0.000000	0.000000	0.000000	-0.000226	0.000000	1.000000	0.451776
HVO_RS04445	HVO_RS07610	0.500046						1.000000	0.451751
HVO_RS02750	HVO_RS04530	0.500046	0.000000	0.000000	0.000000	-0.000226	0.000000	1.000000	0.451400
HVO_RS00565	HVO_RS02330	0.500045	0.000000	0.000000	0.000000	-0.000227	0.000000	1.000000	0.450926
HVO_RS20375	HVO_RS02330	0.500045						1.000000	0.450493
HVO_RS00475	HVO_RS07610	0.500044	0.000000	0.000000	0.000000	-0.000228	0.000000	1.000000	0.450450
HVO_RS04405	HVO_RS07610	0.500044	0.000000	0.000000	0.000000	-0.000228	0.000000	1.000000	0.450146
HVO_RS11155	HVO_RS04055	0.500043	0.000000	0.000000	0.000000	-0.000229	0.000000	1.000000	0.450069
HVO_RS09980	HVO_RS05530	0.500043	0.000000	0.000000	0.000000	-0.000229	0.000000	1.000000	0.449970
HVO_RS03060	HVO_RS00490	0.500042	0.000000	0.000000	0.000000	-0.000230	0.000000	1.000000	0.449834
HVO_RS15510	HVO_RS12280	0.500042	0.000000	0.000000	0.000000	-0.000231	0.000000	1.000000	0.449744
HVO_RS19100	HVO_RS10420	0.500041	0.000000	0.000000	0.000000	-0.000231	0.000000	1.000000	0.449736
HVO_RS14835	HVO_RS03390	0.500041	0.000000	0.000000	0.000000	-0.000232	0.000000	1.000000	0.449660
HVO_RS03215	HVO_RS00665	0.500041	0.000000	0.000000	0.000000	-0.000232	0.000000	1.000000	0.449463
HVO_RS16395	HVO_RS12155	0.500040	0.000000	0.000000	0.000000	-0.000233	0.000000	1.000000	0.449374
HVO_RS00540	HVO_RS00550	0.500040	0.000000	0.000000	0.000000	-0.000233	0.000000	1.000000	0.449365
HVO_RS03930	HVO_RS10345	0.500039	0.000000	0.000000	0.000000	-0.000234	0.000000	1.000000	0.449346
HVO_RS14925	HVO_RS14935	0.500039	0.000000	0.000000	0.000000	-0.000235	0.000000	1.000000	0.449294
HVO_RS17585	HVO_RS01840	0.500038	0.000000	0.000000	0.000000	-0.000235	0.000000	1.000000	0.449263
HVO_RS09965	HVO_RS05530	0.500038	0.000000	0.000000	0.000000	-0.000236	0.000000	1.000000	0.449104
HVO_RS14845	HVO_RS00490	0.500037	0.000000	0.000000	0.000000	-0.000236	0.000000	1.000000	0.448876
HVO_RS01080	HVO_RS00550	0.500037	0.000000	0.000000	0.000000	-0.000237	0.000000	1.000000	0.448837
HVO_RS16755	HVO_RS12155	0.500036	0.000000	0.000000	0.000000	-0.000238	0.000000	1.000000	0.448594
HVO_RS00505	HVO_RS00990	0.500036	0.000000	0.000000	0.000000	-0.000238	0.000000	1.000000	0.448411
HVO_RS05340	HVO_RS02330	0.500035	0.000000	0.000000	0.000000	-0.000239	0.000000	1.000000	0.448293
HVO_RS14800	HVO_RS00665	0.500035	0.000000	0.000000	0.000000	-0.000239	0.000000	1.000000	0.448172
HVO_RS00535	HVO_RS00550	0.500034	0.000000	0.000000	0.000000	-0.000240	0.000000	1.000000	0.448086
HVO_RS01010	HVO_RS00550	0.500034	0.000000	0.000000	0.000000	-0.000240	0.000000	1.000000	0.447968
HVO_RS12550	HVO_RS17680	0.500033	0.000000	0.000000	0.000000	-0.000241	0.000000	1.000000	0.447923
HVO_RS00595	HVO_RS07610	0.500033	0.000000	0.000000	0.000000	-0.000242	0.000000	1.000000	0.447774
HVO_RS13965	HVO_RS04530	0.500032	0.000000	0.000000	0.000000	-0.000242	0.000000	1.000000	0.447124
HVO_RS14870	HVO_RS00550	0.500032	0.000000	0.000000	0.000000	-0.000243	0.000000	1.000000	0.447023
HVO_RS18070	HVO_RS15335	0.500031	0.000000	0.000000	0.000000	-0.000243	0.000000	1.000000	0.447022
HVO_RS03890	HVO_RS05530	0.500031	0.000000	0.000000	0.000000	-0.000244	0.000000	1.000000	0.446735
HVO_RS01065	HVO_RS00990	0.500030	0.000000	0.000000	0.000000	-0.000244	0.000000	1.000000	0.446701
HVO_RS04220	HVO_RS00550	0.500030	0.000000	0.000000	0.000000	-0.000245	0.000000	1.000000	0.446570
HVO_RS14850	HVO_RS00490	0.500029	0.000000	0.000000	0.000000	-0.000246	0.000000	1.000000	0.446568
HVO_RS02230	HVO_RS01530	0.500029	0.000000	0.000000	0.000000	-0.000246	0.000000	1.000000	0.446553
HVO_RS01500	HVO_RS00990	0.500028	0.000000	0.000000	0.000000	-0.000247	0.000000	1.000000	0.446190
HVO_RS01605	HVO_RS00490	0.500028	0.000000	0.000000	0.000000	-0.000247	0.000000	1.000000	0.446103
HVO_RS03090	HVO_RS00990	0.500027	0.000000	0.000000	0.000000	-0.000248	0.000000	1.000000	0.445843
HVO_RS04215	HVO_RS00550	0.500027	0.000000	0.000000	0.000000	-0.000248	0.000000	1.000000	0.445752
HVO_RS00435	HVO_RS07610	0.500026	0.000000	0.000000	0.000000	-0.000249	0.000000	1.000000	0.445725
HVO_RS06345	HVO_RS05530	0.500026	0.000000	0.000000	0.000000	-0.000249	0.000000	1.000000	0.445495
HVO_RS07800	HVO_RS04460	0.500025	0.000000	0.000000	0.000000	-0.000250	0.000000	1.000000	0.445442
HVO_RS01370	HVO_RS01380	0.500025	0.000000	0.000000	0.000000	-0.000251	0.000000	1.000000	0.445435
HVO_RS05615	HVO_RS17680	0.500024	0.000000	0.000000	0.000000	-0.000251	0.000000	1.000000	0.445334
HVO_RS07635	HVO_RS02245	0.500024	0.000000	0.000000	0.000000	-0.000252	0.000000	1.000000	0.445178
HVO_RS01665	HVO_RS00490	0.500023	0.000000	0.000000	0.000000	-0.000252	0.000000	1.000000	0.445099
HVO_RS00420	HVO_RS17680	0.500023	0.000000	0.000000	0.000000	-0.000253	0.000000	1.000000	0.445079
HVO_RS03175	HVO_RS00490	0.500023	0.000000	0.000000	0.000000	-0.000253	0.000000	1.000000	0.445042
