target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
VNG_RS05390	VNG_RS08410	0.997068						0	-1.000000	0.086365
VNG_RS00145	VNG_RS00795	0.997060						0	1.000000	0.086326
VNG_RS01145	VNG_RS01250	0.997053						0	1.000000	0.086289
VNG_RS09495	VNG_RS01005	0.997045						0	1.000000	0.086256
VNG_RS05560	VNG_RS08410	0.997037						0	-1.000000	0.086085
VNG_RS09495	VNG_RS08745	0.997030						0	1.000000	0.086014
VNG_RS10295	VNG_RS01835	0.997022						0	1.000000	0.085864
VNG_RS00275	VNG_RS02950	0.997015						0	1.000000	0.085847
VNG_RS03615	VNG_RS08510	0.997007						0	1.000000	0.085793
VNG_RS00065	VNG_RS02585	0.997000						0	1.000000	0.085552
VNG_RS08935	VNG_RS08410	0.996992						0	-1.000000	0.085300
VNG_RS13540	VNG_RS08510	0.996985						0	-1.000000	0.085154
VNG_RS01060	VNG_RS03570	0.996977						0	1.000000	0.085121
VNG_RS13565	VNG_RS03395	0.996970						0	-1.000000	0.085104
VNG_RS11575	VNG_RS01780	0.996962						0	1.000000	0.085026
VNG_RS12310	VNG_RS07825	0.996955						0	-1.000000	0.084957
VNG_RS02835	VNG_RS05870	0.996947						0	1.000000	0.084898
VNG_RS02995	VNG_RS08410	0.996939						0	1.000000	0.084836
VNG_RS05155	VNG_RS05455	0.996932						0	1.000000	0.084823
VNG_RS04085	VNG_RS03275	0.996924						0	1.000000	0.084746
VNG_RS06785	VNG_RS03570	0.996917						1	1.000000	0.084722
VNG_RS10215	VNG_RS04015	0.996909						1	1.000000	0.084660
VNG_RS12280	VNG_RS01005	0.996902						0	-1.000000	0.084630
VNG_RS03985	VNG_RS05455	0.996894						0	-1.000000	0.084490
VNG_RS02625	VNG_RS07115	0.996887						0	-1.000000	0.084482
VNG_RS11360	VNG_RS11535	0.996879						0	1.000000	0.084452
VNG_RS08565	VNG_RS07420	0.996872						0	1.000000	0.084425
VNG_RS06825	VNG_RS08745	0.996864						0	1.000000	0.084406
VNG_RS01370	VNG_RS00640	0.996857						0	1.000000	0.084278
VNG_RS11225	VNG_RS07385	0.996849						0	-1.000000	0.084091
VNG_RS04620	VNG_RS08885	0.996841						0	-1.000000	0.083848
VNG_RS00695	VNG_RS06030	0.996834						0	1.000000	0.083677
VNG_RS13245	VNG_RS07155	0.996826						0	1.000000	0.083597
VNG_RS12430	VNG_RS07385	0.996819						0	-1.000000	0.083588
VNG_RS05690	VNG_RS05800	0.996811						1	1.000000	0.083184
VNG_RS05685	VNG_RS01005	0.996804						0	1.000000	0.083068
VNG_RS09750	VNG_RS02845	0.996796						0	-1.000000	0.083067
VNG_RS12320	VNG_RS07115	0.996789						0	-1.000000	0.082531
VNG_RS06990	VNG_RS05805	0.996781						0	1.000000	0.082473
VNG_RS01495	VNG_RS08745	0.996774						0	1.000000	0.082148
VNG_RS03370	VNG_RS00150	0.996766						0	-1.000000	0.081985
VNG_RS05175	VNG_RS05640	0.996759						0	-1.000000	0.081821
VNG_RS09435	VNG_RS03875	0.996751						0	1.000000	0.081764
VNG_RS03135	VNG_RS04845	0.996743						0	1.000000	0.081692
VNG_RS04970	VNG_RS02325	0.996736						0	-1.000000	0.081690
VNG_RS12730	VNG_RS07890	0.996728						0	1.000000	0.081606
VNG_RS04665	VNG_RS03875	0.996721						0	1.000000	0.081594
VNG_RS11170	VNG_RS00150	0.996713						0	1.000000	0.081501
VNG_RS12470	VNG_RS08410	0.996706						0	1.000000	0.081403
VNG_RS12665	VNG_RS07155	0.996698						0	1.000000	0.081338
VNG_RS04600	VNG_RS07155	0.996691						0	-1.000000	0.081232
VNG_RS13280	VNG_RS04845	0.996683						0	1.000000	0.081203
VNG_RS09335	VNG_RS00795	0.996676						0	-1.000000	0.081169
VNG_RS04615	VNG_RS08840	0.996668						0	1.000000	0.080871
VNG_RS02615	VNG_RS08410	0.996661						0	-1.000000	0.080544
VNG_RS07825	VNG_RS12745	0.996653						0	-1.000000	0.080444
VNG_RS04080	VNG_RS05365	0.996645						0	-1.000000	0.080283
VNG_RS00590	VNG_RS05785	0.996638						0	-1.000000	0.080158
VNG_RS05695	VNG_RS03875	0.996630						1	1.000000	0.080082
VNG_RS13630	VNG_RS02575	0.996623						0	-1.000000	0.080052
VNG_RS11985	VNG_RS11535	0.996615						0	1.000000	0.079927
VNG_RS01630	VNG_RS07040	0.996608						0	-1.000000	0.079811
VNG_RS11130	VNG_RS08410	0.996600						0	1.000000	0.079712
VNG_RS12305	VNG_RS11640	0.996593						0	1.000000	0.079635
VNG_RS13340	VNG_RS05785	0.996585						0	-1.000000	0.079615
VNG_RS11310	VNG_RS00725	0.996578						0	-1.000000	0.079458
VNG_RS06740	VNG_RS04605	0.996570						0	-1.000000	0.079423
VNG_RS11365	VNG_RS07155	0.996563						0	1.000000	0.079350
VNG_RS08280	VNG_RS05555	0.996555						0	1.000000	0.079082
VNG_RS12290	VNG_RS01005	0.996548						0	-1.000000	0.079004
VNG_RS03205	VNG_RS11535	0.996540						0	1.000000	0.078913
VNG_RS07115	VNG_RS00590	0.996532						0	1.000000	0.078912
VNG_RS13310	VNG_RS07115	0.996525						0	-1.000000	0.078864
VNG_RS04665	VNG_RS01795	0.996517						0	1.000000	0.078771
VNG_RS07895	VNG_RS05785	0.996510						0	1.000000	0.078579
VNG_RS04060	VNG_RS05030	0.996502						0	1.000000	0.078408
VNG_RS13380	VNG_RS00275	0.996495						0	1.000000	0.078355
VNG_RS01595	VNG_RS10085	0.996487						0	1.000000	0.078250
VNG_RS02015	VNG_RS12485	0.996480						0	1.000000	0.078171
VNG_RS01015	VNG_RS03480	0.996472						0	1.000000	0.078136
VNG_RS12230	VNG_RS02975	0.996465						0	-1.000000	0.078103
VNG_RS05135	VNG_RS06275	0.996457						0	-1.000000	0.078103
VNG_RS01145	VNG_RS00275	0.996450						0	-1.000000	0.077879
VNG_RS01715	VNG_RS03570	0.996442						0	1.000000	0.077750
VNG_RS01370	VNG_RS02000	0.996434						0	-1.000000	0.077742
VNG_RS00195	VNG_RS05825	0.996427						0	1.000000	0.077731
VNG_RS07285	VNG_RS08745	0.996419						0	-1.000000	0.077639
VNG_RS06910	VNG_RS06930	0.996412						0	1.000000	0.077617
VNG_RS01590	VNG_RS08510	0.996404						0	1.000000	0.077604
VNG_RS12505	VNG_RS08840	0.996397						0	1.000000	0.077499
VNG_RS12280	VNG_RS07115	0.996389						0	1.000000	0.077459
VNG_RS08595	VNG_RS01270	0.996382						0	-1.000000	0.077418
VNG_RS12630	VNG_RS12745	0.996374						0	-1.000000	0.077407
VNG_RS06410	VNG_RS06275	0.996367						0	1.000000	0.077341
VNG_RS11390	VNG_RS01270	0.996359						0	1.000000	0.076982
VNG_RS04400	VNG_RS02325	0.996352						0	-1.000000	0.076858
VNG_RS09495	VNG_RS05430	0.996344						0	1.000000	0.076846
VNG_RS01005	VNG_RS02880	0.996336						0	1.000000	0.076498
VNG_RS09900	VNG_RS05455	0.996329						0	-1.000000	0.076394
VNG_RS11525	VNG_RS11535	0.996321						0	1.000000	0.076200
VNG_RS05360	VNG_RS03570	0.996314						1	1.000000	0.076023
VNG_RS11330	VNG_RS01780	0.996306						0	-1.000000	0.075812
VNG_RS00705	VNG_RS00150	0.996299						0	-1.000000	0.075806
VNG_RS12380	VNG_RS12350	0.996291						0	-1.000000	0.075793
VNG_RS08850	VNG_RS06930	0.996284						0	1.000000	0.075515
VNG_RS11250	VNG_RS01050	0.996276						0	-1.000000	0.075438
VNG_RS12495	VNG_RS06030	0.996269						0	-1.000000	0.075411
VNG_RS02015	VNG_RS02065	0.996261						1	1.000000	0.075362
VNG_RS06825	VNG_RS03335	0.996254						0	1.000000	0.075357
VNG_RS09120	VNG_RS07155	0.996246						0	-1.000000	0.075269
VNG_RS00765	VNG_RS03275	0.996238						1	1.000000	0.075213
VNG_RS11440	VNG_RS08180	0.996231						0	-1.000000	0.075189
VNG_RS02805	VNG_RS05785	0.996223						0	-1.000000	0.075127
VNG_RS08490	VNG_RS07890	0.996216						1	-1.000000	0.074943
VNG_RS13245	VNG_RS05785	0.996208						0	-1.000000	0.074673
VNG_RS09900	VNG_RS01035	0.996201						0	-1.000000	0.074628
VNG_RS03135	VNG_RS05640	0.996193						0	1.000000	0.074286
VNG_RS12630	VNG_RS07890	0.996186						0	1.000000	0.074273
VNG_RS01810	VNG_RS04605	0.996178						0	1.000000	0.074163
VNG_RS05605	VNG_RS07155	0.996171						0	-1.000000	0.074083
VNG_RS02440	VNG_RS01005	0.996163						0	1.000000	0.073792
VNG_RS02200	VNG_RS02575	0.996156						0	1.000000	0.073770
VNG_RS02110	VNG_RS12310	0.996148						0	-1.000000	0.073748
VNG_RS09385	VNG_RS08840	0.996140						0	1.000000	0.073541
VNG_RS08925	VNG_RS07385	0.996133						0	-1.000000	0.073409
VNG_RS12320	VNG_RS05700	0.996125						0	-1.000000	0.073279
VNG_RS02625	VNG_RS01795	0.996118						0	-1.000000	0.073193
VNG_RS03615	VNG_RS10370	0.996110						0	-1.000000	0.073190
VNG_RS13375	VNG_RS02325	0.996103						0	1.000000	0.073024
VNG_RS01905	VNG_RS05785	0.996095						0	-1.000000	0.072908
VNG_RS12300	VNG_RS12310	0.996088						0	1.000000	0.072860
VNG_RS04690	VNG_RS01005	0.996080						0	1.000000	0.072824
VNG_RS04665	VNG_RS03240	0.996073						0	1.000000	0.072811
VNG_RS08425	VNG_RS02975	0.996065						0	-1.000000	0.072749
VNG_RS11485	VNG_RS02325	0.996058						0	1.000000	0.072616
VNG_RS02765	VNG_RS00590	0.996050						0	1.000000	0.072592
VNG_RS11340	VNG_RS07890	0.996042						0	-1.000000	0.072116
VNG_RS01595	VNG_RS00605	0.996035						0	1.000000	0.072075
VNG_RS04750	VNG_RS02975	0.996027						0	1.000000	0.072004
VNG_RS06820	VNG_RS01520	0.996020						0	-1.000000	0.071976
VNG_RS04270	VNG_RS01165	0.996012						0	1.000000	0.071929
VNG_RS12550	VNG_RS00150	0.996005						0	1.000000	0.071917
VNG_RS00860	VNG_RS00275	0.995997						0	1.000000	0.071834
VNG_RS02945	VNG_RS12745	0.995990						0	1.000000	0.071709
VNG_RS05410	VNG_RS07155	0.995982						0	-1.000000	0.071267
VNG_RS04855	VNG_RS07155	0.995975						0	1.000000	0.071182
VNG_RS07825	VNG_RS08105	0.995967						0	-1.000000	0.070939
VNG_RS11785	VNG_RS05030	0.995960						0	-1.000000	0.070936
VNG_RS01715	VNG_RS07890	0.995952						0	1.000000	0.070786
VNG_RS05695	VNG_RS02880	0.995944						0	1.000000	0.070722
VNG_RS07115	VNG_RS07155	0.995937						0	1.000000	0.070505
VNG_RS01345	VNG_RS04180	0.995929						0	-1.000000	0.070425
VNG_RS11630	VNG_RS01270	0.995922						0	1.000000	0.070260
VNG_RS04790	VNG_RS09875	0.995914						0	-1.000000	0.070215
VNG_RS03175	VNG_RS03570	0.995907						1	1.000000	0.070125
VNG_RS00345	VNG_RS02880	0.995899						0	1.000000	0.070046
VNG_RS11390	VNG_RS02575	0.995892						0	-1.000000	0.069960
VNG_RS03735	VNG_RS12745	0.995884						0	1.000000	0.069792
VNG_RS13495	VNG_RS11535	0.995877						0	1.000000	0.069760
VNG_RS12860	VNG_RS00150	0.995869						0	1.000000	0.069735
VNG_RS12275	VNG_RS12465	0.995862						0	1.000000	0.069731
VNG_RS03685	VNG_RS01795	0.995854						0	1.000000	0.069727
VNG_RS13385	VNG_RS03275	0.995846						0	1.000000	0.069392
VNG_RS06430	VNG_RS12485	0.995839						0	1.000000	0.069210
VNG_RS11020	VNG_RS07145	0.995831						0	1.000000	0.069146
VNG_RS00095	VNG_RS04605	0.995824						0	1.000000	0.069083
VNG_RS03395	VNG_RS02975	0.995816						1	1.000000	0.069024
VNG_RS03195	VNG_RS05640	0.995809						0	1.000000	0.068883
VNG_RS13265	VNG_RS10335	0.995801						0	1.000000	0.068863
VNG_RS11150	VNG_RS11535	0.995794						0	1.000000	0.068787
VNG_RS00075	VNG_RS07155	0.995786						0	1.000000	0.068697
VNG_RS04600	VNG_RS05640	0.995779						0	1.000000	0.068628
VNG_RS13380	VNG_RS03010	0.995771						0	-1.000000	0.068539
VNG_RS11565	VNG_RS07470	0.995764						0	-1.000000	0.068523
VNG_RS11060	VNG_RS06270	0.995756						0	-1.000000	0.068432
VNG_RS03005	VNG_RS11640	0.995748						0	-1.000000	0.068428
VNG_RS04105	VNG_RS02765	0.995741						0	-1.000000	0.068407
VNG_RS00025	VNG_RS01465	0.995733						0	1.000000	0.068294
VNG_RS08490	VNG_RS03275	0.995726						0	1.000000	0.068091
VNG_RS08475	VNG_RS07385	0.995718						0	1.000000	0.067719
VNG_RS13685	VNG_RS11535	0.995711						0	1.000000	0.067636
VNG_RS08535	VNG_RS05825	0.995703						0	1.000000	0.067627
VNG_RS12270	VNG_RS05785	0.995696						0	-1.000000	0.067602
VNG_RS02745	VNG_RS11895	0.995688						0	1.000000	0.067562
VNG_RS04140	VNG_RS04180	0.995681						0	-1.000000	0.067538
VNG_RS01905	VNG_RS02575	0.995673						0	1.000000	0.067392
VNG_RS12495	VNG_RS05365	0.995666						0	1.000000	0.067378
VNG_RS00590	VNG_RS03010	0.995658						0	-1.000000	0.067331
VNG_RS02625	VNG_RS05640	0.995650						0	-1.000000	0.067159
VNG_RS09120	VNG_RS05785	0.995643						0	1.000000	0.067140
VNG_RS07925	VNG_RS01035	0.995635						0	1.000000	0.067133
VNG_RS03950	VNG_RS04605	0.995628						0	1.000000	0.067132
VNG_RS06910	VNG_RS10430	0.995620						0	1.000000	0.067103
VNG_RS13680	VNG_RS11535	0.995613						0	1.000000	0.067098
VNG_RS01900	VNG_RS08410	0.995605						0	-1.000000	0.067057
VNG_RS12820	VNG_RS10285	0.995598						0	-1.000000	0.066939
VNG_RS05690	VNG_RS03875	0.995590						1	1.000000	0.066835
VNG_RS07690	VNG_RS03275	0.995583						0	-1.000000	0.066781
VNG_RS06815	VNG_RS08105	0.995575						0	1.000000	0.066747
VNG_RS11550	VNG_RS08105	0.995568						0	1.000000	0.066713
VNG_RS11255	VNG_RS05800	0.995560						0	1.000000	0.066602
VNG_RS10490	VNG_RS11535	0.995552						0	-1.000000	0.066548
VNG_RS03680	VNG_RS05555	0.995545						0	1.000000	0.066537
VNG_RS02950	VNG_RS05825	0.995537						0	-1.000000	0.066333
VNG_RS12705	VNG_RS00150	0.995530						0	1.000000	0.066297
VNG_RS07690	VNG_RS00145	0.995522						0	1.000000	0.066156
VNG_RS09230	VNG_RS09875	0.995515						0	1.000000	0.066080
VNG_RS02200	VNG_RS04605	0.995507						0	1.000000	0.066075
VNG_RS00860	VNG_RS05800	0.995500						0	1.000000	0.065998
VNG_RS13205	VNG_RS12735	0.995492						0	1.000000	0.065964
VNG_RS02105	VNG_RS09565	0.995485						0	1.000000	0.065913
VNG_RS02880	VNG_RS00590	0.995477						0	1.000000	0.065581
VNG_RS07130	VNG_RS05365	0.995470						0	-1.000000	0.065448
VNG_RS13500	VNG_RS05640	0.995462						0	1.000000	0.065393
VNG_RS12540	VNG_RS02975	0.995454						0	-1.000000	0.065391
VNG_RS13540	VNG_RS03275	0.995447						0	1.000000	0.065389
VNG_RS00095	VNG_RS08410	0.995439						0	-1.000000	0.065387
VNG_RS11410	VNG_RS10430	0.995432						0	-1.000000	0.065384
VNG_RS07325	VNG_RS07115	0.995424						0	-1.000000	0.065298
VNG_RS06990	VNG_RS03010	0.995417						0	1.000000	0.065156
VNG_RS00075	VNG_RS06030	0.995409						0	1.000000	0.065143
VNG_RS13495	VNG_RS02325	0.995402						0	1.000000	0.064929
VNG_RS08940	VNG_RS07890	0.995394						0	1.000000	0.064915
VNG_RS11315	VNG_RS04760	0.995387						0	1.000000	0.064840
VNG_RS01590	VNG_RS10085	0.995379						0	1.000000	0.064614
VNG_RS07025	VNG_RS01005	0.995372						0	1.000000	0.064444
VNG_RS09850	VNG_RS05395	0.995364						0	1.000000	0.064373
VNG_RS02345	VNG_RS05270	0.995356						0	-1.000000	0.064367
VNG_RS11635	VNG_RS11640	0.995349						0	-1.000000	0.064315
VNG_RS09210	VNG_RS00145	0.995341						0	1.000000	0.064287
VNG_RS06825	VNG_RS01795	0.995334						0	1.000000	0.064253
VNG_RS12475	VNG_RS10285	0.995326						0	-1.000000	0.064220
VNG_RS07325	VNG_RS07385	0.995319						0	1.000000	0.064090
VNG_RS12595	VNG_RS02325	0.995311						0	-1.000000	0.064090
VNG_RS00290	VNG_RS11895	0.995304						0	1.000000	0.064037
VNG_RS07585	VNG_RS08510	0.995296						0	-1.000000	0.063937
VNG_RS07845	VNG_RS02095	0.995289						0	1.000000	0.063934
VNG_RS07830	VNG_RS02575	0.995281						0	-1.000000	0.063842
VNG_RS00345	VNG_RS08510	0.995274						0	1.000000	0.063839
VNG_RS02950	VNG_RS05030	0.995266						0	-1.000000	0.063720
VNG_RS00305	VNG_RS08410	0.995258						0	-1.000000	0.063627
VNG_RS13190	VNG_RS07155	0.995251						0	1.000000	0.063595
VNG_RS03155	VNG_RS07890	0.995243						1	1.000000	0.063445
VNG_RS05350	VNG_RS06030	0.995236						0	1.000000	0.063387
VNG_RS11370	VNG_RS05785	0.995228						0	1.000000	0.063285
VNG_RS10060	VNG_RS08180	0.995221						0	-1.000000	0.063276
VNG_RS01630	VNG_RS05430	0.995213						0	-1.000000	0.063248
VNG_RS06960	VNG_RS04180	0.995206						0	-1.000000	0.063225
VNG_RS12750	VNG_RS00725	0.995198						0	-1.000000	0.063171
VNG_RS05960	VNG_RS08410	0.995191						0	-1.000000	0.063156
VNG_RS05360	VNG_RS11535	0.995183						0	1.000000	0.063154
VNG_RS04060	VNG_RS02760	0.995176						0	1.000000	0.063151
VNG_RS11245	VNG_RS11535	0.995168						0	1.000000	0.063105
VNG_RS01015	VNG_RS06275	0.995160						0	1.000000	0.063077
VNG_RS00860	VNG_RS06890	0.995153						0	-1.000000	0.063067
VNG_RS01905	VNG_RS01835	0.995145						0	-1.000000	0.063014
VNG_RS12490	VNG_RS05640	0.995138						0	-1.000000	0.063001
VNG_RS05445	VNG_RS03275	0.995130						0	1.000000	0.062992
VNG_RS00590	VNG_RS08410	0.995123						0	-1.000000	0.062773
VNG_RS13630	VNG_RS05030	0.995115						0	1.000000	0.062746
VNG_RS11695	VNG_RS04015	0.995108						0	1.000000	0.062615
VNG_RS13335	VNG_RS00145	0.995100						0	1.000000	0.062607
VNG_RS13565	VNG_RS01835	0.995093						0	1.000000	0.062553
VNG_RS11120	VNG_RS07155	0.995085						0	1.000000	0.062536
VNG_RS08445	VNG_RS08410	0.995078						0	1.000000	0.062524
VNG_RS05160	VNG_RS03395	0.995070						0	-1.000000	0.062430
VNG_RS11840	VNG_RS08410	0.995062						0	1.000000	0.062413
VNG_RS08035	VNG_RS00145	0.995055						0	1.000000	0.062374
VNG_RS12310	VNG_RS05800	0.995047						0	1.000000	0.062341
VNG_RS12505	VNG_RS07470	0.995040						0	1.000000	0.062335
VNG_RS01005	VNG_RS10085	0.995032						0	-1.000000	0.062278
VNG_RS13395	VNG_RS08410	0.995025						0	1.000000	0.062265
VNG_RS02645	VNG_RS02575	0.995017						0	1.000000	0.062194
VNG_RS11320	VNG_RS12745	0.995010						0	-1.000000	0.062136
VNG_RS13345	VNG_RS01050	0.995002						0	1.000000	0.062130
VNG_RS00235	VNG_RS05785	0.994995						0	1.000000	0.062106
VNG_RS05845	VNG_RS05870	0.994987						1	1.000000	0.062104
VNG_RS06910	VNG_RS10335	0.994980						0	1.000000	0.062083
VNG_RS12730	VNG_RS04845	0.994972						0	-1.000000	0.062078
VNG_RS01935	VNG_RS12745	0.994964						0	-1.000000	0.062075
VNG_RS11835	VNG_RS09565	0.994957						0	-1.000000	0.062056
VNG_RS02755	VNG_RS01270	0.994949						0	-1.000000	0.062050
VNG_RS12310	VNG_RS03480	0.994942						0	-1.000000	0.062035
VNG_RS13345	VNG_RS07145	0.994934						0	-1.000000	0.062026
VNG_RS03975	VNG_RS01250	0.994927						0	-1.000000	0.061971
VNG_RS03955	VNG_RS03570	0.994919						1	1.000000	0.061901
VNG_RS06830	VNG_RS07155	0.994912						0	1.000000	0.061750
VNG_RS08425	VNG_RS08410	0.994904						0	1.000000	0.061724
VNG_RS03415	VNG_RS01165	0.994897						0	1.000000	0.061723
VNG_RS11125	VNG_RS11535	0.994889						0	1.000000	0.061711
VNG_RS11430	VNG_RS05640	0.994882						0	1.000000	0.061579
VNG_RS00875	VNG_RS08745	0.994874						0	-1.000000	0.061512
VNG_RS11410	VNG_RS06890	0.994866						0	-1.000000	0.061408
VNG_RS03955	VNG_RS01795	0.994859						0	1.000000	0.061375
VNG_RS09430	VNG_RS12485	0.994851						0	-1.000000	0.061364
VNG_RS12015	VNG_RS00150	0.994844						0	1.000000	0.061197
VNG_RS13190	VNG_RS05640	0.994836						0	1.000000	0.061182
VNG_RS09250	VNG_RS01165	0.994829						0	-1.000000	0.061169
VNG_RS00255	VNG_RS07890	0.994821						0	1.000000	0.060993
VNG_RS09435	VNG_RS03245	0.994814						0	1.000000	0.060839
VNG_RS00640	VNG_RS06275	0.994806						0	-1.000000	0.060812
VNG_RS11385	VNG_RS05365	0.994799						0	-1.000000	0.060711
VNG_RS11890	VNG_RS04845	0.994791						0	1.000000	0.060611
VNG_RS03155	VNG_RS03570	0.994784						1	1.000000	0.060575
VNG_RS00870	VNG_RS01250	0.994776						0	-1.000000	0.060491
VNG_RS12270	VNG_RS00150	0.994768						0	1.000000	0.060455
VNG_RS08595	VNG_RS05455	0.994761						0	1.000000	0.060436
VNG_RS08255	VNG_RS01250	0.994753						0	-1.000000	0.060419
VNG_RS00115	VNG_RS06030	0.994746						0	1.000000	0.060258
VNG_RS13635	VNG_RS03275	0.994738						0	1.000000	0.060204
VNG_RS13595	VNG_RS12310	0.994731						0	1.000000	0.060055
VNG_RS00880	VNG_RS12745	0.994723						0	1.000000	0.059993
VNG_RS12535	VNG_RS00795	0.994716						0	1.000000	0.059893
VNG_RS01145	VNG_RS10430	0.994708						0	1.000000	0.059784
VNG_RS02420	VNG_RS00150	0.994701						0	1.000000	0.059730
VNG_RS03205	VNG_RS05870	0.994693						0	-1.000000	0.059691
VNG_RS01060	VNG_RS06275	0.994686						0	-1.000000	0.059638
VNG_RS00470	VNG_RS00145	0.994678						0	1.000000	0.059582
VNG_RS00635	VNG_RS00145	0.994670						0	1.000000	0.059521
VNG_RS11350	VNG_RS05555	0.994663						0	1.000000	0.059498
VNG_RS12545	VNG_RS07155	0.994655						0	1.000000	0.059345
VNG_RS03650	VNG_RS10285	0.994648						1	1.000000	0.059326
VNG_RS01370	VNG_RS06030	0.994640						0	1.000000	0.059316
VNG_RS11355	VNG_RS07385	0.994633						0	-1.000000	0.059287
VNG_RS11200	VNG_RS06030	0.994625						0	1.000000	0.059129
VNG_RS04620	VNG_RS05270	0.994618						0	-1.000000	0.059001
VNG_RS08380	VNG_RS07310	0.994610						0	-1.000000	0.058989
VNG_RS09250	VNG_RS01795	0.994603						0	1.000000	0.058974
VNG_RS11720	VNG_RS05805	0.994595						0	1.000000	0.058719
VNG_RS02910	VNG_RS09875	0.994588						0	-1.000000	0.058702
VNG_RS06960	VNG_RS05475	0.994580						0	1.000000	0.058687
VNG_RS04900	VNG_RS00605	0.994572						0	-1.000000	0.058671
VNG_RS08930	VNG_RS05475	0.994565						0	1.000000	0.058485
VNG_RS07650	VNG_RS05800	0.994557						0	1.000000	0.058420
VNG_RS10400	VNG_RS05870	0.994550						0	1.000000	0.058410
VNG_RS12370	VNG_RS00590	0.994542						0	-1.000000	0.058394
VNG_RS05845	VNG_RS06930	0.994535						0	1.000000	0.058373
VNG_RS06335	VNG_RS09875	0.994527						0	1.000000	0.058360
VNG_RS04690	VNG_RS12310	0.994520						0	1.000000	0.058346
VNG_RS08735	VNG_RS09565	0.994512						0	1.000000	0.058319
VNG_RS10450	VNG_RS01465	0.994505						1	1.000000	0.058309
VNG_RS04115	VNG_RS02975	0.994497						0	-1.000000	0.058283
VNG_RS11575	VNG_RS03010	0.994490						0	1.000000	0.058283
VNG_RS04585	VNG_RS07890	0.994482						1	1.000000	0.058269
VNG_RS04650	VNG_RS11640	0.994474						0	1.000000	0.058248
VNG_RS06935	VNG_RS06030	0.994467						0	-1.000000	0.058217
VNG_RS04615	VNG_RS01005	0.994459						0	1.000000	0.058192
VNG_RS01830	VNG_RS05640	0.994452						0	1.000000	0.058181
VNG_RS00695	VNG_RS08510	0.994444						0	1.000000	0.058168
VNG_RS12300	VNG_RS05700	0.994437						0	-1.000000	0.058115
VNG_RS03395	VNG_RS02000	0.994429						0	-1.000000	0.058018
VNG_RS04145	VNG_RS02975	0.994422						0	1.000000	0.057994
VNG_RS10030	VNG_RS00150	0.994414						0	1.000000	0.057884
VNG_RS13645	VNG_RS05805	0.994407						0	1.000000	0.057825
VNG_RS13335	VNG_RS04760	0.994399						0	-1.000000	0.057735
VNG_RS06345	VNG_RS05800	0.994392						0	1.000000	0.057641
VNG_RS02615	VNG_RS04845	0.994384						0	1.000000	0.057635
VNG_RS05610	VNG_RS11050	0.994376						0	-1.000000	0.057629
VNG_RS12230	VNG_RS10335	0.994369						0	1.000000	0.057483
VNG_RS02105	VNG_RS02765	0.994361						0	-1.000000	0.057355
VNG_RS01765	VNG_RS07115	0.994354						0	1.000000	0.057348
VNG_RS11135	VNG_RS00150	0.994346						0	1.000000	0.057197
VNG_RS05790	VNG_RS09565	0.994339						0	1.000000	0.057185
VNG_RS03780	VNG_RS07115	0.994331						0	1.000000	0.057163
VNG_RS03175	VNG_RS11535	0.994324						0	1.000000	0.057115
VNG_RS06830	VNG_RS07890	0.994316						0	-1.000000	0.057032
VNG_RS01140	VNG_RS12745	0.994309						0	-1.000000	0.056964
VNG_RS06410	VNG_RS01795	0.994301						0	-1.000000	0.056962
VNG_RS13260	VNG_RS00275	0.994294						0	1.000000	0.056943
VNG_RS12700	VNG_RS08410	0.994286						0	-1.000000	0.056927
VNG_RS07820	VNG_RS00640	0.994278						0	-1.000000	0.056919
VNG_RS00635	VNG_RS00150	0.994271						0	-1.000000	0.056899
VNG_RS11390	VNG_RS08180	0.994263						0	-1.000000	0.056820
VNG_RS10400	VNG_RS01755	0.994256						0	-1.000000	0.056763
VNG_RS01370	VNG_RS07155	0.994248						0	1.000000	0.056681
VNG_RS04790	VNG_RS12735	0.994241						0	1.000000	0.056578
VNG_RS05690	VNG_RS05700	0.994233						1	1.000000	0.056493
VNG_RS06725	VNG_RS06030	0.994226						0	1.000000	0.056379
VNG_RS02965	VNG_RS02975	0.994218						1	1.000000	0.056310
VNG_RS07675	VNG_RS00145	0.994211						0	1.000000	0.056264
VNG_RS13180	VNG_RS10370	0.994203						0	-1.000000	0.056246
VNG_RS06185	VNG_RS01005	0.994196						0	-1.000000	0.056231
VNG_RS07025	VNG_RS05555	0.994188						0	1.000000	0.056188
VNG_RS09620	VNG_RS00795	0.994181						0	-1.000000	0.056130
VNG_RS04080	VNG_RS00395	0.994173						0	-1.000000	0.056086
VNG_RS07885	VNG_RS12735	0.994165						0	1.000000	0.056062
VNG_RS02865	VNG_RS04605	0.994158						0	1.000000	0.056005
VNG_RS13245	VNG_RS05640	0.994150						0	1.000000	0.055914
VNG_RS03135	VNG_RS01835	0.994143						0	1.000000	0.055913
VNG_RS12725	VNG_RS07145	0.994135						0	-1.000000	0.055696
VNG_RS03015	VNG_RS10335	0.994128						0	1.000000	0.055681
VNG_RS03200	VNG_RS07470	0.994120						0	1.000000	0.055656
VNG_RS01060	VNG_RS08885	0.994113						0	-1.000000	0.055615
VNG_RS11630	VNG_RS09550	0.994105						0	1.000000	0.055595
