target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
HVO_RS12135	HVO_RS12155	0.999886							1.000000	0.964389
HVO_RS00495	HVO_RS00490	0.999884						0.000000	1.000000	0.963784
HVO_RS01015	HVO_RS00550	0.999881	0.000000	0.636364	0.020349	0.113544	0.039437	0.000000	1.000000	0.963545
HVO_RS06600	HVO_RS01980	0.999879						0.000000	1.000000	0.962785
HVO_RS10330	HVO_RS13055	0.999877						0.000000	-1.000000	0.962764
HVO_RS01050	HVO_RS00550	0.999874						0.000000	1.000000	0.962628
HVO_RS14890	HVO_RS07610	0.999872						0.000000	1.000000	0.962482
HVO_RS08385	HVO_RS08400	0.999869	1.000000	0.666667	0.023256	0.124259	0.044944		1.000000	0.962447
HVO_RS10330	HVO_RS12385	0.999867						1.000000	1.000000	0.962396
HVO_RS04915	HVO_RS04890	0.999865							1.000000	0.962083
HVO_RS00530	HVO_RS00550	0.999862						0.000000	1.000000	0.961145
HVO_RS01655	HVO_RS07610	0.999860						0.000000	1.000000	0.959471
HVO_RS00420	HVO_RS03340	0.999858						0.000000	1.000000	0.958626
HVO_RS00790	HVO_RS00780	0.999855	1.000000	0.692308	0.026163	0.134324	0.050420	0.000000	1.000000	0.958130
HVO_RS19840	HVO_RS01980	0.999853						0.000000	1.000000	0.957906
HVO_RS03095	HVO_RS03090	0.999850						1.000000	1.000000	0.957389
HVO_RS04060	HVO_RS04055	0.999848	1.000000	0.714286	0.029070	0.143833	0.055866	0.000000	1.000000	0.957298
HVO_RS01685	HVO_RS00990	0.999846						0.000000	1.000000	0.956681
HVO_RS14810	HVO_RS00550	0.999843	0.000000	0.666667	0.029070	0.138927	0.055710	0.000000	1.000000	0.954650
HVO_RS01070	HVO_RS00550	0.999841						0.000000	1.000000	0.954531
HVO_RS06000	HVO_RS01980	0.999839	0.000000	0.625000	0.029070	0.134488	0.055556	0.000000	1.000000	0.954098
HVO_RS03040	HVO_RS00550	0.999836	0.000000	0.588235	0.029070	0.130446	0.055402	0.000000	1.000000	0.953981
HVO_RS00450	HVO_RS07610	0.999834	0.000000	0.555556	0.029070	0.126744	0.055249	0.000000	1.000000	0.953805
HVO_RS17610	HVO_RS03020	0.999831						0.000000	1.000000	0.953676
HVO_RS04910	HVO_RS04890	0.999829							1.000000	0.952886
HVO_RS07600	HVO_RS01240	0.999827						0.000000	1.000000	0.952517
HVO_RS00415	HVO_RS00990	0.999824						0.000000	1.000000	0.952301
HVO_RS19575	HVO_RS07610	0.999822						0.000000	1.000000	0.952173
HVO_RS01675	HVO_RS00490	0.999820	0.000000	0.526316	0.029070	0.123338	0.055096	0.000000	1.000000	0.951935
HVO_RS13735	HVO_RS06620	0.999817							1.000000	0.951440
HVO_RS13745	HVO_RS06620	0.999815							1.000000	0.951318
HVO_RS03200	HVO_RS00990	0.999812						0.000000	1.000000	0.951253
HVO_RS00850	HVO_RS00990	0.999810						0.000000	1.000000	0.950953
HVO_RS00440	HVO_RS00550	0.999808						0.000000	1.000000	0.950910
HVO_RS07245	HVO_RS00550	0.999805						0.000000	1.000000	0.950742
HVO_RS14805	HVO_RS00550	0.999803	0.000000	0.500000	0.029070	0.120191	0.054945	0.000000	1.000000	0.950090
HVO_RS04420	HVO_RS07610	0.999801						0.000000	1.000000	0.950057
HVO_RS03020	HVO_RS00990	0.999798						0.000000	1.000000	0.948940
HVO_RS00565	HVO_RS01980	0.999796						0.000000	1.000000	0.948521
HVO_RS07625	HVO_RS00990	0.999793						0.000000	1.000000	0.947893
HVO_RS00120	HVO_RS00490	0.999791						0.000000	1.000000	0.947712
HVO_RS07100	HVO_RS01980	0.999789						0.000000	1.000000	0.947522
HVO_RS03100	HVO_RS03090	0.999786						1.000000	1.000000	0.945663
HVO_RS14915	HVO_RS14935	0.999784						0.000000	1.000000	0.944604
HVO_RS04430	HVO_RS07610	0.999782						0.000000	1.000000	0.944423
HVO_RS01025	HVO_RS00550	0.999779						0.000000	1.000000	0.943707
HVO_RS06755	HVO_RS06620	0.999777							1.000000	0.943372
HVO_RS10410	HVO_RS01980	0.999774						0.000000	1.000000	0.943238
HVO_RS13965	HVO_RS01980	0.999772						0.000000	1.000000	0.942911
HVO_RS17050	HVO_RS08155	0.999770	1.000000	0.523810	0.031977	0.129048	0.060274		1.000000	0.942858
HVO_RS01600	HVO_RS00490	0.999767						0.000000	1.000000	0.942198
HVO_RS01550	HVO_RS00665	0.999765						0.000000	1.000000	0.941779
HVO_RS13705	HVO_RS06620	0.999763							1.000000	0.941128
HVO_RS03380	HVO_RS03020	0.999760						0.000000	1.000000	0.941063
HVO_RS06565	HVO_RS04460	0.999758						0.000000	1.000000	0.940592
HVO_RS01650	HVO_RS07610	0.999755	0.000000	0.500000	0.031977	0.126058	0.060109	0.000000	1.000000	0.940515
HVO_RS01980	HVO_RS04530	0.999753						0.000000	1.000000	0.939990
HVO_RS02225	HVO_RS01530	0.999751						0.000000	1.000000	0.939636
HVO_RS00525	HVO_RS00550	0.999748	0.000000	0.478261	0.031977	0.123264	0.059946	0.000000	1.000000	0.939106
HVO_RS01580	HVO_RS00550	0.999746						0.000000	1.000000	0.938947
HVO_RS17805	HVO_RS06620	0.999744							1.000000	0.938774
HVO_RS08985	HVO_RS10420	0.999741						0.000000	1.000000	0.938212
HVO_RS04440	HVO_RS07610	0.999739						0.000000	1.000000	0.938081
HVO_RS03055	HVO_RS00550	0.999736						0.000000	1.000000	0.937953
HVO_RS00140	HVO_RS00490	0.999734						0.000000	1.000000	0.937907
HVO_RS13740	HVO_RS06620	0.999732							1.000000	0.937633
HVO_RS03310	HVO_RS00550	0.999729						0.000000	1.000000	0.937592
HVO_RS00120	HVO_RS02040	0.999727						0.000000	1.000000	0.937544
HVO_RS11320	HVO_RS11235	0.999725							1.000000	0.937323
HVO_RS09985	HVO_RS01980	0.999722						0.000000	1.000000	0.937150
HVO_RS03885	HVO_RS01980	0.999720						0.000000	1.000000	0.937088
HVO_RS00920	HVO_RS00550	0.999717	0.000000	0.458333	0.031977	0.120646	0.059783	0.000000	1.000000	0.936539
HVO_RS01635	HVO_RS00490	0.999715						0.000000	1.000000	0.936097
HVO_RS01065	HVO_RS00550	0.999713						0.000000	1.000000	0.935758
HVO_RS05340	HVO_RS01980	0.999710						0.000000	1.000000	0.935699
HVO_RS05615	HVO_RS06620	0.999708							1.000000	0.935386
HVO_RS19570	HVO_RS07610	0.999706						0.000000	1.000000	0.935324
HVO_RS00610	HVO_RS00550	0.999703						0.000000	1.000000	0.934499
HVO_RS08895	HVO_RS00550	0.999701						0.000000	1.000000	0.933516
HVO_RS10615	HVO_RS03710	0.999698						1.000000	1.000000	0.933030
HVO_RS04050	HVO_RS07610	0.999696	0.000000	0.440000	0.031977	0.118186	0.059621	0.000000	1.000000	0.932861
HVO_RS16765	HVO_RS12155	0.999694							1.000000	0.932273
HVO_RS17450	HVO_RS01980	0.999691	0.000000	0.423077	0.031977	0.115869	0.059459	0.000000	1.000000	0.931182
HVO_RS01555	HVO_RS01240	0.999689						0.000000	1.000000	0.930024
HVO_RS14910	HVO_RS14935	0.999687						0.000000	1.000000	0.929209
HVO_RS01125	HVO_RS00550	0.999684						0.000000	1.000000	0.929054
HVO_RS05105	HVO_RS02330	0.999682						0.000000	1.000000	0.928929
HVO_RS05755	HVO_RS01840	0.999679						0.000000	1.000000	0.928222
HVO_RS01680	HVO_RS00990	0.999677	0.000000	0.407407	0.031977	0.113682	0.059299	0.000000	1.000000	0.927623
HVO_RS02305	HVO_RS00550	0.999675						0.000000	1.000000	0.927562
HVO_RS19035	HVO_RS01980	0.999672						0.000000	1.000000	0.927339
HVO_RS14490	HVO_RS01980	0.999670						0.000000	1.000000	0.926358
HVO_RS06980	HVO_RS06620	0.999668	0.000000	0.392857	0.031977	0.111613	0.059140		1.000000	0.926351
HVO_RS16995	HVO_RS08155	0.999665							1.000000	0.925943
HVO_RS05100	HVO_RS02330	0.999663						0.000000	1.000000	0.924997
HVO_RS01055	HVO_RS00550	0.999660	0.000000	0.379310	0.031977	0.109651	0.058981	0.000000	1.000000	0.924911
HVO_RS04930	HVO_RS04890	0.999658							1.000000	0.924040
HVO_RS14930	HVO_RS00490	0.999656						0.000000	1.000000	0.923691
HVO_RS01240	HVO_RS00490	0.999653	0.000000	0.366667	0.031977	0.107788	0.058824	0.000000	1.000000	0.923394
HVO_RS08545	HVO_RS08540	0.999651							1.000000	0.923118
HVO_RS17705	HVO_RS10420	0.999649						0.000000	1.000000	0.922922
HVO_RS04095	HVO_RS04100	0.999646						1.000000	1.000000	0.922844
HVO_RS03175	HVO_RS01240	0.999644						0.000000	1.000000	0.922254
HVO_RS16755	HVO_RS06620	0.999641							1.000000	0.922132
HVO_RS04550	HVO_RS07610	0.999639						0.000000	1.000000	0.921965
HVO_RS11915	HVO_RS06620	0.999637							1.000000	0.921945
HVO_RS07610	HVO_RS00550	0.999634	0.000000	0.354839	0.031977	0.106015	0.058667	0.000000	1.000000	0.921861
HVO_RS17115	HVO_RS06620	0.999632							1.000000	0.921224
HVO_RS03330	HVO_RS03020	0.999630						0.000000	1.000000	0.921009
HVO_RS14875	HVO_RS00550	0.999627	0.000000	0.343750	0.031977	0.104326	0.058511	0.000000	1.000000	0.920567
HVO_RS04455	HVO_RS07610	0.999625						0.000000	1.000000	0.920172
HVO_RS12550	HVO_RS06620	0.999622							1.000000	0.920133
HVO_RS01475	HVO_RS01980	0.999620						0.000000	1.000000	0.919277
HVO_RS18105	HVO_RS18670	0.999618	0.000000	0.333333	0.031977	0.102714	0.058355		1.000000	0.919054
HVO_RS08420	HVO_RS05530	0.999615						0.000000	1.000000	0.919007
HVO_RS01640	HVO_RS00490	0.999613						0.000000	1.000000	0.918183
HVO_RS13700	HVO_RS10345	0.999611							1.000000	0.918036
HVO_RS01145	HVO_RS02040	0.999608	0.000000	0.323529	0.031977	0.101173	0.058201	0.000000	1.000000	0.917913
HVO_RS15510	HVO_RS02965	0.999606						0.000000	1.000000	0.917796
HVO_RS15190	HVO_RS05530	0.999603						0.000000	1.000000	0.917525
HVO_RS00405	HVO_RS00990	0.999601						0.000000	1.000000	0.916993
HVO_RS02520	HVO_RS02530	0.999599						1.000000	1.000000	0.916693
HVO_RS10240	HVO_RS06620	0.999596	0.000000	0.314286	0.031977	0.099698	0.058047		1.000000	0.916666
HVO_RS14880	HVO_RS07610	0.999594						0.000000	1.000000	0.916650
HVO_RS15900	HVO_RS05530	0.999592	0.000000	0.305556	0.031977	0.098286	0.057895	0.000000	1.000000	0.915884
HVO_RS01075	HVO_RS00550	0.999589	0.000000	0.297297	0.031977	0.096930	0.057743	0.000000	1.000000	0.915525
HVO_RS01375	HVO_RS18865	0.999587						0.000000	1.000000	0.915499
HVO_RS17215	HVO_RS12155	0.999584							1.000000	0.915409
HVO_RS01660	HVO_RS07610	0.999582						0.000000	1.000000	0.915389
HVO_RS00515	HVO_RS00550	0.999580	0.000000	0.289474	0.031977	0.095628	0.057592	0.000000	1.000000	0.915310
HVO_RS12605	HVO_RS10420	0.999577						0.000000	1.000000	0.915125
HVO_RS02205	HVO_RS03340	0.999575	0.000000	0.282051	0.031977	0.094377	0.057441	0.000000	1.000000	0.913969
HVO_RS05620	HVO_RS06620	0.999573							1.000000	0.913471
HVO_RS03185	HVO_RS00665	0.999570						0.000000	1.000000	0.913297
HVO_RS03025	HVO_RS01240	0.999568						0.000000	1.000000	0.912798
HVO_RS07620	HVO_RS02245	0.999565						0.000000	1.000000	0.912518
HVO_RS18180	HVO_RS06620	0.999563							1.000000	0.912094
HVO_RS00130	HVO_RS02040	0.999561	0.000000	0.275000	0.031977	0.093172	0.057292	0.000000	1.000000	0.911739
HVO_RS10070	HVO_RS07065	0.999558	0.000000	0.268293	0.031977	0.092011	0.057143	0.000000	1.000000	0.911430
HVO_RS02280	HVO_RS02465	0.999556						0.000000	1.000000	0.911219
HVO_RS04130	HVO_RS00550	0.999554						0.000000	1.000000	0.911091
HVO_RS13775	HVO_RS01980	0.999551						0.000000	1.000000	0.910808
HVO_RS04905	HVO_RS04890	0.999549							1.000000	0.910694
HVO_RS01000	HVO_RS02245	0.999547						0.000000	1.000000	0.910538
HVO_RS07850	HVO_RS01745	0.999544							1.000000	0.909683
HVO_RS01245	HVO_RS03340	0.999542						0.000000	1.000000	0.909365
HVO_RS08460	HVO_RS06620	0.999539							1.000000	0.909345
HVO_RS01100	HVO_RS00990	0.999537						0.000000	1.000000	0.909224
HVO_RS17625	HVO_RS06620	0.999535							1.000000	0.908763
HVO_RS03820	HVO_RS17680	0.999532							1.000000	0.908323
HVO_RS17700	HVO_RS10420	0.999530	0.000000	0.261905	0.031977	0.090892	0.056995	0.000000	1.000000	0.908049
HVO_RS10640	HVO_RS10420	0.999528						0.000000	1.000000	0.907868
HVO_RS01400	HVO_RS07885	0.999525						0.000000	1.000000	0.907804
HVO_RS01115	HVO_RS00550	0.999523						0.000000	1.000000	0.907763
HVO_RS01480	HVO_RS02330	0.999520						0.000000	1.000000	0.907621
HVO_RS00465	HVO_RS00990	0.999518						0.000000	1.000000	0.907516
HVO_RS11155	HVO_RS04055	0.999516						0.000000	1.000000	0.906610
HVO_RS14905	HVO_RS14935	0.999513						0.000000	1.000000	0.906399
HVO_RS14855	HVO_RS00550	0.999511						0.000000	1.000000	0.905749
HVO_RS14985	HVO_RS02040	0.999509						0.000000	1.000000	0.905713
HVO_RS04425	HVO_RS07610	0.999506						0.000000	1.000000	0.905329
HVO_RS17995	HVO_RS00550	0.999504						0.000000	1.000000	0.905006
HVO_RS12235	HVO_RS06620	0.999501	0.000000	0.255814	0.031977	0.089812	0.056848		1.000000	0.904621
HVO_RS01030	HVO_RS00550	0.999499	0.000000	0.250000	0.031977	0.088769	0.056701	0.000000	1.000000	0.903551
HVO_RS04445	HVO_RS07610	0.999497						0.000000	1.000000	0.903501
HVO_RS03275	HVO_RS02040	0.999494						0.000000	1.000000	0.903296
HVO_RS06455	HVO_RS01980	0.999492						0.000000	1.000000	0.903047
HVO_RS03890	HVO_RS06620	0.999490							1.000000	0.902806
HVO_RS02750	HVO_RS04530	0.999487						0.000000	1.000000	0.902801
HVO_RS09610	HVO_RS06620	0.999485	0.000000	0.244444	0.031977	0.087761	0.056555		1.000000	0.902583
HVO_RS00115	HVO_RS03340	0.999482						0.000000	1.000000	0.902415
HVO_RS20360	HVO_RS01980	0.999480						0.000000	1.000000	0.902220
HVO_RS14740	HVO_RS01240	0.999478						0.000000	1.000000	0.901272
HVO_RS20375	HVO_RS02330	0.999475						0.000000	1.000000	0.900986
HVO_RS00475	HVO_RS07610	0.999473						0.000000	1.000000	0.900899
HVO_RS04405	HVO_RS07610	0.999471	0.000000	0.239130	0.031977	0.086785	0.056410	0.000000	1.000000	0.900293
HVO_RS09720	HVO_RS06620	0.999468							1.000000	0.900267
HVO_RS00165	HVO_RS00550	0.999466	0.000000	0.234043	0.031977	0.085841	0.056266	0.000000	1.000000	0.900250
HVO_RS17545	HVO_RS01980	0.999463						0.000000	1.000000	0.899875
HVO_RS03060	HVO_RS00490	0.999461						0.000000	1.000000	0.899667
HVO_RS00620	HVO_RS01980	0.999459	0.000000	0.229167	0.031977	0.084926	0.056122	0.000000	1.000000	0.899156
HVO_RS03215	HVO_RS00665	0.999456						0.000000	1.000000	0.898786
HVO_RS16395	HVO_RS12155	0.999454							1.000000	0.898748
HVO_RS00540	HVO_RS00550	0.999452	0.000000	0.224490	0.031977	0.084039	0.055980	0.000000	1.000000	0.898731
HVO_RS17585	HVO_RS01840	0.999449	0.000000	0.220000	0.031977	0.083179	0.055838	0.000000	1.000000	0.898525
HVO_RS09530	HVO_RS10345	0.999447							1.000000	0.898394
HVO_RS09965	HVO_RS05530	0.999444						0.000000	1.000000	0.898208
HVO_RS14845	HVO_RS00490	0.999442						0.000000	1.000000	0.897752
HVO_RS01080	HVO_RS00550	0.999440						0.000000	1.000000	0.897674
HVO_RS01105	HVO_RS00550	0.999437	0.000000	0.215686	0.031977	0.082344	0.055696	0.000000	1.000000	0.896431
HVO_RS10065	HVO_RS07065	0.999435						0.000000	1.000000	0.896428
HVO_RS04165	HVO_RS04100	0.999433						1.000000	1.000000	0.896232
HVO_RS00535	HVO_RS00550	0.999430						0.000000	1.000000	0.896172
HVO_RS14800	HVO_RS00665	0.999428						0.000000	1.000000	0.896164
HVO_RS01010	HVO_RS00550	0.999425	0.000000	0.211538	0.031977	0.081533	0.055556	0.000000	1.000000	0.895936
HVO_RS00595	HVO_RS07610	0.999423	0.000000	0.207547	0.031977	0.080745	0.055416	0.000000	1.000000	0.895548
HVO_RS19265	HVO_RS06620	0.999421							1.000000	0.895500
HVO_RS00580	HVO_RS01980	0.999418						0.000000	1.000000	0.894781
HVO_RS14925	HVO_RS14935	0.999416	1.000000	0.222222	0.034884	0.087325	0.060302	0.000000	1.000000	0.894628
HVO_RS14870	HVO_RS00550	0.999414						0.000000	1.000000	0.894046
HVO_RS12735	HVO_RS04530	0.999411						0.000000	1.000000	0.893924
HVO_RS11615	HVO_RS01980	0.999409						0.000000	1.000000	0.893791
HVO_RS14900	HVO_RS14935	0.999406						0.000000	1.000000	0.893485
HVO_RS01065	HVO_RS00990	0.999404						0.000000	1.000000	0.893402
HVO_RS04220	HVO_RS00550	0.999402						0.000000	1.000000	0.893140
HVO_RS14850	HVO_RS00490	0.999399						0.000000	1.000000	0.893137
HVO_RS02230	HVO_RS01530	0.999397						0.000000	1.000000	0.893105
HVO_RS11470	HVO_RS06620	0.999395	0.000000	0.218182	0.034884	0.086512	0.060150		1.000000	0.893082
HVO_RS01560	HVO_RS00990	0.999392						0.000000	1.000000	0.892952
HVO_RS01500	HVO_RS00990	0.999390						0.000000	1.000000	0.892380
HVO_RS20330	HVO_RS01980	0.999387						0.000000	1.000000	0.892283
HVO_RS01605	HVO_RS00490	0.999385						0.000000	1.000000	0.892205
HVO_RS14405	HVO_RS01980	0.999383						0.000000	1.000000	0.892068
HVO_RS12545	HVO_RS06620	0.999380							1.000000	0.891818
HVO_RS06005	HVO_RS01980	0.999378						0.000000	1.000000	0.891813
HVO_RS03090	HVO_RS00990	0.999376						0.000000	1.000000	0.891687
HVO_RS01455	HVO_RS03340	0.999373						0.000000	1.000000	0.891599
HVO_RS04215	HVO_RS00550	0.999371						0.000000	1.000000	0.891504
HVO_RS08030	HVO_RS11360	0.999368							1.000000	0.891297
HVO_RS06345	HVO_RS05530	0.999366						0.000000	1.000000	0.890989
HVO_RS03635	HVO_RS01980	0.999364						0.000000	1.000000	0.890482
HVO_RS07635	HVO_RS02245	0.999361						0.000000	1.000000	0.890356
HVO_RS20245	HVO_RS01980	0.999359						0.000000	1.000000	0.890336
HVO_RS01665	HVO_RS00490	0.999357						0.000000	1.000000	0.890197
HVO_RS00305	HVO_RS00320	0.999354						1.000000	1.000000	0.890121
HVO_RS06895	HVO_RS03340	0.999352						0.000000	1.000000	0.889553
HVO_RS01085	HVO_RS00550	0.999349						0.000000	1.000000	0.889315
HVO_RS18745	HVO_RS18865	0.999347						0.000000	1.000000	0.888558
HVO_RS06125	HVO_RS01980	0.999345						0.000000	1.000000	0.888236
HVO_RS04135	HVO_RS02040	0.999342						0.000000	1.000000	0.888063
HVO_RS18840	HVO_RS01980	0.999340	0.000000	0.214286	0.034884	0.085721	0.060000	0.000000	1.000000	0.886660
HVO_RS13180	HVO_RS04055	0.999338						0.000000	1.000000	0.886548
HVO_RS00170	HVO_RS01530	0.999335	0.000000	0.210526	0.034884	0.084952	0.059850	0.000000	1.000000	0.886457
HVO_RS00160	HVO_RS00550	0.999333						0.000000	1.000000	0.885359
HVO_RS13870	HVO_RS01980	0.999330						0.000000	1.000000	0.885033
HVO_RS18965	HVO_RS00550	0.999328						0.000000	1.000000	0.884732
HVO_RS06685	HVO_RS17680	0.999326							1.000000	0.883720
HVO_RS08495	HVO_RS00550	0.999323						0.000000	1.000000	0.883704
HVO_RS18815	HVO_RS01980	0.999321						0.000000	1.000000	0.883375
HVO_RS02875	HVO_RS05530	0.999319						0.000000	1.000000	0.883310
HVO_RS03270	HVO_RS01240	0.999316						0.000000	1.000000	0.883073
HVO_RS04040	HVO_RS01980	0.999314						0.000000	1.000000	0.882678
HVO_RS17580	HVO_RS01840	0.999311						0.000000	1.000000	0.882593
HVO_RS02065	HVO_RS01980	0.999309	0.000000	0.206897	0.034884	0.084201	0.059701	0.000000	1.000000	0.882392
HVO_RS09020	HVO_RS11235	0.999307	0.000000	0.203390	0.034884	0.083470	0.059553		1.000000	0.881561
HVO_RS00545	HVO_RS00550	0.999304						0.000000	1.000000	0.881500
HVO_RS01820	HVO_RS10345	0.999302							1.000000	0.881386
HVO_RS10055	HVO_RS18865	0.999300						0.000000	1.000000	0.881043
HVO_RS17465	HVO_RS12155	0.999297							1.000000	0.880896
HVO_RS10890	HVO_RS10420	0.999295						0.000000	1.000000	0.880794
HVO_RS01645	HVO_RS07610	0.999292						0.000000	1.000000	0.880785
HVO_RS19885	HVO_RS03020	0.999290						0.000000	1.000000	0.880703
HVO_RS00065	HVO_RS17680	0.999288							1.000000	0.880517
HVO_RS10425	HVO_RS03275	0.999285						0.000000	1.000000	0.880470
HVO_RS07905	HVO_RS11235	0.999283							1.000000	0.880002
HVO_RS03665	HVO_RS01980	0.999281	0.000000	0.200000	0.034884	0.082758	0.059406	0.000000	1.000000	0.879892
HVO_RS11890	HVO_RS06620	0.999278							1.000000	0.879451
HVO_RS15195	HVO_RS05530	0.999276						0.000000	1.000000	0.879270
HVO_RS01610	HVO_RS04195	0.999273						0.000000	1.000000	0.879150
HVO_RS01300	HVO_RS14935	0.999271	0.000000	0.196721	0.034884	0.082062	0.059259	0.000000	1.000000	0.879062
HVO_RS04065	HVO_RS04055	0.999269						1.000000	1.000000	0.878855
HVO_RS01530	HVO_RS10785	0.999266						0.000000	1.000000	0.878830
HVO_RS05625	HVO_RS06620	0.999264							1.000000	0.878484
HVO_RS19855	HVO_RS03340	0.999262						0.000000	1.000000	0.878467
HVO_RS11055	HVO_RS12155	0.999259							1.000000	0.878155
HVO_RS00155	HVO_RS00550	0.999257	0.000000	0.193548	0.034884	0.081384	0.059113	0.000000	1.000000	0.877879
HVO_RS02310	HVO_RS10785	0.999254						0.000000	1.000000	0.877830
HVO_RS00135	HVO_RS00490	0.999252						0.000000	1.000000	0.877824
HVO_RS03815	HVO_RS01980	0.999250						0.000000	1.000000	0.877550
HVO_RS17780	HVO_RS14485	0.999247						0.000000	1.000000	0.877470
HVO_RS00180	HVO_RS01240	0.999245						0.000000	1.000000	0.877468
HVO_RS11485	HVO_RS10345	0.999243							1.000000	0.877260
HVO_RS06055	HVO_RS01980	0.999240						0.000000	1.000000	0.877103
HVO_RS19680	HVO_RS01980	0.999238						0.000000	1.000000	0.876998
HVO_RS07480	HVO_RS07610	0.999235						0.000000	1.000000	0.876630
HVO_RS19690	HVO_RS04530	0.999233						0.000000	1.000000	0.876459
HVO_RS00935	HVO_RS01980	0.999231	0.000000	0.190476	0.034884	0.080721	0.058968	0.000000	1.000000	0.876249
HVO_RS07800	HVO_RS00990	0.999228						0.000000	1.000000	0.876054
HVO_RS07465	HVO_RS01980	0.999226						0.000000	1.000000	0.875883
HVO_RS00085	HVO_RS00550	0.999224						0.000000	1.000000	0.875639
HVO_RS10050	HVO_RS05500	0.999221						0.000000	1.000000	0.875505
HVO_RS03160	HVO_RS00665	0.999219						0.000000	1.000000	0.874977
HVO_RS18820	HVO_RS05530	0.999216						0.000000	1.000000	0.874915
HVO_RS09980	HVO_RS01980	0.999214						0.000000	1.000000	0.874782
