target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	beta.sign.sum	var.exp.median
HVO_RS16205	HVO_RS08610	0.499753						1.000000	0.390699
VNG_RS12330	VNG_RS05800	0.499753						1.000000	0.055020
HVO_RS05225	HVO_RS02405	0.499753						1.000000	0.390604
VNG_RS11945	VNG_RS07155	0.499753						1.000000	0.054960
VNG_RS06990	VNG_RS02975	0.499752						1.000000	0.054913
HVO_RS15975	HVO_RS15335	0.499752						1.000000	0.390485
HVO_RS16760	HVO_RS12155	0.499752						1.000000	0.390470
VNG_RS13525	VNG_RS00640	0.499752						-1.000000	0.054734
HVO_RS18040	HVO_RS16360	0.499751						1.000000	0.390454
VNG_RS02820	VNG_RS07420	0.499751						1.000000	0.054604
HVO_RS04030	HVO_RS07610	0.499751						1.000000	0.390379
VNG_RS12350	VNG_RS05875	0.499751						-1.000000	0.054530
VNG_RS01005	VNG_RS00150	0.499751						-1.000000	0.054403
HVO_RS04480	HVO_RS06620	0.499751						1.000000	0.390279
HVO_RS16410	HVO_RS02965	0.499750						1.000000	0.390209
VNG_RS02945	VNG_RS06275	0.499750						-1.000000	0.054057
HVO_RS14385	HVO_RS03520	0.499750						1.000000	0.390164
VNG_RS08250	VNG_RS08245	0.499750						1.000000	0.053977
VNG_RS06785	VNG_RS00660	0.499749						1.000000	0.053883
HVO_RS08855	HVO_RS04460	0.499749	0.000000	0.112782	0.043605	0.068931	0.062893	1.000000	0.390033
HVO_RS08570	HVO_RS01980	0.499749						1.000000	0.389972
VNG_RS12490	VNG_RS04280	0.499749						-1.000000	0.053813
HVO_RS03845	HVO_RS12990	0.499748						-1.000000	0.389952
VNG_RS04135	VNG_RS08180	0.499748						1.000000	0.053777
HVO_RS01195	HVO_RS03020	0.499748						1.000000	0.389768
VNG_RS02440	VNG_RS07890	0.499748						1.000000	0.053628
HVO_RS01255	HVO_RS02040	0.499747						1.000000	0.389609
VNG_RS04400	VNG_RS07155	0.499747						-1.000000	0.053417
VNG_RS02755	VNG_RS02325	0.499747						1.000000	0.053207
HVO_RS12610	HVO_RS10420	0.499747						1.000000	0.389558
VNG_RS08560	VNG_RS07420	0.499746						1.000000	0.052969
HVO_RS11880	HVO_RS05500	0.499746	0.000000	0.111940	0.043605	0.068663	0.062762	1.000000	0.389507
HVO_RS01280	HVO_RS07610	0.499746						1.000000	0.389504
VNG_RS00635	VNG_RS02325	0.499746						1.000000	0.052890
HVO_RS04115	HVO_RS00550	0.499745						1.000000	0.389448
VNG_RS00315	VNG_RS06275	0.499745						1.000000	0.052825
HVO_RS17570	HVO_RS08540	0.499745	0.000000	0.111111	0.043605	0.068399	0.062630	1.000000	0.389277
VNG_RS09900	VNG_RS00605	0.499745						1.000000	0.052655
HVO_RS09190	HVO_RS00550	0.499744	0.000000	0.110294	0.043605	0.068138	0.062500	1.000000	0.389215
VNG_RS12300	VNG_RS07115	0.499744						1.000000	0.052560
HVO_RS02255	HVO_RS00490	0.499744	0.000000	0.109489	0.043605	0.067879	0.062370	1.000000	0.388445
VNG_RS10180	VNG_RS08180	0.499744						-1.000000	0.052527
HVO_RS01585	HVO_RS00490	0.499743						1.000000	0.388333
VNG_RS01230	VNG_RS10335	0.499743						1.000000	0.052430
VNG_RS11390	VNG_RS00145	0.499743						-1.000000	0.052254
HVO_RS18625	HVO_RS06620	0.499743						1.000000	0.388125
HVO_RS02275	HVO_RS10785	0.499742						1.000000	0.388034
VNG_RS11360	VNG_RS01835	0.499742						-1.000000	0.052156
VNG_RS12295	VNG_RS07115	0.499742						1.000000	0.051976
HVO_RS19475	HVO_RS08155	0.499742						1.000000	0.388010
VNG_RS03685	VNG_RS02760	0.499741						1.000000	0.051781
HVO_RS17670	HVO_RS15345	0.499741						1.000000	0.387991
HVO_RS05540	HVO_RS05500	0.499741						1.000000	0.387678
VNG_RS12580	VNG_RS08410	0.499741						1.000000	0.051582
HVO_RS05435	HVO_RS02330	0.499740						1.000000	0.387638
VNG_RS02225	VNG_RS07155	0.499740						-1.000000	0.051394
VNG_RS01230	VNG_RS10430	0.499740						1.000000	0.051047
HVO_RS02345	HVO_RS10345	0.499740						1.000000	0.387562
HVO_RS01105	HVO_RS02040	0.499739	0.000000	0.108696	0.043605	0.067623	0.062241	1.000000	0.387550
VNG_RS12330	VNG_RS03875	0.499739						1.000000	0.051019
VNG_RS03870	VNG_RS05800	0.499739						1.000000	0.050841
HVO_RS17475	HVO_RS19590	0.499739						1.000000	0.387447
VNG_RS11755	VNG_RS00640	0.499738						-1.000000	0.050677
HVO_RS12295	HVO_RS18670	0.499738	0.000000	0.107914	0.043605	0.067370	0.062112	1.000000	0.387434
HVO_RS09480	HVO_RS06620	0.499738	0.000000	0.107143	0.043605	0.067120	0.061983	1.000000	0.387358
VNG_RS04665	VNG_RS05800	0.499738						1.000000	0.050608
VNG_RS02005	VNG_RS02000	0.499737						1.000000	0.050583
HVO_RS10275	HVO_RS00190	0.499737						1.000000	0.387289
HVO_RS16315	HVO_RS05475	0.499737						-1.000000	0.387200
VNG_RS12225	VNG_RS06275	0.499737						1.000000	0.050550
VNG_RS05380	VNG_RS08745	0.499736						1.000000	0.050521
HVO_RS08575	HVO_RS04485	0.499736						1.000000	0.387194
VNG_RS05515	VNG_RS10230	0.499736						-1.000000	0.050478
HVO_RS10470	HVO_RS00205	0.499736						1.000000	0.387115
VNG_RS01895	VNG_RS08745	0.499735						-1.000000	0.050453
HVO_RS10685	HVO_RS02585	0.499735	0.000000	0.106383	0.043605	0.066872	0.061856	1.000000	0.386942
VNG_RS00715	VNG_RS07145	0.499735						-1.000000	0.050183
HVO_RS17430	HVO_RS06620	0.499735	0.000000	0.105634	0.043605	0.066627	0.061728	1.000000	0.386689
HVO_RS15010	HVO_RS18700	0.499734						1.000000	0.386378
VNG_RS12335	VNG_RS12310	0.499734						1.000000	0.050157
VNG_RS00090	VNG_RS08410	0.499734						-1.000000	0.049935
HVO_RS11985	HVO_RS03275	0.499734	0.000000	0.104895	0.043605	0.066385	0.061602	1.000000	0.386203
VNG_RS00745	VNG_RS05800	0.499733						1.000000	0.049885
HVO_RS17635	HVO_RS12155	0.499733						1.000000	0.386135
HVO_RS13350	HVO_RS15335	0.499733						1.000000	0.386122
VNG_RS12475	VNG_RS05805	0.499733						1.000000	0.049839
VNG_RS13220	VNG_RS07385	0.499732						-1.000000	0.049826
HVO_RS03570	HVO_RS04195	0.499732						1.000000	0.386028
VNG_RS12320	VNG_RS00275	0.499732						1.000000	0.049799
HVO_RS12125	HVO_RS10070	0.499732						1.000000	0.386020
HVO_RS12710	HVO_RS07185	0.499731						1.000000	0.385901
VNG_RS12225	VNG_RS01520	0.499731						1.000000	0.049735
VNG_RS01140	VNG_RS08745	0.499731						-1.000000	0.049542
HVO_RS04300	HVO_RS03230	0.499731	0.000000	0.104167	0.043605	0.066145	0.061475	1.000000	0.385707
VNG_RS09525	VNG_RS01465	0.499730						-1.000000	0.049536
HVO_RS03130	HVO_RS00490	0.499730						1.000000	0.385468
VNG_RS11395	VNG_RS11385	0.499730						1.000000	0.049432
HVO_RS05910	HVO_RS05530	0.499730	0.000000	0.103448	0.043605	0.065907	0.061350	1.000000	0.384824
HVO_RS11940	HVO_RS02330	0.499729	0.000000	0.102740	0.043605	0.065672	0.061224	1.000000	0.384795
VNG_RS03680	VNG_RS04760	0.499729						1.000000	0.049377
HVO_RS03745	HVO_RS19825	0.499729						1.000000	0.384711
VNG_RS00715	VNG_RS01755	0.499729						-1.000000	0.049366
HVO_RS09635	HVO_RS03520	0.499728						1.000000	0.384535
VNG_RS12575	VNG_RS03275	0.499728						1.000000	0.049360
VNG_RS05695	VNG_RS03395	0.499728						1.000000	0.049289
HVO_RS02190	HVO_RS07610	0.499728						1.000000	0.384521
VNG_RS13685	VNG_RS08105	0.499728						-1.000000	0.049254
HVO_RS02650	HVO_RS03230	0.499728						1.000000	0.384465
HVO_RS07415	HVO_RS04530	0.499727						1.000000	0.384397
VNG_RS13520	VNG_RS07155	0.499727						1.000000	0.049234
VNG_RS09705	VNG_RS03010	0.499727						1.000000	0.049155
HVO_RS00755	HVO_RS03020	0.499727						1.000000	0.384300
VNG_RS08810	VNG_RS02095	0.499726						1.000000	0.049095
HVO_RS01045	HVO_RS03020	0.499726						1.000000	0.384108
HVO_RS11820	HVO_RS00990	0.499726						1.000000	0.383851
VNG_RS05720	VNG_RS05700	0.499726						1.000000	0.049057
VNG_RS10045	VNG_RS11895	0.499725						1.000000	0.048900
HVO_RS07305	HVO_RS02245	0.499725						1.000000	0.383760
HVO_RS02155	HVO_RS19825	0.499725						1.000000	0.383724
VNG_RS01715	VNG_RS07155	0.499725						-1.000000	0.048877
VNG_RS01965	VNG_RS04015	0.499724						1.000000	0.048870
HVO_RS00550	HVO_RS02245	0.499724						1.000000	0.383518
HVO_RS00585	HVO_RS03340	0.499724	0.000000	0.102041	0.043605	0.065439	0.061100	1.000000	0.383504
VNG_RS06435	VNG_RS08745	0.499724						1.000000	0.048776
HVO_RS09125	HVO_RS01980	0.499723						1.000000	0.383484
VNG_RS11200	VNG_RS04845	0.499723						1.000000	0.048747
VNG_RS04400	VNG_RS02765	0.499723						-1.000000	0.048740
HVO_RS03810	HVO_RS01980	0.499723						1.000000	0.383261
HVO_RS11910	HVO_RS15040	0.499722	0.000000	0.101351	0.043605	0.065208	0.060976	-1.000000	0.383204
VNG_RS13675	VNG_RS11535	0.499722						1.000000	0.048414
HVO_RS09800	HVO_RS15600	0.499722						-1.000000	0.383138
VNG_RS04110	VNG_RS01465	0.499722						1.000000	0.048374
VNG_RS07565	VNG_RS08745	0.499721						-1.000000	0.048326
HVO_RS03065	HVO_RS03090	0.499721						1.000000	0.383128
HVO_RS18305	HVO_RS06330	0.499721	0.000000	0.100671	0.043605	0.064980	0.060852	-1.000000	0.383111
VNG_RS11320	VNG_RS01465	0.499721						1.000000	0.048321
HVO_RS07895	HVO_RS04485	0.499720						1.000000	0.383072
VNG_RS05150	VNG_RS01520	0.499720						1.000000	0.048237
HVO_RS10520	HVO_RS00345	0.499720						1.000000	0.383002
VNG_RS03015	VNG_RS10490	0.499720						-1.000000	0.048226
VNG_RS01765	VNG_RS01005	0.499719						1.000000	0.048103
HVO_RS05555	HVO_RS15345	0.499719	0.000000	0.100000	0.043605	0.064754	0.060729	1.000000	0.382763
VNG_RS12230	VNG_RS05455	0.499719						-1.000000	0.048046
HVO_RS10790	HVO_RS04460	0.499719						1.000000	0.382138
HVO_RS03480	HVO_RS03275	0.499718						1.000000	0.382094
VNG_RS12220	VNG_RS10335	0.499718						1.000000	0.048040
HVO_RS12525	HVO_RS17680	0.499718						1.000000	0.381603
VNG_RS08990	VNG_RS03275	0.499718						1.000000	0.048023
HVO_RS07410	HVO_RS06330	0.499717	0.000000	0.099338	0.043605	0.064531	0.060606	-1.000000	0.381514
VNG_RS07565	VNG_RS01165	0.499717						1.000000	0.048002
HVO_RS04965	HVO_RS18425	0.499717	0.000000	0.098684	0.043605	0.064309	0.060484	1.000000	0.381426
VNG_RS07000	VNG_RS10490	0.499717						1.000000	0.047939
VNG_RS00585	VNG_RS01250	0.499716						-1.000000	0.047917
HVO_RS09920	HVO_RS04055	0.499716						1.000000	0.381338
HVO_RS02050	HVO_RS19825	0.499716						1.000000	0.381247
VNG_RS04800	VNG_RS07385	0.499716						1.000000	0.047878
VNG_RS12470	VNG_RS01005	0.499715						1.000000	0.047504
HVO_RS04210	HVO_RS03090	0.499715						1.000000	0.381178
HVO_RS17485	HVO_RS06330	0.499715						-1.000000	0.380981
VNG_RS01495	VNG_RS01250	0.499715						-1.000000	0.047474
HVO_RS00960	HVO_RS19825	0.499714						1.000000	0.380871
VNG_RS09430	VNG_RS02880	0.499714						-1.000000	0.047363
VNG_RS12225	VNG_RS01035	0.499714						1.000000	0.047321
HVO_RS19325	HVO_RS11360	0.499714						1.000000	0.380726
HVO_RS03865	HVO_RS01980	0.499713						1.000000	0.380715
VNG_RS00715	VNG_RS10370	0.499713						-1.000000	0.047286
VNG_RS03735	VNG_RS01645	0.499713						-1.000000	0.047118
HVO_RS03375	HVO_RS02040	0.499713						1.000000	0.380325
HVO_RS07910	HVO_RS03090	0.499712						1.000000	0.380172
VNG_RS11130	VNG_RS11535	0.499712						1.000000	0.047090
HVO_RS16405	HVO_RS12280	0.499712						1.000000	0.380133
VNG_RS03875	VNG_RS08410	0.499712						1.000000	0.047018
HVO_RS05815	HVO_RS06330	0.499711						-1.000000	0.380056
VNG_RS07845	VNG_RS03570	0.499711						1.000000	0.046948
VNG_RS07545	VNG_RS01465	0.499711						-1.000000	0.046904
HVO_RS04175	HVO_RS00550	0.499711						1.000000	0.380051
VNG_RS07825	VNG_RS01165	0.499710						1.000000	0.046619
HVO_RS00490	HVO_RS03230	0.499710	0.000000	0.098039	0.043605	0.064090	0.060362	1.000000	0.379961
HVO_RS09355	HVO_RS15040	0.499710						-1.000000	0.379924
VNG_RS09435	VNG_RS08745	0.499710						1.000000	0.046552
VNG_RS08425	VNG_RS00640	0.499709						-1.000000	0.046405
HVO_RS10520	HVO_RS16795	0.499709						1.000000	0.379902
VNG_RS05860	VNG_RS07470	0.499709						-1.000000	0.046381
HVO_RS00855	HVO_RS07610	0.499709	0.000000	0.097403	0.043605	0.063872	0.060241	1.000000	0.379833
HVO_RS04185	HVO_RS00550	0.499708						1.000000	0.379573
VNG_RS11475	VNG_RS03335	0.499708						-1.000000	0.046361
HVO_RS07440	HVO_RS00990	0.499708						1.000000	0.379537
VNG_RS00265	VNG_RS00640	0.499708						1.000000	0.046252
HVO_RS09500	HVO_RS01380	0.499707						1.000000	0.379470
VNG_RS11190	VNG_RS11535	0.499707						1.000000	0.046234
HVO_RS02090	HVO_RS16155	0.499707						1.000000	0.379443
VNG_RS10450	VNG_RS08510	0.499707						1.000000	0.046168
HVO_RS02825	HVO_RS05530	0.499706						1.000000	0.379325
VNG_RS06345	VNG_RS05785	0.499706						-1.000000	0.046095
HVO_RS19660	HVO_RS19825	0.499706						1.000000	0.379009
VNG_RS12750	VNG_RS01755	0.499706						1.000000	0.046049
HVO_RS01960	HVO_RS11360	0.499705						1.000000	0.378866
VNG_RS02430	VNG_RS04605	0.499705						1.000000	0.045940
VNG_RS06290	VNG_RS09550	0.499705						1.000000	0.045879
HVO_RS04815	HVO_RS12155	0.499705						1.000000	0.378805
HVO_RS03350	HVO_RS13010	0.499705						-1.000000	0.378710
VNG_RS06345	VNG_RS03395	0.499705						1.000000	0.045859
HVO_RS17195	HVO_RS00550	0.499704						1.000000	0.378590
VNG_RS13180	VNG_RS04015	0.499704						1.000000	0.045829
VNG_RS11125	VNG_RS02845	0.499704						-1.000000	0.045686
HVO_RS04120	HVO_RS11235	0.499704						1.000000	0.378475
VNG_RS05165	VNG_RS02325	0.499703						-1.000000	0.045584
HVO_RS00050	HVO_RS10785	0.499703						1.000000	0.378474
HVO_RS03250	HVO_RS03020	0.499703						1.000000	0.378033
VNG_RS11845	VNG_RS07155	0.499703						1.000000	0.045458
VNG_RS10490	VNG_RS05640	0.499702						-1.000000	0.045439
HVO_RS14145	HVO_RS05500	0.499702						1.000000	0.378014
HVO_RS14985	HVO_RS00575	0.499702						1.000000	0.377983
VNG_RS09085	VNG_RS09875	0.499702						1.000000	0.045399
VNG_RS02910	VNG_RS01165	0.499701						1.000000	0.045345
HVO_RS05440	HVO_RS02330	0.499701						1.000000	0.377904
HVO_RS02645	HVO_RS05475	0.499701	0.000000	0.096774	0.043605	0.063657	0.060120	1.000000	0.377861
VNG_RS00080	VNG_RS05785	0.499701						-1.000000	0.045179
VNG_RS07830	VNG_RS12310	0.499700						1.000000	0.045146
HVO_RS09095	HVO_RS07610	0.499700						1.000000	0.377830
VNG_RS13260	VNG_RS05030	0.499700						-1.000000	0.044999
HVO_RS00400	HVO_RS00990	0.499700						1.000000	0.377788
HVO_RS04120	HVO_RS00550	0.499699						1.000000	0.377596
VNG_RS13190	VNG_RS06030	0.499699						1.000000	0.044950
HVO_RS17615	HVO_RS08630	0.499699						1.000000	0.377166
VNG_RS12325	VNG_RS00725	0.499699						-1.000000	0.044939
VNG_RS11680	VNG_RS11535	0.499698						1.000000	0.044860
HVO_RS14530	HVO_RS19825	0.499698						1.000000	0.377075
HVO_RS07440	HVO_RS19825	0.499698						-1.000000	0.376844
VNG_RS11135	VNG_RS11535	0.499698						1.000000	0.044851
HVO_RS03150	HVO_RS00575	0.499697						1.000000	0.376788
VNG_RS13340	VNG_RS02845	0.499697						1.000000	0.044659
VNG_RS09340	VNG_RS07890	0.499697						-1.000000	0.044637
HVO_RS05450	HVO_RS02330	0.499697						1.000000	0.376762
HVO_RS04460	HVO_RS03020	0.499696						1.000000	0.376676
VNG_RS04600	VNG_RS11535	0.499696						1.000000	0.044607
HVO_RS13670	HVO_RS04485	0.499696						1.000000	0.376462
VNG_RS00875	VNG_RS06930	0.499696						1.000000	0.044602
VNG_RS12330	VNG_RS02095	0.499695						1.000000	0.044571
HVO_RS01490	HVO_RS03340	0.499695						1.000000	0.376334
VNG_RS04060	VNG_RS07155	0.499695						-1.000000	0.044499
HVO_RS04270	HVO_RS03520	0.499695						1.000000	0.376237
HVO_RS04160	HVO_RS03090	0.499694						1.000000	0.376236
VNG_RS09750	VNG_RS05640	0.499694						1.000000	0.044499
HVO_RS00480	HVO_RS00190	0.499694						1.000000	0.376179
VNG_RS12665	VNG_RS07310	0.499694						1.000000	0.044444
HVO_RS00665	HVO_RS13945	0.499693						1.000000	0.375856
VNG_RS11890	VNG_RS00150	0.499693						1.000000	0.044287
VNG_RS07355	VNG_RS07385	0.499693						1.000000	0.044262
HVO_RS06015	HVO_RS02330	0.499693						1.000000	0.375745
HVO_RS14230	HVO_RS05530	0.499692						1.000000	0.375692
VNG_RS07885	VNG_RS11895	0.499692						-1.000000	0.044092
HVO_RS05495	HVO_RS01370	0.499692						1.000000	0.375616
VNG_RS12905	VNG_RS05640	0.499692						1.000000	0.043877
VNG_RS08280	VNG_RS00150	0.499691						1.000000	0.043871
HVO_RS14330	HVO_RS03390	0.499691						1.000000	0.375418
HVO_RS00780	HVO_RS05500	0.499691						1.000000	0.375338
VNG_RS09250	VNG_RS10230	0.499691						-1.000000	0.043687
HVO_RS18640	HVO_RS01380	0.499690						1.000000	0.375178
VNG_RS02440	VNG_RS03570	0.499690						1.000000	0.043653
VNG_RS09850	VNG_RS03275	0.499690						1.000000	0.043587
HVO_RS02585	HVO_RS18670	0.499690						1.000000	0.375172
VNG_RS13280	VNG_RS02845	0.499689						1.000000	0.043432
HVO_RS18240	HVO_RS00550	0.499689						1.000000	0.375046
VNG_RS06505	VNG_RS08410	0.499689						1.000000	0.043390
HVO_RS03995	HVO_RS03390	0.499689						1.000000	0.375039
HVO_RS11060	HVO_RS04530	0.499688						1.000000	0.375034
VNG_RS02395	VNG_RS05365	0.499688						-1.000000	0.043320
VNG_RS01905	VNG_RS12735	0.499688						1.000000	0.043234
HVO_RS02325	HVO_RS01530	0.499688						1.000000	0.374828
HVO_RS02625	HVO_RS03230	0.499687						1.000000	0.374390
VNG_RS05390	VNG_RS08410	0.499687						-1.000000	0.043183
HVO_RS04680	HVO_RS04505	0.499687						1.000000	0.374387
VNG_RS00145	VNG_RS00795	0.499687						1.000000	0.043163
VNG_RS01145	VNG_RS01250	0.499686						1.000000	0.043145
HVO_RS03140	HVO_RS03390	0.499686	0.000000	0.096154	0.043605	0.063444	0.060000	1.000000	0.374348
VNG_RS09495	VNG_RS01005	0.499686						1.000000	0.043128
HVO_RS04330	HVO_RS12700	0.499686						-1.000000	0.374344
HVO_RS07655	HVO_RS18570	0.499685	0.000000	0.095541	0.043605	0.063233	0.059880	-1.000000	0.374168
VNG_RS05560	VNG_RS08410	0.499685						-1.000000	0.043042
HVO_RS00185	HVO_RS02040	0.499685						1.000000	0.374034
VNG_RS09495	VNG_RS08745	0.499685						1.000000	0.043007
VNG_RS10295	VNG_RS01835	0.499684						1.000000	0.042932
HVO_RS06925	HVO_RS01840	0.499684						1.000000	0.373953
HVO_RS14620	HVO_RS10070	0.499684						1.000000	0.373646
VNG_RS00275	VNG_RS02950	0.499684						1.000000	0.042923
VNG_RS03615	VNG_RS08510	0.499683						1.000000	0.042896
HVO_RS04105	HVO_RS11235	0.499683						1.000000	0.373503
VNG_RS00065	VNG_RS02585	0.499683						1.000000	0.042776
HVO_RS03540	HVO_RS14935	0.499683	0.000000	0.094937	0.043605	0.063023	0.059761	1.000000	0.373347
HVO_RS00610	HVO_RS00780	0.499683						1.000000	0.373031
VNG_RS08935	VNG_RS08410	0.499683						-1.000000	0.042650
HVO_RS09350	HVO_RS14665	0.499682						1.000000	0.372989
VNG_RS13540	VNG_RS08510	0.499682						-1.000000	0.042577
HVO_RS11780	HVO_RS05475	0.499682	0.000000	0.094340	0.043605	0.062816	0.059642	1.000000	0.372976
VNG_RS01060	VNG_RS03570	0.499682						1.000000	0.042561
HVO_RS01695	HVO_RS03020	0.499681						1.000000	0.372829
VNG_RS13565	VNG_RS03395	0.499681						-1.000000	0.042552
HVO_RS04230	HVO_RS03020	0.499681						1.000000	0.372780
VNG_RS11575	VNG_RS01780	0.499681						1.000000	0.042513
VNG_RS12310	VNG_RS07825	0.499680						-1.000000	0.042478
HVO_RS14430	HVO_RS00190	0.499680						1.000000	0.372670
VNG_RS02835	VNG_RS05870	0.499680						1.000000	0.042449
HVO_RS02110	HVO_RS01980	0.499680						1.000000	0.372651
VNG_RS02995	VNG_RS08410	0.499679						1.000000	0.042418
HVO_RS04105	HVO_RS00550	0.499679						1.000000	0.372514
HVO_RS02780	HVO_RS00550	0.499679	0.000000	0.093750	0.043605	0.062611	0.059524	1.000000	0.371947
VNG_RS05155	VNG_RS05455	0.499679						1.000000	0.042411
VNG_RS04085	VNG_RS03275	0.499678						1.000000	0.042373
HVO_RS03165	HVO_RS00035	0.499678						-1.000000	0.371879
HVO_RS07745	HVO_RS01745	0.499678						1.000000	0.371809
VNG_RS06785	VNG_RS03570	0.499678						1.000000	0.042361
HVO_RS08270	HVO_RS03520	0.499677						1.000000	0.371651
VNG_RS10215	VNG_RS04015	0.499677						1.000000	0.042330
HVO_RS06920	HVO_RS01840	0.499677	0.000000	0.093168	0.043605	0.062408	0.059406	1.000000	0.371524
VNG_RS12280	VNG_RS01005	0.499677						-1.000000	0.042315
HVO_RS08330	HVO_RS01380	0.499676						1.000000	0.371512
VNG_RS03985	VNG_RS05455	0.499676						-1.000000	0.042245
VNG_RS02625	VNG_RS07115	0.499676						-1.000000	0.042241
HVO_RS06930	HVO_RS00190	0.499676						1.000000	0.371383
HVO_RS01120	HVO_RS02040	0.499675						1.000000	0.371315
VNG_RS11360	VNG_RS11535	0.499675						1.000000	0.042226
VNG_RS08565	VNG_RS07420	0.499675						1.000000	0.042212
HVO_RS04560	HVO_RS02245	0.499675						1.000000	0.371239
VNG_RS06825	VNG_RS08745	0.499674						1.000000	0.042203
HVO_RS15130	HVO_RS10345	0.499674	0.000000	0.092593	0.043605	0.062206	0.059289	1.000000	0.371157
VNG_RS01370	VNG_RS00640	0.499674						1.000000	0.042139
HVO_RS19560	HVO_RS10785	0.499674	0.000000	0.092025	0.043605	0.062006	0.059172	1.000000	0.371039
HVO_RS02820	HVO_RS04530	0.499673						1.000000	0.371004
VNG_RS11225	VNG_RS07385	0.499673						-1.000000	0.042045
HVO_RS06155	HVO_RS07610	0.499673						1.000000	0.370980
VNG_RS04620	VNG_RS08885	0.499673						-1.000000	0.041924
VNG_RS00695	VNG_RS06030	0.499672						1.000000	0.041838
HVO_RS03230	HVO_RS00575	0.499672	0.000000	0.091463	0.043605	0.061808	0.059055	1.000000	0.370962
HVO_RS03525	HVO_RS14935	0.499672						1.000000	0.370562
VNG_RS13245	VNG_RS07155	0.499672						1.000000	0.041799
HVO_RS03955	HVO_RS06620	0.499671						1.000000	0.370459
VNG_RS12430	VNG_RS07385	0.499671						-1.000000	0.041794
HVO_RS12205	HVO_RS03390	0.499671						1.000000	0.370270
VNG_RS05690	VNG_RS05800	0.499671						1.000000	0.041592
HVO_RS04135	HVO_RS00550	0.499670						1.000000	0.370043
VNG_RS05685	VNG_RS01005	0.499670						1.000000	0.041534
VNG_RS09750	VNG_RS02845	0.499670						-1.000000	0.041533
HVO_RS19565	HVO_RS02465	0.499670						1.000000	0.370020
HVO_RS07475	HVO_RS03230	0.499669						1.000000	0.369908
VNG_RS12320	VNG_RS07115	0.499669						-1.000000	0.041265
VNG_RS06990	VNG_RS05805	0.499669						1.000000	0.041237
HVO_RS12110	HVO_RS12990	0.499669						-1.000000	0.369782
VNG_RS01495	VNG_RS08745	0.499668						1.000000	0.041074
HVO_RS07615	HVO_RS07610	0.499668						1.000000	0.369758
HVO_RS04380	HVO_RS02330	0.499668						1.000000	0.369686
VNG_RS03370	VNG_RS00150	0.499668						-1.000000	0.040992
VNG_RS05175	VNG_RS05640	0.499667						-1.000000	0.040910
HVO_RS04730	HVO_RS04055	0.499667						1.000000	0.369562
VNG_RS09435	VNG_RS03875	0.499667						1.000000	0.040882
HVO_RS14440	HVO_RS04055	0.499667	0.000000	0.090909	0.043605	0.061612	0.058939	1.000000	0.369292
HVO_RS04535	HVO_RS07610	0.499666						1.000000	0.369247
VNG_RS03135	VNG_RS04845	0.499666						1.000000	0.040846
HVO_RS04090	HVO_RS02245	0.499666						1.000000	0.369168
VNG_RS04970	VNG_RS02325	0.499666						-1.000000	0.040845
VNG_RS12730	VNG_RS07890	0.499665						1.000000	0.040803
HVO_RS12385	HVO_RS00950	0.499665						1.000000	0.369085
VNG_RS04665	VNG_RS03875	0.499665						1.000000	0.040797
HVO_RS04225	HVO_RS04100	0.499665						1.000000	0.369048
VNG_RS11170	VNG_RS00150	0.499664						1.000000	0.040751
HVO_RS00605	HVO_RS00665	0.499664						1.000000	0.368939
HVO_RS08255	HVO_RS18645	0.499664						1.000000	0.368922
VNG_RS12470	VNG_RS08410	0.499664						1.000000	0.040702
VNG_RS12665	VNG_RS07155	0.499663						1.000000	0.040669
HVO_RS09160	HVO_RS10420	0.499663						1.000000	0.368782
VNG_RS04600	VNG_RS07155	0.499663						-1.000000	0.040616
HVO_RS08220	HVO_RS14760	0.499663						1.000000	0.368755
VNG_RS13280	VNG_RS04845	0.499662						1.000000	0.040602
HVO_RS16365	HVO_RS03500	0.499662	0.000000	0.090361	0.043605	0.061418	0.058824	1.000000	0.368595
HVO_RS19215	HVO_RS02040	0.499662						1.000000	0.368545
VNG_RS09335	VNG_RS00795	0.499662						-1.000000	0.040585
VNG_RS04615	VNG_RS08840	0.499661						1.000000	0.040436
HVO_RS02090	HVO_RS16870	0.499661						1.000000	0.368517
VNG_RS02615	VNG_RS08410	0.499661						-1.000000	0.040272
HVO_RS19420	HVO_RS04195	0.499661	0.000000	0.089820	0.043605	0.061225	0.058708	1.000000	0.368499
HVO_RS10845	HVO_RS01980	0.499660						1.000000	0.368417
VNG_RS07825	VNG_RS12745	0.499660						-1.000000	0.040222
VNG_RS04080	VNG_RS05365	0.499660						-1.000000	0.040141
HVO_RS16915	HVO_RS09860	0.499660						1.000000	0.368305
HVO_RS14840	HVO_RS00550	0.499660						1.000000	0.368265
VNG_RS00590	VNG_RS05785	0.499660						-1.000000	0.040079
VNG_RS05695	VNG_RS03875	0.499659						1.000000	0.040041
HVO_RS12080	HVO_RS07185	0.499659						1.000000	0.368246
HVO_RS01515	HVO_RS01530	0.499659						1.000000	0.368242
VNG_RS13630	VNG_RS02575	0.499659						-1.000000	0.040026
HVO_RS07065	HVO_RS09330	0.499658	0.000000	0.089286	0.043605	0.061034	0.058594	1.000000	0.368163
VNG_RS11985	VNG_RS11535	0.499658						1.000000	0.039963
