target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
VNG_RS04750	VNG_RS02975	0.996020	0	0.189036	0.089206	0.127329	0.121212	0	1.000000	0.072004
VNG_RS06820	VNG_RS01520	0.996012	0	0.188679	0.089206	0.127203	0.121139	0	-1.000000	0.071976
VNG_RS04270	VNG_RS01165	0.996005	0	0.188324	0.089206	0.127078	0.121065	0	1.000000	0.071929
VNG_RS12550	VNG_RS00150	0.995997	0	0.187970	0.089206	0.126953	0.120992	0	1.000000	0.071917
VNG_RS00860	VNG_RS00275	0.995990	0	0.187617	0.089206	0.126829	0.120919	0	1.000000	0.071834
VNG_RS02945	VNG_RS12745	0.995982	0	0.187266	0.089206	0.126705	0.120846	0	1.000000	0.071709
VNG_RS05410	VNG_RS07155	0.995975	0	0.186916	0.089206	0.126581	0.120773	0	-1.000000	0.071267
VNG_RS04855	VNG_RS07155	0.995967	0	0.186567	0.089206	0.126458	0.120700	0	1.000000	0.071182
VNG_RS07825	VNG_RS08105	0.995960	0	0.186220	0.089206	0.126335	0.120627	0	-1.000000	0.070939
VNG_RS11785	VNG_RS05030	0.995952	0	0.185874	0.089206	0.126212	0.120555	0	-1.000000	0.070936
VNG_RS01715	VNG_RS07890	0.995944	0	0.185529	0.089206	0.126090	0.120482	0	1.000000	0.070786
VNG_RS05695	VNG_RS02880	0.995937	0	0.185185	0.089206	0.125968	0.120409	0	1.000000	0.070722
VNG_RS07115	VNG_RS07155	0.995929	0	0.184843	0.089206	0.125846	0.120337	0	1.000000	0.070505
VNG_RS01345	VNG_RS04180	0.995922	0	0.184502	0.089206	0.125724	0.120265	0	-1.000000	0.070425
VNG_RS11630	VNG_RS01270	0.995914	0	0.184162	0.089206	0.125603	0.120192	0	1.000000	0.070260
VNG_RS04790	VNG_RS09875	0.995907	0	0.183824	0.089206	0.125483	0.120120	0	-1.000000	0.070215
VNG_RS03175	VNG_RS03570	0.995899	1	0.185321	0.090098	0.126646	0.121248	1	1.000000	0.070125
VNG_RS00345	VNG_RS02880	0.995892	0	0.184982	0.090098	0.126524	0.121176	0	1.000000	0.070046
VNG_RS11390	VNG_RS02575	0.995884	0	0.184644	0.090098	0.126403	0.121103	0	-1.000000	0.069960
VNG_RS03735	VNG_RS12745	0.995877	0	0.184307	0.090098	0.126283	0.121031	0	1.000000	0.069792
VNG_RS13495	VNG_RS11535	0.995869	0	0.183971	0.090098	0.126163	0.120958	0	1.000000	0.069760
VNG_RS12860	VNG_RS00150	0.995862	0	0.183636	0.090098	0.126043	0.120886	0	1.000000	0.069735
VNG_RS12275	VNG_RS12465	0.995854	0	0.183303	0.090098	0.125923	0.120813	0	1.000000	0.069731
VNG_RS03685	VNG_RS01795	0.995846	0	0.182971	0.090098	0.125804	0.120741	0	1.000000	0.069727
VNG_RS13385	VNG_RS03275	0.995839	0	0.182640	0.090098	0.125685	0.120669	0	1.000000	0.069392
VNG_RS06430	VNG_RS12485	0.995831	0	0.182310	0.090098	0.125566	0.120597	0	1.000000	0.069210
VNG_RS11020	VNG_RS07145	0.995824	0	0.181982	0.090098	0.125448	0.120525	0	1.000000	0.069146
VNG_RS00095	VNG_RS04605	0.995816	0	0.181655	0.090098	0.125330	0.120453	0	1.000000	0.069083
VNG_RS03395	VNG_RS02975	0.995809	1	0.183124	0.090990	0.126481	0.121573	1	1.000000	0.069024
VNG_RS03195	VNG_RS05640	0.995801	0	0.182796	0.090990	0.126363	0.121501	0	1.000000	0.068883
VNG_RS13265	VNG_RS10335	0.995794	0	0.182469	0.090990	0.126245	0.121429	0	1.000000	0.068863
VNG_RS11150	VNG_RS11535	0.995786	0	0.182143	0.090990	0.126127	0.121356	0	1.000000	0.068787
VNG_RS00075	VNG_RS07155	0.995779	0	0.181818	0.090990	0.126009	0.121284	0	1.000000	0.068697
VNG_RS04600	VNG_RS05640	0.995771	0	0.181495	0.090990	0.125892	0.121212	0	1.000000	0.068628
VNG_RS13380	VNG_RS03010	0.995764	0	0.181172	0.090990	0.125775	0.121140	0	-1.000000	0.068539
VNG_RS11565	VNG_RS07470	0.995756	0	0.180851	0.090990	0.125658	0.121068	0	-1.000000	0.068523
VNG_RS11060	VNG_RS06270	0.995748	0	0.180531	0.090990	0.125542	0.120996	0	-1.000000	0.068432
VNG_RS03005	VNG_RS11640	0.995741	0	0.180212	0.090990	0.125426	0.120925	0	-1.000000	0.068428
VNG_RS04105	VNG_RS02765	0.995733	0	0.179894	0.090990	0.125310	0.120853	0	-1.000000	0.068407
VNG_RS00025	VNG_RS01465	0.995726	0	0.179577	0.090990	0.125194	0.120782	0	1.000000	0.068294
VNG_RS08490	VNG_RS03275	0.995718	0	0.179262	0.090990	0.125079	0.120710	0	1.000000	0.068091
VNG_RS08475	VNG_RS07385	0.995711	0	0.178947	0.090990	0.124964	0.120639	0	1.000000	0.067719
VNG_RS13685	VNG_RS11535	0.995703	0	0.178634	0.090990	0.124850	0.120567	0	1.000000	0.067636
VNG_RS08535	VNG_RS05825	0.995696	0	0.178322	0.090990	0.124735	0.120496	0	1.000000	0.067627
VNG_RS12270	VNG_RS05785	0.995688	0	0.178010	0.090990	0.124621	0.120425	0	-1.000000	0.067602
VNG_RS02745	VNG_RS11895	0.995681	0	0.177700	0.090990	0.124508	0.120354	0	1.000000	0.067562
VNG_RS04140	VNG_RS04180	0.995673	0	0.177391	0.090990	0.124394	0.120283	0	-1.000000	0.067538
VNG_RS01905	VNG_RS02575	0.995666	0	0.177083	0.090990	0.124281	0.120212	0	1.000000	0.067392
VNG_RS12495	VNG_RS05365	0.995658	0	0.176776	0.090990	0.124168	0.120141	0	1.000000	0.067378
VNG_RS00590	VNG_RS03010	0.995650	0	0.176471	0.090990	0.124056	0.120071	0	-1.000000	0.067331
VNG_RS02625	VNG_RS05640	0.995643	0	0.176166	0.090990	0.123944	0.120000	0	-1.000000	0.067159
VNG_RS09120	VNG_RS05785	0.995635	0	0.175862	0.090990	0.123832	0.119929	0	1.000000	0.067140
VNG_RS07925	VNG_RS01035	0.995628	0	0.175559	0.090990	0.123720	0.119859	0	1.000000	0.067133
VNG_RS03950	VNG_RS04605	0.995620	0	0.175258	0.090990	0.123609	0.119789	0	1.000000	0.067132
VNG_RS06910	VNG_RS10430	0.995613	0	0.174957	0.090990	0.123498	0.119718	0	1.000000	0.067103
VNG_RS13680	VNG_RS11535	0.995605	0	0.174658	0.090990	0.123387	0.119648	0	1.000000	0.067098
VNG_RS01900	VNG_RS08410	0.995598	0	0.174359	0.090990	0.123276	0.119578	0	-1.000000	0.067057
VNG_RS12820	VNG_RS10285	0.995590	0	0.174061	0.090990	0.123166	0.119508	0	-1.000000	0.066939
VNG_RS05690	VNG_RS03875	0.995583	1	0.175468	0.091882	0.124293	0.120609	1	1.000000	0.066835
VNG_RS07690	VNG_RS03275	0.995575	0	0.175170	0.091882	0.124182	0.120538	0	-1.000000	0.066781
VNG_RS06815	VNG_RS08105	0.995568	0	0.174873	0.091882	0.124071	0.120468	0	1.000000	0.066747
VNG_RS11550	VNG_RS08105	0.995560	0	0.174576	0.091882	0.123961	0.120397	0	1.000000	0.066713
VNG_RS11255	VNG_RS05800	0.995552	0	0.174281	0.091882	0.123851	0.120327	0	1.000000	0.066602
VNG_RS10490	VNG_RS11535	0.995545	0	0.173986	0.091882	0.123742	0.120257	0	-1.000000	0.066548
VNG_RS03680	VNG_RS05555	0.995537	0	0.173693	0.091882	0.123632	0.120187	0	1.000000	0.066537
VNG_RS02950	VNG_RS05825	0.995530	0	0.173401	0.091882	0.123523	0.120117	0	-1.000000	0.066333
VNG_RS12705	VNG_RS00150	0.995522	0	0.173109	0.091882	0.123414	0.120047	0	1.000000	0.066297
VNG_RS07690	VNG_RS00145	0.995515	0	0.172819	0.091882	0.123306	0.119977	0	1.000000	0.066156
VNG_RS09230	VNG_RS09875	0.995507	0	0.172529	0.091882	0.123197	0.119907	0	1.000000	0.066080
VNG_RS02200	VNG_RS04605	0.995500	0	0.172241	0.091882	0.123089	0.119837	0	1.000000	0.066075
VNG_RS00860	VNG_RS05800	0.995492	0	0.171953	0.091882	0.122982	0.119767	0	1.000000	0.065998
VNG_RS13205	VNG_RS12735	0.995485	0	0.171667	0.091882	0.122874	0.119698	0	1.000000	0.065964
VNG_RS02105	VNG_RS09565	0.995477	0	0.171381	0.091882	0.122767	0.119628	0	1.000000	0.065913
VNG_RS02880	VNG_RS00590	0.995470	0	0.171096	0.091882	0.122660	0.119559	0	1.000000	0.065581
VNG_RS07130	VNG_RS05365	0.995462	0	0.170813	0.091882	0.122553	0.119490	0	-1.000000	0.065448
VNG_RS13500	VNG_RS05640	0.995454	0	0.170530	0.091882	0.122447	0.119420	0	1.000000	0.065393
VNG_RS12540	VNG_RS02975	0.995447	0	0.170248	0.091882	0.122340	0.119351	0	-1.000000	0.065391
VNG_RS13540	VNG_RS03275	0.995439	0	0.169967	0.091882	0.122234	0.119282	0	1.000000	0.065389
VNG_RS00095	VNG_RS08410	0.995432	0	0.169687	0.091882	0.122129	0.119213	0	-1.000000	0.065387
VNG_RS11410	VNG_RS10430	0.995424	0	0.169408	0.091882	0.122023	0.119144	0	-1.000000	0.065384
VNG_RS07325	VNG_RS07115	0.995417	0	0.169130	0.091882	0.121918	0.119075	0	-1.000000	0.065298
VNG_RS06990	VNG_RS03010	0.995409	0	0.168852	0.091882	0.121813	0.119006	0	1.000000	0.065156
VNG_RS00075	VNG_RS06030	0.995402	0	0.168576	0.091882	0.121709	0.118938	0	1.000000	0.065143
VNG_RS13495	VNG_RS02325	0.995394	0	0.168301	0.091882	0.121604	0.118869	0	1.000000	0.064929
VNG_RS08940	VNG_RS07890	0.995387	0	0.168026	0.091882	0.121500	0.118800	0	1.000000	0.064915
VNG_RS11315	VNG_RS04760	0.995379	0	0.167752	0.091882	0.121396	0.118732	0	1.000000	0.064840
VNG_RS01590	VNG_RS10085	0.995372	0	0.167480	0.091882	0.121292	0.118664	0	1.000000	0.064614
VNG_RS07025	VNG_RS01005	0.995364	0	0.167208	0.091882	0.121189	0.118595	0	1.000000	0.064444
VNG_RS09850	VNG_RS05395	0.995356	0	0.166937	0.091882	0.121086	0.118527	0	1.000000	0.064373
VNG_RS02345	VNG_RS05270	0.995349	0	0.166667	0.091882	0.120983	0.118459	0	-1.000000	0.064367
VNG_RS11635	VNG_RS11640	0.995341	0	0.166397	0.091882	0.120880	0.118391	0	-1.000000	0.064315
VNG_RS09210	VNG_RS00145	0.995334	0	0.166129	0.091882	0.120778	0.118323	0	1.000000	0.064287
VNG_RS06825	VNG_RS01795	0.995326	0	0.165862	0.091882	0.120676	0.118255	0	1.000000	0.064253
VNG_RS12475	VNG_RS10285	0.995319	0	0.165595	0.091882	0.120574	0.118187	0	-1.000000	0.064220
VNG_RS07325	VNG_RS07385	0.995311	0	0.165329	0.091882	0.120472	0.118119	0	1.000000	0.064090
VNG_RS12595	VNG_RS02325	0.995304	0	0.165064	0.091882	0.120371	0.118052	0	-1.000000	0.064090
VNG_RS00290	VNG_RS11895	0.995296	0	0.164800	0.091882	0.120269	0.117984	0	1.000000	0.064037
VNG_RS07585	VNG_RS08510	0.995289	0	0.164537	0.091882	0.120168	0.117916	0	-1.000000	0.063937
VNG_RS07845	VNG_RS02095	0.995281	0	0.164274	0.091882	0.120068	0.117849	0	1.000000	0.063934
VNG_RS07830	VNG_RS02575	0.995274	0	0.164013	0.091882	0.119967	0.117782	0	-1.000000	0.063842
VNG_RS00345	VNG_RS08510	0.995266	0	0.163752	0.091882	0.119867	0.117714	0	1.000000	0.063839
VNG_RS02950	VNG_RS05030	0.995259	0	0.163492	0.091882	0.119767	0.117647	0	-1.000000	0.063720
VNG_RS00305	VNG_RS08410	0.995251	0	0.163233	0.091882	0.119667	0.117580	0	-1.000000	0.063627
VNG_RS13190	VNG_RS07155	0.995243	0	0.162975	0.091882	0.119568	0.117513	0	1.000000	0.063595
VNG_RS03155	VNG_RS07890	0.995236	1	0.164297	0.092774	0.120659	0.118586	1	1.000000	0.063445
VNG_RS05350	VNG_RS06030	0.995228	0	0.164038	0.092774	0.120559	0.118519	0	1.000000	0.063387
VNG_RS11370	VNG_RS05785	0.995221	0	0.163780	0.092774	0.120459	0.118451	0	1.000000	0.063285
VNG_RS10060	VNG_RS08180	0.995213	0	0.163522	0.092774	0.120360	0.118384	0	-1.000000	0.063276
VNG_RS01630	VNG_RS05430	0.995206	0	0.163265	0.092774	0.120261	0.118316	0	-1.000000	0.063248
VNG_RS06960	VNG_RS04180	0.995198	0	0.163009	0.092774	0.120161	0.118249	0	-1.000000	0.063225
VNG_RS12750	VNG_RS00725	0.995191	0	0.162754	0.092774	0.120063	0.118182	0	-1.000000	0.063171
VNG_RS05360	VNG_RS11535	0.995183	0	0.162500	0.092774	0.119964	0.118115	0	1.000000	0.063154
VNG_RS04060	VNG_RS02760	0.995176	0	0.162246	0.092774	0.119865	0.118048	0	1.000000	0.063151
VNG_RS11245	VNG_RS11535	0.995168	0	0.161994	0.092774	0.119767	0.117981	0	1.000000	0.063105
VNG_RS01015	VNG_RS06275	0.995161	0	0.161742	0.092774	0.119669	0.117914	0	1.000000	0.063077
VNG_RS00860	VNG_RS06890	0.995153	0	0.161491	0.092774	0.119572	0.117847	0	-1.000000	0.063067
VNG_RS00810	VNG_RS02845	0.995145	0	0.161240	0.092774	0.119474	0.117780	0	1.000000	0.063059
VNG_RS01905	VNG_RS01835	0.995138	0	0.160991	0.092774	0.119377	0.117714	0	-1.000000	0.063014
VNG_RS12490	VNG_RS05640	0.995130	0	0.160742	0.092774	0.119280	0.117647	0	-1.000000	0.063001
VNG_RS05445	VNG_RS03275	0.995123	0	0.160494	0.092774	0.119183	0.117581	0	1.000000	0.062992
VNG_RS00590	VNG_RS08410	0.995115	0	0.160247	0.092774	0.119086	0.117514	0	-1.000000	0.062773
VNG_RS13630	VNG_RS05030	0.995108	0	0.160000	0.092774	0.118990	0.117448	0	1.000000	0.062746
VNG_RS11695	VNG_RS04015	0.995100	0	0.159754	0.092774	0.118893	0.117381	0	1.000000	0.062615
VNG_RS13335	VNG_RS00145	0.995093	0	0.159509	0.092774	0.118797	0.117315	0	1.000000	0.062607
VNG_RS13565	VNG_RS01835	0.995085	0	0.159265	0.092774	0.118702	0.117249	0	1.000000	0.062553
VNG_RS11120	VNG_RS07155	0.995078	0	0.159021	0.092774	0.118606	0.117183	0	1.000000	0.062536
VNG_RS08445	VNG_RS08410	0.995070	0	0.158779	0.092774	0.118511	0.117117	0	1.000000	0.062524
VNG_RS05160	VNG_RS03395	0.995063	0	0.158537	0.092774	0.118416	0.117051	0	-1.000000	0.062430
VNG_RS11840	VNG_RS08410	0.995055	0	0.158295	0.092774	0.118321	0.116985	0	1.000000	0.062413
VNG_RS08035	VNG_RS00145	0.995047	0	0.158055	0.092774	0.118226	0.116920	0	1.000000	0.062374
VNG_RS12310	VNG_RS05800	0.995040	0	0.157815	0.092774	0.118132	0.116854	0	1.000000	0.062341
VNG_RS12505	VNG_RS07470	0.995032	0	0.157576	0.092774	0.118037	0.116788	0	1.000000	0.062335
VNG_RS01005	VNG_RS10085	0.995025	0	0.157337	0.092774	0.117943	0.116723	0	-1.000000	0.062278
VNG_RS13395	VNG_RS08410	0.995017	0	0.157100	0.092774	0.117849	0.116657	0	1.000000	0.062265
VNG_RS02645	VNG_RS02575	0.995010	0	0.156863	0.092774	0.117756	0.116592	0	1.000000	0.062194
VNG_RS11320	VNG_RS12745	0.995002	0	0.156627	0.092774	0.117662	0.116527	0	-1.000000	0.062136
VNG_RS13345	VNG_RS01050	0.994995	0	0.156391	0.092774	0.117569	0.116461	0	1.000000	0.062130
VNG_RS00235	VNG_RS05785	0.994987	0	0.156156	0.092774	0.117476	0.116396	0	1.000000	0.062106
VNG_RS05845	VNG_RS05870	0.994980	1	0.157421	0.093666	0.118544	0.117450	1	1.000000	0.062104
VNG_RS06910	VNG_RS10335	0.994972	0	0.157186	0.093666	0.118450	0.117384	0	1.000000	0.062083
VNG_RS12730	VNG_RS04845	0.994965	0	0.156951	0.093666	0.118357	0.117318	0	-1.000000	0.062078
VNG_RS01935	VNG_RS12745	0.994957	0	0.156716	0.093666	0.118264	0.117253	0	-1.000000	0.062075
VNG_RS11835	VNG_RS09565	0.994949	0	0.156483	0.093666	0.118171	0.117188	0	-1.000000	0.062056
VNG_RS02755	VNG_RS01270	0.994942	0	0.156250	0.093666	0.118078	0.117122	0	-1.000000	0.062050
VNG_RS12310	VNG_RS03480	0.994934	0	0.156018	0.093666	0.117986	0.117057	0	-1.000000	0.062035
VNG_RS13345	VNG_RS07145	0.994927	0	0.155786	0.093666	0.117894	0.116992	0	-1.000000	0.062026
VNG_RS03975	VNG_RS01250	0.994919	0	0.155556	0.093666	0.117801	0.116927	0	-1.000000	0.061971
VNG_RS03955	VNG_RS03570	0.994912	1	0.156805	0.094558	0.118862	0.117974	1	1.000000	0.061901
VNG_RS06830	VNG_RS07155	0.994904	0	0.156573	0.094558	0.118770	0.117909	0	1.000000	0.061750
VNG_RS08425	VNG_RS08410	0.994897	0	0.156342	0.094558	0.118678	0.117843	0	1.000000	0.061724
VNG_RS03415	VNG_RS01165	0.994889	0	0.156112	0.094558	0.118585	0.117778	0	1.000000	0.061723
VNG_RS11125	VNG_RS11535	0.994882	0	0.155882	0.094558	0.118494	0.117712	0	1.000000	0.061711
VNG_RS11430	VNG_RS05640	0.994874	0	0.155653	0.094558	0.118402	0.117647	0	1.000000	0.061579
VNG_RS00875	VNG_RS08745	0.994867	0	0.155425	0.094558	0.118310	0.117582	0	-1.000000	0.061512
VNG_RS11410	VNG_RS06890	0.994859	0	0.155198	0.094558	0.118219	0.117517	0	-1.000000	0.061408
VNG_RS03955	VNG_RS01795	0.994851	0	0.154971	0.094558	0.118128	0.117452	0	1.000000	0.061375
VNG_RS09430	VNG_RS12485	0.994844	0	0.154745	0.094558	0.118037	0.117386	0	-1.000000	0.061364
VNG_RS12015	VNG_RS00150	0.994836	0	0.154519	0.094558	0.117946	0.117322	0	1.000000	0.061197
VNG_RS13190	VNG_RS05640	0.994829	0	0.154294	0.094558	0.117856	0.117257	0	1.000000	0.061182
VNG_RS09250	VNG_RS01165	0.994821	0	0.154070	0.094558	0.117765	0.117192	0	-1.000000	0.061169
VNG_RS00255	VNG_RS07890	0.994814	0	0.153846	0.094558	0.117675	0.117127	0	1.000000	0.060993
VNG_RS09435	VNG_RS03245	0.994806	0	0.153623	0.094558	0.117585	0.117062	0	1.000000	0.060839
VNG_RS00640	VNG_RS06275	0.994799	0	0.153401	0.094558	0.117496	0.116998	0	-1.000000	0.060812
VNG_RS11385	VNG_RS05365	0.994791	0	0.153179	0.094558	0.117406	0.116933	0	-1.000000	0.060711
VNG_RS11890	VNG_RS04845	0.994784	0	0.152958	0.094558	0.117317	0.116869	0	1.000000	0.060611
VNG_RS03155	VNG_RS03570	0.994776	1	0.154179	0.095450	0.118365	0.117906	1	1.000000	0.060575
VNG_RS00870	VNG_RS01250	0.994769	0	0.153957	0.095450	0.118275	0.117841	0	-1.000000	0.060491
VNG_RS12270	VNG_RS00150	0.994761	0	0.153736	0.095450	0.118186	0.117777	0	1.000000	0.060455
VNG_RS08595	VNG_RS05455	0.994753	0	0.153515	0.095450	0.118096	0.117712	0	1.000000	0.060436
VNG_RS08255	VNG_RS01250	0.994746	0	0.153295	0.095450	0.118007	0.117647	0	-1.000000	0.060419
VNG_RS00115	VNG_RS06030	0.994738	0	0.153076	0.095450	0.117918	0.117582	0	1.000000	0.060258
VNG_RS13635	VNG_RS03275	0.994731	0	0.152857	0.095450	0.117829	0.117518	0	1.000000	0.060204
VNG_RS13595	VNG_RS12310	0.994723	0	0.152639	0.095450	0.117740	0.117453	0	1.000000	0.060055
VNG_RS00880	VNG_RS12745	0.994716	0	0.152422	0.095450	0.117652	0.117389	0	1.000000	0.059993
VNG_RS12535	VNG_RS00795	0.994708	0	0.152205	0.095450	0.117564	0.117325	0	1.000000	0.059893
VNG_RS01145	VNG_RS10430	0.994701	0	0.151989	0.095450	0.117476	0.117260	0	1.000000	0.059784
VNG_RS02420	VNG_RS00150	0.994693	0	0.151773	0.095450	0.117388	0.117196	0	1.000000	0.059730
VNG_RS03205	VNG_RS05870	0.994686	0	0.151558	0.095450	0.117300	0.117132	0	-1.000000	0.059691
VNG_RS01060	VNG_RS06275	0.994678	0	0.151344	0.095450	0.117212	0.117068	0	-1.000000	0.059638
VNG_RS00470	VNG_RS00145	0.994671	0	0.151130	0.095450	0.117125	0.117004	0	1.000000	0.059582
VNG_RS00635	VNG_RS00145	0.994663	0	0.150917	0.095450	0.117038	0.116940	0	1.000000	0.059521
VNG_RS11350	VNG_RS05555	0.994655	0	0.150704	0.095450	0.116951	0.116876	0	1.000000	0.059498
VNG_RS12545	VNG_RS07155	0.994648	0	0.150492	0.095450	0.116864	0.116812	0	1.000000	0.059345
VNG_RS03650	VNG_RS10285	0.994640	1	0.151685	0.096343	0.117900	0.117840	1	1.000000	0.059326
VNG_RS01370	VNG_RS06030	0.994633	0	0.151473	0.096343	0.117813	0.117775	0	1.000000	0.059316
VNG_RS11355	VNG_RS07385	0.994625	0	0.151261	0.096343	0.117726	0.117711	0	-1.000000	0.059287
VNG_RS11200	VNG_RS06030	0.994618	0	0.151049	0.096343	0.117639	0.117647	0	1.000000	0.059129
VNG_RS04620	VNG_RS05270	0.994610	0	0.150838	0.096343	0.117552	0.117583	0	-1.000000	0.059001
VNG_RS08380	VNG_RS07310	0.994603	0	0.150628	0.096343	0.117466	0.117519	0	-1.000000	0.058989
VNG_RS09250	VNG_RS01795	0.994595	0	0.150418	0.096343	0.117380	0.117455	0	1.000000	0.058974
VNG_RS11720	VNG_RS05805	0.994588	0	0.150209	0.096343	0.117293	0.117391	0	1.000000	0.058719
VNG_RS02910	VNG_RS09875	0.994580	0	0.150000	0.096343	0.117207	0.117328	0	-1.000000	0.058702
VNG_RS06960	VNG_RS05475	0.994573	0	0.149792	0.096343	0.117121	0.117264	0	1.000000	0.058687
VNG_RS04900	VNG_RS00605	0.994565	0	0.149584	0.096343	0.117036	0.117200	0	-1.000000	0.058671
VNG_RS08930	VNG_RS05475	0.994557	0	0.149378	0.096343	0.116950	0.117137	0	1.000000	0.058485
VNG_RS07650	VNG_RS05800	0.994550	0	0.149171	0.096343	0.116865	0.117073	0	1.000000	0.058420
VNG_RS10400	VNG_RS05870	0.994542	0	0.148966	0.096343	0.116780	0.117010	0	1.000000	0.058410
VNG_RS12370	VNG_RS00590	0.994535	0	0.148760	0.096343	0.116695	0.116946	0	-1.000000	0.058394
VNG_RS05845	VNG_RS06930	0.994527	0	0.148556	0.096343	0.116610	0.116883	0	1.000000	0.058373
VNG_RS06335	VNG_RS09875	0.994520	0	0.148352	0.096343	0.116525	0.116820	0	1.000000	0.058360
VNG_RS04690	VNG_RS12310	0.994512	0	0.148148	0.096343	0.116441	0.116757	0	1.000000	0.058346
VNG_RS08735	VNG_RS09565	0.994505	0	0.147945	0.096343	0.116357	0.116694	0	1.000000	0.058319
VNG_RS10450	VNG_RS01465	0.994497	1	0.149111	0.097235	0.117381	0.117711	1	1.000000	0.058309
VNG_RS04115	VNG_RS02975	0.994490	0	0.148907	0.097235	0.117296	0.117647	0	-1.000000	0.058283
VNG_RS11575	VNG_RS03010	0.994482	0	0.148704	0.097235	0.117212	0.117584	0	1.000000	0.058283
VNG_RS04585	VNG_RS07890	0.994475	1	0.149864	0.098127	0.118234	0.118598	1	1.000000	0.058269
VNG_RS04650	VNG_RS11640	0.994467	0	0.149660	0.098127	0.118149	0.118534	0	1.000000	0.058248
VNG_RS06935	VNG_RS06030	0.994459	0	0.149457	0.098127	0.118064	0.118471	0	-1.000000	0.058217
VNG_RS04615	VNG_RS01005	0.994452	0	0.149254	0.098127	0.117980	0.118407	0	1.000000	0.058192
VNG_RS01830	VNG_RS05640	0.994444	0	0.149051	0.098127	0.117895	0.118343	0	1.000000	0.058181
VNG_RS00695	VNG_RS08510	0.994437	0	0.148850	0.098127	0.117811	0.118280	0	1.000000	0.058168
VNG_RS12300	VNG_RS05700	0.994429	0	0.148649	0.098127	0.117727	0.118216	0	-1.000000	0.058115
VNG_RS03395	VNG_RS02000	0.994422	0	0.148448	0.098127	0.117643	0.118153	0	-1.000000	0.058018
VNG_RS04145	VNG_RS02975	0.994414	0	0.148248	0.098127	0.117559	0.118089	0	1.000000	0.057994
VNG_RS10030	VNG_RS00150	0.994407	0	0.148048	0.098127	0.117475	0.118026	0	1.000000	0.057884
VNG_RS13645	VNG_RS05805	0.994399	0	0.147849	0.098127	0.117392	0.117962	0	1.000000	0.057825
VNG_RS13335	VNG_RS04760	0.994392	0	0.147651	0.098127	0.117309	0.117899	0	-1.000000	0.057735
VNG_RS06345	VNG_RS05800	0.994384	0	0.147453	0.098127	0.117226	0.117836	0	1.000000	0.057641
VNG_RS02615	VNG_RS04845	0.994377	0	0.147256	0.098127	0.117143	0.117773	0	1.000000	0.057635
VNG_RS05610	VNG_RS11050	0.994369	0	0.147059	0.098127	0.117060	0.117710	0	-1.000000	0.057629
VNG_RS12230	VNG_RS10335	0.994361	0	0.146862	0.098127	0.116977	0.117647	0	1.000000	0.057483
VNG_RS02105	VNG_RS02765	0.994354	0	0.146667	0.098127	0.116895	0.117584	0	-1.000000	0.057355
VNG_RS01765	VNG_RS07115	0.994346	0	0.146471	0.098127	0.116812	0.117521	0	1.000000	0.057348
VNG_RS11135	VNG_RS00150	0.994339	0	0.146277	0.098127	0.116730	0.117459	0	1.000000	0.057197
VNG_RS05790	VNG_RS09565	0.994331	0	0.146082	0.098127	0.116648	0.117396	0	1.000000	0.057185
VNG_RS03780	VNG_RS07115	0.994324	0	0.145889	0.098127	0.116567	0.117333	0	1.000000	0.057163
VNG_RS03175	VNG_RS11535	0.994316	0	0.145695	0.098127	0.116485	0.117271	0	1.000000	0.057115
VNG_RS06830	VNG_RS07890	0.994309	0	0.145503	0.098127	0.116403	0.117208	0	-1.000000	0.057032
VNG_RS01140	VNG_RS12745	0.994301	0	0.145310	0.098127	0.116322	0.117146	0	-1.000000	0.056964
VNG_RS06410	VNG_RS01795	0.994294	0	0.145119	0.098127	0.116241	0.117084	0	-1.000000	0.056962
VNG_RS13260	VNG_RS00275	0.994286	0	0.144928	0.098127	0.116160	0.117021	0	1.000000	0.056943
VNG_RS12700	VNG_RS08410	0.994279	0	0.144737	0.098127	0.116079	0.116959	0	-1.000000	0.056927
VNG_RS07820	VNG_RS00640	0.994271	0	0.144547	0.098127	0.115998	0.116897	0	-1.000000	0.056919
VNG_RS00635	VNG_RS00150	0.994263	0	0.144357	0.098127	0.115918	0.116835	0	-1.000000	0.056899
VNG_RS11390	VNG_RS08180	0.994256	0	0.144168	0.098127	0.115837	0.116773	0	-1.000000	0.056820
VNG_RS10400	VNG_RS01755	0.994248	0	0.143979	0.098127	0.115757	0.116711	0	-1.000000	0.056763
VNG_RS01370	VNG_RS07155	0.994241	0	0.143791	0.098127	0.115677	0.116649	0	1.000000	0.056681
VNG_RS04790	VNG_RS12735	0.994233	0	0.143603	0.098127	0.115597	0.116587	0	1.000000	0.056578
VNG_RS05690	VNG_RS05700	0.994226	1	0.144720	0.099019	0.116600	0.117585	1	1.000000	0.056493
VNG_RS06725	VNG_RS06030	0.994218	0	0.144531	0.099019	0.116519	0.117522	0	1.000000	0.056379
VNG_RS02965	VNG_RS02975	0.994211	1	0.145644	0.099911	0.117520	0.118519	1	1.000000	0.056310
VNG_RS07675	VNG_RS00145	0.994203	0	0.145455	0.099911	0.117439	0.118456	0	1.000000	0.056264
VNG_RS13180	VNG_RS10370	0.994196	0	0.145266	0.099911	0.117359	0.118393	0	-1.000000	0.056246
