target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
VNG_RS09675	VNG_RS08840	0.999751	1	0.941176	0.028546	0.163528	0.055411	1	1.000000	0.320957
VNG_RS11575	VNG_RS01755	0.999744	0	0.914286	0.028546	0.161154	0.055363	0	1.000000	0.309725
VNG_RS12325	VNG_RS12310	0.999736	0	0.888889	0.028546	0.158879	0.055315	0	1.000000	0.309543
VNG_RS04790	VNG_RS01250	0.999729	1	0.891892	0.029438	0.161617	0.056995	1	1.000000	0.301476
VNG_RS10450	VNG_RS07115	0.999721	1	0.894737	0.030330	0.164312	0.058671	1	1.000000	0.300242
VNG_RS05675	VNG_RS03875	0.999714	1	0.897436	0.031222	0.166965	0.060345	1	1.000000	0.292492
VNG_RS08830	VNG_RS08885	0.999706	1	0.900000	0.032114	0.169578	0.062016	1	1.000000	0.289514
VNG_RS06935	VNG_RS06930	0.999698	1	0.902439	0.033006	0.172152	0.063683	1	1.000000	0.287854
VNG_RS01005	VNG_RS04605	0.999691	1	0.904762	0.033898	0.174690	0.065348	1	1.000000	0.269632
VNG_RS12745	VNG_RS12735	0.999683	0	0.883721	0.033898	0.172627	0.065292	0	1.000000	0.264028
VNG_RS08090	VNG_RS08105	0.999676	1	0.886364	0.034790	0.175148	0.066953	1	1.000000	0.263659
VNG_RS10215	VNG_RS05785	0.999668	1	0.888889	0.035682	0.177635	0.068611	1	1.000000	0.261763
VNG_RS06190	VNG_RS11535	0.999661	0	0.869565	0.035682	0.175675	0.068552	0	1.000000	0.261406
VNG_RS03785	VNG_RS07890	0.999653	1	0.872340	0.036574	0.178144	0.070205	1	1.000000	0.255121
VNG_RS09230	VNG_RS10230	0.999646	0	0.854167	0.036574	0.176260	0.070145	0	-1.000000	0.253801
VNG_RS01605	VNG_RS04180	0.999638	1	0.857143	0.037467	0.178711	0.071795	1	1.000000	0.251281
VNG_RS08090	VNG_RS04280	0.999631	1	0.860000	0.038359	0.181130	0.073442	1	1.000000	0.250720
VNG_RS03785	VNG_RS07115	0.999623	0	0.843137	0.038359	0.179328	0.073379	0	1.000000	0.245548
VNG_RS04465	VNG_RS01645	0.999616	0	0.826923	0.038359	0.177578	0.073316	0	1.000000	0.242009
VNG_RS03565	VNG_RS03875	0.999608	1	0.830189	0.039251	0.179990	0.074957	1	1.000000	0.241151
VNG_RS07925	VNG_RS00725	0.999600	1	0.833333	0.040143	0.182372	0.076596	1	1.000000	0.241118
VNG_RS01385	VNG_RS06890	0.999593	0	0.818182	0.040143	0.180689	0.076531	0	-1.000000	0.240600
VNG_RS07925	VNG_RS00395	0.999585	1	0.821429	0.041035	0.183052	0.078165	1	1.000000	0.239769
VNG_RS13510	VNG_RS07385	0.999578	0	0.807018	0.041035	0.181423	0.078098	0	-1.000000	0.236376
VNG_RS11375	VNG_RS02325	0.999570	0	0.793103	0.041035	0.179836	0.078032	0	1.000000	0.236066
VNG_RS05710	VNG_RS10335	0.999563	0	0.779661	0.041035	0.178289	0.077966	0	1.000000	0.234823
VNG_RS09675	VNG_RS09685	0.999555	1	0.783333	0.041927	0.180645	0.079594	1	1.000000	0.233648
VNG_RS03465	VNG_RS07115	0.999548	0	0.770492	0.041927	0.179142	0.079526	0	1.000000	0.229769
VNG_RS03745	VNG_RS01645	0.999540	0	0.758065	0.041927	0.177676	0.079459	0	-1.000000	0.227574
VNG_RS11825	VNG_RS07155	0.999533	0	0.746032	0.041927	0.176244	0.079392	0	1.000000	0.225802
VNG_RS10010	VNG_RS10085	0.999525	1	0.750000	0.042819	0.178588	0.081013	1	1.000000	0.218981
VNG_RS03785	VNG_RS03570	0.999518	1	0.753846	0.043711	0.180907	0.082631	1	1.000000	0.218827
VNG_RS03465	VNG_RS03480	0.999510	1	0.757576	0.044603	0.183200	0.084246	1	1.000000	0.216898
VNG_RS03315	VNG_RS06930	0.999502	1	0.761194	0.045495	0.185470	0.085859	1	1.000000	0.215809
VNG_RS00105	VNG_RS07385	0.999495	0	0.750000	0.045495	0.184086	0.085786	0	-1.000000	0.214291
VNG_RS09705	VNG_RS01780	0.999487	1	0.753623	0.046387	0.186336	0.087395	1	1.000000	0.211762
VNG_RS01895	VNG_RS01520	0.999480	0	0.742857	0.046387	0.184985	0.087322	0	1.000000	0.210470
VNG_RS09765	VNG_RS05785	0.999472	1	0.746479	0.047279	0.187216	0.088926	1	1.000000	0.208833
VNG_RS10450	VNG_RS00395	0.999465	1	0.750000	0.048171	0.189424	0.090528	1	1.000000	0.205863
VNG_RS05715	VNG_RS05700	0.999457	1	0.753425	0.049063	0.191612	0.092127	1	1.000000	0.205790
VNG_RS05495	VNG_RS11640	0.999450	0	0.743243	0.049063	0.190298	0.092050	0	1.000000	0.203950
VNG_RS10290	VNG_RS08840	0.999442	0	0.733333	0.049063	0.189011	0.091973	0	1.000000	0.198667
VNG_RS12525	VNG_RS07385	0.999435	0	0.723684	0.049063	0.187749	0.091896	0	-1.000000	0.197035
VNG_RS01590	VNG_RS00605	0.999427	0	0.714286	0.049063	0.186512	0.091820	0	1.000000	0.194073
VNG_RS13040	VNG_RS07155	0.999420	0	0.705128	0.049063	0.185298	0.091743	0	1.000000	0.192401
VNG_RS11475	VNG_RS01465	0.999412	0	0.696203	0.049063	0.184108	0.091667	0	1.000000	0.192184
VNG_RS06290	VNG_RS05395	0.999404	1	0.700000	0.049955	0.186286	0.093256	1	1.000000	0.191949
VNG_RS11400	VNG_RS11535	0.999397	0	0.691358	0.049955	0.185119	0.093178	0	1.000000	0.191621
VNG_RS04915	VNG_RS07115	0.999389	0	0.682927	0.049955	0.183973	0.093101	0	1.000000	0.190013
VNG_RS12015	VNG_RS08410	0.999382	0	0.674699	0.049955	0.182848	0.093023	0	1.000000	0.186977
VNG_RS13560	VNG_RS07385	0.999374	0	0.666667	0.049955	0.181742	0.092946	0	-1.000000	0.186742
VNG_RS03175	VNG_RS07890	0.999367	1	0.670588	0.050847	0.183904	0.094527	1	1.000000	0.185725
VNG_RS09205	VNG_RS09875	0.999359	0	0.662791	0.050847	0.182818	0.094449	0	1.000000	0.185218
VNG_RS12745	VNG_RS07155	0.999352	0	0.655172	0.050847	0.181751	0.094371	0	1.000000	0.184869
VNG_RS00580	VNG_RS08410	0.999344	0	0.647727	0.050847	0.180702	0.094293	0	1.000000	0.182464
VNG_RS05720	VNG_RS03875	0.999337	1	0.651685	0.051740	0.182844	0.095868	1	1.000000	0.180728
VNG_RS08380	VNG_RS05805	0.999329	0	0.644444	0.051740	0.181812	0.095789	0	1.000000	0.180440
VNG_RS05055	VNG_RS01755	0.999322	0	0.637363	0.051740	0.180798	0.095710	0	1.000000	0.180343
VNG_RS12320	VNG_RS12310	0.999314	0	0.630435	0.051740	0.179799	0.095631	0	1.000000	0.179696
VNG_RS03870	VNG_RS12310	0.999306	0	0.623656	0.051740	0.178817	0.095552	0	1.000000	0.178150
VNG_RS09900	VNG_RS09875	0.999299	1	0.627660	0.052632	0.180938	0.097119	1	1.000000	0.177377
VNG_RS13365	VNG_RS11535	0.999291	0	0.621053	0.052632	0.179971	0.097039	0	1.000000	0.176756
VNG_RS11450	VNG_RS07825	0.999284	0	0.614583	0.052632	0.179018	0.096960	0	1.000000	0.176462
VNG_RS12330	VNG_RS12310	0.999276	0	0.608247	0.052632	0.178080	0.096880	0	1.000000	0.176122
VNG_RS07895	VNG_RS07155	0.999269	0	0.602041	0.052632	0.177157	0.096801	0	1.000000	0.175960
VNG_RS06440	VNG_RS06275	0.999261	0	0.595960	0.052632	0.176248	0.096721	0	-1.000000	0.175811
VNG_RS12275	VNG_RS07115	0.999254	0	0.590000	0.052632	0.175352	0.096642	0	1.000000	0.174179
VNG_RS12700	VNG_RS11535	0.999246	0	0.584158	0.052632	0.174469	0.096563	0	1.000000	0.171585
VNG_RS02745	VNG_RS02760	0.999239	1	0.588235	0.053524	0.176564	0.098119	1	1.000000	0.171531
VNG_RS02885	VNG_RS00660	0.999231	1	0.592233	0.054416	0.178642	0.099673	1	1.000000	0.169708
VNG_RS07825	VNG_RS02325	0.999224	0	0.586538	0.054416	0.177769	0.099592	0	1.000000	0.168346
VNG_RS09205	VNG_RS00605	0.999216	0	0.580952	0.054416	0.176908	0.099511	0	1.000000	0.167836
VNG_RS05695	VNG_RS05800	0.999208	1	0.584906	0.055308	0.178967	0.101059	1	1.000000	0.167400
VNG_RS07325	VNG_RS10335	0.999201	0	0.579439	0.055308	0.178117	0.100977	0	1.000000	0.165244
VNG_RS12305	VNG_RS12310	0.999193	0	0.574074	0.055308	0.177279	0.100895	0	1.000000	0.164846
VNG_RS05885	VNG_RS05870	0.999186	1	0.577982	0.056200	0.179319	0.102439	1	1.000000	0.164190
VNG_RS07925	VNG_RS05030	0.999178	0	0.572727	0.056200	0.178490	0.102356	0	1.000000	0.161157
VNG_RS05220	VNG_RS09875	0.999171	0	0.567568	0.056200	0.177673	0.102273	0	1.000000	0.161102
VNG_RS00275	VNG_RS01005	0.999163	0	0.562500	0.056200	0.176866	0.102190	0	1.000000	0.160129
VNG_RS04400	VNG_RS02585	0.999156	0	0.557522	0.056200	0.176070	0.102107	0	-1.000000	0.157935
VNG_RS07565	VNG_RS12735	0.999148	0	0.552632	0.056200	0.175285	0.102024	0	1.000000	0.157211
VNG_RS08090	VNG_RS07115	0.999141	0	0.547826	0.056200	0.174509	0.101942	0	1.000000	0.154108
VNG_RS10050	VNG_RS01835	0.999133	0	0.543103	0.056200	0.173744	0.101859	0	1.000000	0.153804
VNG_RS02765	VNG_RS01050	0.999126	1	0.547009	0.057092	0.175756	0.103393	1	1.000000	0.153779
VNG_RS03565	VNG_RS05700	0.999118	1	0.550847	0.057984	0.177754	0.104923	1	1.000000	0.153738
VNG_RS01935	VNG_RS06930	0.999110	0	0.546218	0.057984	0.176995	0.104839	0	1.000000	0.152592
VNG_RS01965	VNG_RS08410	0.999103	0	0.541667	0.057984	0.176244	0.104754	0	-1.000000	0.152479
VNG_RS06190	VNG_RS07155	0.999095	0	0.537190	0.057984	0.175503	0.104670	0	-1.000000	0.152474
VNG_RS12780	VNG_RS11535	0.999088	0	0.532787	0.057984	0.174771	0.104586	0	1.000000	0.152059
VNG_RS11985	VNG_RS08410	0.999080	0	0.528455	0.057984	0.174048	0.104502	0	1.000000	0.151316
VNG_RS05495	VNG_RS02575	0.999073	1	0.532258	0.058876	0.176022	0.106024	1	1.000000	0.150814
VNG_RS13345	VNG_RS07115	0.999065	0	0.528000	0.058876	0.175306	0.105939	0	-1.000000	0.150767
VNG_RS10085	VNG_RS02095	0.999058	1	0.531746	0.059768	0.177265	0.107458	1	1.000000	0.150205
VNG_RS06835	VNG_RS02575	0.999050	0	0.527559	0.059768	0.176554	0.107372	0	1.000000	0.149727
VNG_RS05360	VNG_RS07890	0.999043	1	0.531250	0.060660	0.178499	0.108887	1	1.000000	0.149517
VNG_RS00045	VNG_RS08105	0.999035	0	0.527132	0.060660	0.177795	0.108800	0	-1.000000	0.148390
VNG_RS13645	VNG_RS02000	0.999028	0	0.523077	0.060660	0.177099	0.108713	0	-1.000000	0.148338
VNG_RS07445	VNG_RS07385	0.999020	0	0.519084	0.060660	0.176411	0.108626	0	1.000000	0.147639
VNG_RS09430	VNG_RS02975	0.999013	1	0.522727	0.061552	0.178336	0.110136	1	1.000000	0.147088
VNG_RS12460	VNG_RS01005	0.999005	0	0.518797	0.061552	0.177654	0.110048	0	1.000000	0.146704
VNG_RS03015	VNG_RS03010	0.998997	1	0.522388	0.062444	0.179565	0.111554	1	1.000000	0.145477
VNG_RS09245	VNG_RS09875	0.998990	0	0.518519	0.062444	0.178888	0.111465	0	1.000000	0.144377
VNG_RS12705	VNG_RS07155	0.998982	0	0.514706	0.062444	0.178219	0.111376	0	1.000000	0.143806
VNG_RS03855	VNG_RS12310	0.998975	0	0.510949	0.062444	0.177557	0.111288	0	1.000000	0.143211
VNG_RS00265	VNG_RS00150	0.998967	0	0.507246	0.062444	0.176902	0.111199	0	-1.000000	0.143207
VNG_RS09430	VNG_RS08510	0.998960	1	0.510791	0.063336	0.178793	0.112698	1	1.000000	0.142689
VNG_RS02950	VNG_RS00275	0.998952	0	0.507143	0.063336	0.178143	0.112609	0	1.000000	0.142629
VNG_RS04345	VNG_RS12310	0.998945	0	0.503546	0.063336	0.177500	0.112520	0	1.000000	0.142250
VNG_RS11060	VNG_RS07470	0.998937	0	0.500000	0.063336	0.176863	0.112431	0	1.000000	0.140929
VNG_RS09430	VNG_RS01250	0.998930	1	0.503497	0.064228	0.178737	0.113924	1	1.000000	0.140250
VNG_RS00745	VNG_RS01250	0.998922	0	0.500000	0.064228	0.178105	0.113834	0	-1.000000	0.140211
VNG_RS12290	VNG_RS07115	0.998915	0	0.496552	0.064228	0.177479	0.113744	0	1.000000	0.139984
VNG_RS07895	VNG_RS00660	0.998907	1	0.500000	0.065120	0.179338	0.115233	1	1.000000	0.139106
VNG_RS12230	VNG_RS06275	0.998899	0	0.496599	0.065120	0.178717	0.115142	0	1.000000	0.138967
VNG_RS02880	VNG_RS01835	0.998892	0	0.493243	0.065120	0.178102	0.115051	0	1.000000	0.137582
VNG_RS13070	VNG_RS01645	0.998884	0	0.489933	0.065120	0.177493	0.114961	0	-1.000000	0.137131
VNG_RS08560	VNG_RS05700	0.998877	0	0.486667	0.065120	0.176891	0.114870	0	-1.000000	0.137047
VNG_RS09000	VNG_RS00605	0.998869	0	0.483444	0.065120	0.176294	0.114780	0	1.000000	0.137000
VNG_RS09495	VNG_RS05785	0.998862	0	0.480263	0.065120	0.175703	0.114690	0	1.000000	0.136386
VNG_RS11120	VNG_RS11535	0.998854	0	0.477124	0.065120	0.175118	0.114600	0	1.000000	0.136085
VNG_RS00870	VNG_RS00275	0.998847	0	0.474026	0.065120	0.174538	0.114510	0	1.000000	0.136084
VNG_RS02585	VNG_RS06275	0.998839	0	0.470968	0.065120	0.173964	0.114420	0	-1.000000	0.135971
VNG_RS13255	VNG_RS10085	0.998832	0	0.467949	0.065120	0.173396	0.114330	0	-1.000000	0.135207
VNG_RS13345	VNG_RS10230	0.998824	0	0.464968	0.065120	0.172833	0.114241	0	1.000000	0.134955
VNG_RS11255	VNG_RS01645	0.998817	0	0.462025	0.065120	0.172275	0.114152	0	-1.000000	0.134619
VNG_RS12285	VNG_RS07115	0.998809	0	0.459119	0.065120	0.171723	0.114062	0	1.000000	0.134535
VNG_RS02110	VNG_RS09875	0.998801	0	0.456250	0.065120	0.171176	0.113973	0	1.000000	0.134332
VNG_RS13660	VNG_RS11535	0.998794	0	0.453416	0.065120	0.170634	0.113885	0	1.000000	0.133911
VNG_RS05025	VNG_RS07385	0.998786	0	0.450617	0.065120	0.170097	0.113796	0	-1.000000	0.133518
VNG_RS11110	VNG_RS11535	0.998779	0	0.447853	0.065120	0.169564	0.113707	0	1.000000	0.133463
VNG_RS00275	VNG_RS01465	0.998771	0	0.445122	0.065120	0.169037	0.113619	0	-1.000000	0.132701
VNG_RS10180	VNG_RS01465	0.998764	0	0.442424	0.065120	0.168514	0.113530	0	-1.000000	0.132037
VNG_RS03565	VNG_RS02575	0.998756	1	0.445783	0.066012	0.170320	0.114996	1	1.000000	0.131979
VNG_RS05610	VNG_RS12735	0.998749	0	0.443114	0.066012	0.169800	0.114907	0	1.000000	0.131594
VNG_RS12210	VNG_RS00150	0.998741	0	0.440476	0.066012	0.169284	0.114818	0	1.000000	0.131485
VNG_RS07725	VNG_RS08410	0.998734	0	0.437870	0.066012	0.168773	0.114729	0	-1.000000	0.131167
VNG_RS12310	VNG_RS07385	0.998726	0	0.435294	0.066012	0.168267	0.114640	0	-1.000000	0.130855
VNG_RS10400	VNG_RS10430	0.998719	0	0.432749	0.066012	0.167764	0.114551	0	1.000000	0.130251
VNG_RS12315	VNG_RS12310	0.998711	0	0.430233	0.066012	0.167267	0.114462	0	1.000000	0.130158
VNG_RS02910	VNG_RS08745	0.998703	0	0.427746	0.066012	0.166773	0.114374	0	-1.000000	0.130057
VNG_RS02005	VNG_RS09550	0.998696	1	0.431034	0.066905	0.168554	0.115830	1	1.000000	0.129663
VNG_RS00780	VNG_RS06030	0.998688	0	0.428571	0.066905	0.168062	0.115741	0	1.000000	0.129476
VNG_RS03935	VNG_RS01645	0.998681	0	0.426136	0.066905	0.167575	0.115652	0	-1.000000	0.129316
VNG_RS04135	VNG_RS08410	0.998673	0	0.423729	0.066905	0.167091	0.115562	0	-1.000000	0.128985
VNG_RS13675	VNG_RS00150	0.998666	0	0.421348	0.066905	0.166612	0.115473	0	1.000000	0.128765
VNG_RS11940	VNG_RS07155	0.998658	0	0.418994	0.066905	0.166137	0.115385	0	1.000000	0.128396
VNG_RS13555	VNG_RS08510	0.998651	0	0.416667	0.066905	0.165665	0.115296	0	-1.000000	0.127492
VNG_RS01590	VNG_RS05430	0.998643	0	0.414365	0.066905	0.165198	0.115207	0	1.000000	0.126849
VNG_RS09525	VNG_RS01795	0.998636	0	0.412088	0.066905	0.164734	0.115119	0	1.000000	0.126781
VNG_RS02100	VNG_RS09875	0.998628	0	0.409836	0.066905	0.164275	0.115031	0	1.000000	0.126775
VNG_RS01595	VNG_RS10430	0.998621	0	0.407609	0.066905	0.163818	0.114943	0	-1.000000	0.126773
VNG_RS08810	VNG_RS08105	0.998613	0	0.405405	0.066905	0.163366	0.114855	0	1.000000	0.126006
VNG_RS05015	VNG_RS11535	0.998605	0	0.403226	0.066905	0.162917	0.114767	0	-1.000000	0.125985
VNG_RS08940	VNG_RS11535	0.998598	0	0.401070	0.066905	0.162472	0.114679	0	1.000000	0.125913
VNG_RS04900	VNG_RS05455	0.998590	0	0.398936	0.066905	0.162030	0.114591	0	1.000000	0.125632
VNG_RS03950	VNG_RS02095	0.998583	0	0.396825	0.066905	0.161592	0.114504	0	1.000000	0.125560
VNG_RS06090	VNG_RS01035	0.998575	0	0.394737	0.066905	0.161157	0.114416	0	-1.000000	0.124694
VNG_RS04830	VNG_RS00660	0.998568	1	0.397906	0.067797	0.162892	0.115854	1	1.000000	0.124617
VNG_RS00145	VNG_RS07825	0.998560	0	0.395833	0.067797	0.162459	0.115765	0	-1.000000	0.124431
VNG_RS12575	VNG_RS04605	0.998553	0	0.393782	0.067797	0.162029	0.115677	0	1.000000	0.124203
VNG_RS00640	VNG_RS08510	0.998545	0	0.391753	0.067797	0.161602	0.115589	0	1.000000	0.124000
VNG_RS06165	VNG_RS06275	0.998538	0	0.389744	0.067797	0.161178	0.115502	0	1.000000	0.123924
VNG_RS08490	VNG_RS00660	0.998530	1	0.392857	0.068689	0.162896	0.116932	1	1.000000	0.123629
VNG_RS01805	VNG_RS05395	0.998523	0	0.390863	0.068689	0.162473	0.116844	0	-1.000000	0.123616
VNG_RS00280	VNG_RS01465	0.998515	0	0.388889	0.068689	0.162054	0.116755	0	-1.000000	0.123315
VNG_RS12795	VNG_RS00150	0.998507	0	0.386935	0.068689	0.161637	0.116667	0	1.000000	0.123208
VNG_RS07535	VNG_RS00605	0.998500	0	0.385000	0.068689	0.161224	0.116578	0	1.000000	0.123008
VNG_RS13220	VNG_RS03570	0.998492	0	0.383085	0.068689	0.160814	0.116490	0	-1.000000	0.122920
VNG_RS03985	VNG_RS10230	0.998485	0	0.381188	0.068689	0.160406	0.116402	0	-1.000000	0.122821
VNG_RS01765	VNG_RS05800	0.998477	0	0.379310	0.068689	0.160002	0.116314	0	-1.000000	0.122626
VNG_RS09210	VNG_RS07825	0.998470	0	0.377451	0.068689	0.159601	0.116226	0	1.000000	0.122510
VNG_RS01805	VNG_RS00145	0.998462	0	0.375610	0.068689	0.159203	0.116139	0	1.000000	0.122467
VNG_RS12305	VNG_RS04605	0.998455	0	0.373786	0.068689	0.158807	0.116051	0	-1.000000	0.122395
VNG_RS11225	VNG_RS04605	0.998447	0	0.371981	0.068689	0.158415	0.115964	0	1.000000	0.122251
VNG_RS06435	VNG_RS01250	0.998440	0	0.370192	0.068689	0.158025	0.115877	0	-1.000000	0.121576
VNG_RS06440	VNG_RS01795	0.998432	0	0.368421	0.068689	0.157638	0.115789	0	1.000000	0.121146
VNG_RS13225	VNG_RS11895	0.998425	0	0.366667	0.068689	0.157253	0.115702	0	1.000000	0.120964
VNG_RS05715	VNG_RS01465	0.998417	0	0.364929	0.068689	0.156872	0.115616	0	-1.000000	0.120764
VNG_RS01570	VNG_RS12735	0.998409	0	0.363208	0.068689	0.156493	0.115529	0	1.000000	0.120585
VNG_RS12220	VNG_RS10490	0.998402	0	0.361502	0.068689	0.156117	0.115442	0	1.000000	0.120280
VNG_RS06815	VNG_RS02845	0.998394	0	0.359813	0.068689	0.155743	0.115356	0	1.000000	0.120127
VNG_RS11200	VNG_RS02325	0.998387	0	0.358140	0.068689	0.155372	0.115269	0	1.000000	0.119289
VNG_RS07545	VNG_RS01005	0.998379	0	0.356481	0.068689	0.155004	0.115183	0	1.000000	0.118733
VNG_RS07845	VNG_RS06030	0.998372	0	0.354839	0.068689	0.154638	0.115097	0	1.000000	0.118588
VNG_RS09335	VNG_RS09565	0.998364	0	0.353211	0.068689	0.154274	0.115011	0	1.000000	0.118372
VNG_RS12310	VNG_RS03875	0.998357	0	0.351598	0.068689	0.153913	0.114925	0	1.000000	0.117864
VNG_RS01015	VNG_RS03275	0.998349	0	0.350000	0.068689	0.153555	0.114840	0	1.000000	0.117681
VNG_RS04400	VNG_RS05030	0.998342	0	0.348416	0.068689	0.153199	0.114754	0	-1.000000	0.117641
VNG_RS02745	VNG_RS07825	0.998334	0	0.346847	0.068689	0.152845	0.114669	0	-1.000000	0.117411
VNG_RS03855	VNG_RS07825	0.998327	0	0.345291	0.068689	0.152494	0.114583	0	-1.000000	0.117252
VNG_RS08815	VNG_RS01270	0.998319	0	0.343750	0.068689	0.152145	0.114498	0	1.000000	0.116435
VNG_RS05610	VNG_RS03570	0.998311	1	0.346667	0.069581	0.153794	0.115899	1	1.000000	0.116087
VNG_RS12600	VNG_RS07155	0.998304	0	0.345133	0.069581	0.153445	0.115813	0	1.000000	0.115454
VNG_RS00780	VNG_RS05825	0.998296	0	0.343612	0.069581	0.153099	0.115727	0	1.000000	0.115377
VNG_RS03855	VNG_RS12735	0.998289	0	0.342105	0.069581	0.152754	0.115641	0	1.000000	0.115301
VNG_RS13205	VNG_RS01250	0.998281	0	0.340611	0.069581	0.152412	0.115556	0	1.000000	0.115244
VNG_RS07820	VNG_RS02325	0.998274	0	0.339130	0.069581	0.152073	0.115470	0	-1.000000	0.114872
VNG_RS05705	VNG_RS00725	0.998266	0	0.337662	0.069581	0.151735	0.115385	0	-1.000000	0.114849
VNG_RS04185	VNG_RS07115	0.998259	0	0.336207	0.069581	0.151400	0.115299	0	1.000000	0.114583
VNG_RS05860	VNG_RS07890	0.998251	1	0.339056	0.070473	0.153028	0.116691	1	1.000000	0.114560
VNG_RS11765	VNG_RS00150	0.998244	0	0.337607	0.070473	0.152693	0.116605	0	1.000000	0.113812
VNG_RS05675	VNG_RS05700	0.998236	1	0.340426	0.071365	0.154313	0.117994	1	1.000000	0.113727
VNG_RS08035	VNG_RS06270	0.998229	1	0.343220	0.072257	0.155927	0.119381	1	1.000000	0.113715
VNG_RS04620	VNG_RS07420	0.998221	0	0.341772	0.072257	0.155589	0.119293	0	1.000000	0.113675
VNG_RS01300	VNG_RS06890	0.998213	0	0.340336	0.072257	0.155254	0.119205	0	-1.000000	0.113669
VNG_RS04140	VNG_RS05030	0.998206	0	0.338912	0.072257	0.154921	0.119118	0	-1.000000	0.113660
VNG_RS02500	VNG_RS00590	0.998198	0	0.337500	0.072257	0.154590	0.119030	0	-1.000000	0.113600
VNG_RS12435	VNG_RS05700	0.998191	0	0.336100	0.072257	0.154261	0.118943	0	1.000000	0.113547
VNG_RS00925	VNG_RS01270	0.998183	0	0.334711	0.072257	0.153934	0.118855	0	1.000000	0.113477
